Timestamp,label,TYPE_ACCELEROMETER_X_MEAN,TYPE_ACCELEROMETER_X_VARIANCE,TYPE_ACCELEROMETER_X_RANGE,TYPE_ACCELEROMETER_Y_MEAN,TYPE_ACCELEROMETER_Y_VARIANCE,TYPE_ACCELEROMETER_Y_RANGE,TYPE_ACCELEROMETER_Z_MEAN,TYPE_ACCELEROMETER_Z_VARIANCE,TYPE_ACCELEROMETER_Z_RANGE,TYPE_GYROSCOPE_X_MEAN,TYPE_GYROSCOPE_X_VARIANCE,TYPE_GYROSCOPE_X_RANGE,TYPE_GYROSCOPE_Y_MEAN,TYPE_GYROSCOPE_Y_VARIANCE,TYPE_GYROSCOPE_Y_RANGE,TYPE_GYROSCOPE_Z_MEAN,TYPE_GYROSCOPE_Z_VARIANCE,TYPE_GYROSCOPE_Z_RANGE,TYPE_LINEAR_ACCELERATION_X_MEAN,TYPE_LINEAR_ACCELERATION_X_VARIANCE,TYPE_LINEAR_ACCELERATION_X_RANGE,TYPE_LINEAR_ACCELERATION_Y_MEAN,TYPE_LINEAR_ACCELERATION_Y_VARIANCE,TYPE_LINEAR_ACCELERATION_Y_RANGE,TYPE_LINEAR_ACCELERATION_Z_MEAN,TYPE_LINEAR_ACCELERATION_Z_VARIANCE,TYPE_LINEAR_ACCELERATION_Z_RANGE,TYPE_GRAVITY_X_MEAN,TYPE_GRAVITY_X_VARIANCE,TYPE_GRAVITY_X_RANGE,TYPE_GRAVITY_Y_MEAN,TYPE_GRAVITY_Y_VARIANCE,TYPE_GRAVITY_Y_RANGE,TYPE_GRAVITY_Z_MEAN,TYPE_GRAVITY_Z_VARIANCE,TYPE_GRAVITY_Z_RANGE,TYPE_ORIENTATION_X_MEAN,TYPE_ORIENTATION_X_VARIANCE,TYPE_ORIENTATION_X_RANGE,TYPE_ORIENTATION_Y_MEAN,TYPE_ORIENTATION_Y_VARIANCE,TYPE_ORIENTATION_Y_RANGE,TYPE_ORIENTATION_Z_MEAN,TYPE_ORIENTATION_Z_VARIANCE,TYPE_ORIENTATION_Z_RANGE,TYPE_ROTATION_VECTOR_X_MEAN,TYPE_ROTATION_VECTOR_X_VARIANCE,TYPE_ROTATION_VECTOR_X_RANGE,TYPE_ROTATION_VECTOR_Y_MEAN,TYPE_ROTATION_VECTOR_Y_VARIANCE,TYPE_ROTATION_VECTOR_Y_RANGE,TYPE_ROTATION_VECTOR_Z_MEAN,TYPE_ROTATION_VECTOR_Z_VARIANCE,TYPE_ROTATION_VECTOR_Z_RANGE,TYPE_ROTATION_VECTOR_scalarComponent_MEAN,TYPE_ROTATION_VECTOR_scalarComponent_VARIANCE,TYPE_ROTATION_VECTOR_scalarComponent_RANGE,TYPE_ROTATION_VECTOR_headingAccuracy_MEAN,TYPE_ROTATION_VECTOR_headingAccuracy_VARIANCE,TYPE_ROTATION_VECTOR_headingAccuracy_RANGE,TYPE_MAGNETIC_FIELD_X_MEAN,TYPE_MAGNETIC_FIELD_X_VARIANCE,TYPE_MAGNETIC_FIELD_X_RANGE,TYPE_MAGNETIC_FIELD_Y_MEAN,TYPE_MAGNETIC_FIELD_Y_VARIANCE,TYPE_MAGNETIC_FIELD_Y_RANGE,TYPE_MAGNETIC_FIELD_Z_MEAN,TYPE_MAGNETIC_FIELD_Z_VARIANCE,TYPE_MAGNETIC_FIELD_Z_RANGE
1.420560292147E9,sitting_chair_1,-1.0025421084,0.0013319534991496425,1.10466,3.7218292220000007,5.2365797497522E-4,0.11663819999999969,-9.2815216,0.0017546591223673424,9.372452,0.0014221191744,4.247296773047588E-6,0.007476806799999999,-6.652832078000001E-4,6.393063852297376E-6,0.010681152499999999,7.385253988000002E-4,2.6957132533146986E-6,0.008544922,0.003142645503999999,0.0012272525831475661,0.18019831,0.007690005432,5.485815444697299E-4,0.09812975200000001,0.0020746993244000005,0.00171114213984367,0.17520428,-0.9820637592000001,8.981546874823847E-6,0.9873341,3.6283840040000013,1.0011886614269159E-5,0.011188999999999893,-9.05763484,1.4185572289795387E-6,9.060136,173.9175046,0.005842297376367352,0.2647699999999986,-158.1695316000001,3.910378586123698E-4,158.21118,-5.747384265999999,3.096906376729005E-4,5.7783327,-0.061509350440000006,4.3562817670416956E-7,0.06285054,0.9787885435999999,3.898535745959636E-9,2.2087000000003965E-4,0.191463772,3.2237566465305686E-8,6.121600000000005E-4,0.03912431846,3.605163967755963E-8,7.091609999999998E-4,0.17453292,0.0,0.0,0.7868042069320004,0.6548816913100461,3.0700684,13.165527260000001,0.48644874559708434,3.047180000000001,48.09698461999999,0.6350892597562003,3.813171000000004
1.420560292905E9,sitting_chair_1,-0.9995904518000003,3.612491551184565E-4,1.0356293,3.7194488579999985,5.63436641177996E-4,0.12377929999999981,-9.28280696,7.374356233453053E-4,9.334366,3.326416101999999E-4,1.9632279970158166E-6,0.0064086913999999995,2.3193358920000015E-4,2.673361412132537E-6,0.0064086913999999995,3.326416046000001E-4,1.1902302618484499E-6,0.0042724609,9.08944581200002E-4,3.5023431055975504E-4,0.07083416000000001,0.0014260578632000003,6.002224905954922E-4,0.11787319500000001,0.002712631191999999,7.168576341041452E-4,0.12270355399999999,-0.9780379283999998,6.496347443360656E-6,0.9832897,3.6284447740000014,3.4684903329836293E-6,0.005688899999999997,-9.058046529999999,6.013421470409954E-7,9.059219,174.11106199999995,0.01165068416326486,0.30278999999998746,-158.17010000000002,1.3813428163270613E-4,158.18654,-5.723744602,2.2398543959040564E-4,5.754583,-0.05981740286000001,8.694124556207339E-7,0.061124988,0.9789039125999999,5.554372342082589E-9,2.1170999999997608E-4,0.19138410760000002,1.7221583961469262E-8,4.073599999999955E-4,0.039245772559999996,3.722621982878192E-8,5.712319999999979E-4,0.17453292,0.0,0.0,0.9471435504000005,0.5053766753263946,2.89764403,13.189270069999997,0.6337753935208471,3.8940424999999994,48.04736318000001,0.21566785476986455,2.6519759999999977
1.420560293663E9,sitting_chair_1,-1.0036846918,5.883769549295788E-4,1.059433,3.7181158500000002,3.3136841339642795E-4,0.08807369999999981,-9.281426369999998,9.760941854164226E-4,9.343887,2.0446778199999994E-4,2.348795565626963E-6,0.0064086915999999996,-5.157470748000001E-4,1.7583369993547717E-6,0.005340576099999999,-3.7231444919999995E-4,1.8668361215081883E-6,0.005340576200000001,0.0010158682698000008,5.535189143303007E-4,0.109187722,0.0017382242009999999,3.2655055313023844E-4,0.086143972,0.0010744857853999985,0.0010205516878690351,0.15071678,-0.9820045492,6.491263561799338E-6,0.9862902,3.626063916000001,1.439172026269392E-6,0.006861699999999971,-9.058570739999999,3.2787556367345715E-7,9.059734,174.1737918,0.0011406369048571167,0.13286999999999694,-158.18422259999997,5.865755840818024E-5,158.20409,-5.747036392,2.2382761623993393E-4,5.772202,-0.0593145797,9.595706567221407E-8,0.05971116,0.9789485514,7.812573592241546E-10,1.1991999999994007E-4,0.19125023219999998,4.636254744040674E-9,3.795899999999852E-4,0.039557101180000005,6.952732145089413E-9,3.0785800000000113E-4,0.17453292,0.0,0.0,0.8891601609320001,0.26296054886972575,2.0462036367,12.989593610000007,0.6407341081911659,3.8940424999999994,47.94451909999999,0.44060347874809214,2.6535030000000006
1.420560294417E9,sitting_chair_1,-1.0021136449999999,5.069114620370176E-4,1.0451508,3.717211303999999,5.006480525191682E-4,0.10235590000000006,-9.27995057,9.808297618470326E-4,9.351028,4.821777449999998E-4,1.4943070710931511E-6,0.0053405762,-4.089355502E-4,1.4998949975316178E-6,0.0064086913999999995,-5.187987870000001E-5,1.3802200570646015E-6,0.0042724609,0.004485585791,4.992587223634332E-4,0.089587687,0.001455006647,4.5854422474944883E-4,0.09903264,0.0035697555627999993,9.576677492857659E-4,0.14433384,-0.9837968437999998,1.8496916742974967E-6,0.9865502,3.6259246059999994,2.223528959759237E-6,0.005823400000000145,-9.058432290000002,4.1300444989800924E-7,9.0593605,174.15243159999994,1.0320125044898596E-4,0.041020000000003165,-158.1846792,9.027044424488029E-5,158.1974,-5.757560931999998,6.37796581197709E-5,5.773729,-0.05951396989999999,9.93723130458166E-9,0.059721865,0.9789328809999998,3.7100014795876817E-10,7.789999999996411E-5,0.1912574008,6.740868211591808E-9,3.239200000000053E-4,0.039611695679999996,2.5619993329975828E-9,1.9991600000000137E-4,0.17453292,0.0,0.0,1.1345520069320003,0.32465906877235406,2.3880005367,13.04367065,0.2804550540476556,2.3696895,48.17010490000001,0.5531107956095601,2.818297000000001
1.420560295198E9,sitting_chair_1,-1.0053509507999996,3.6541928598242835E-4,1.0689545,3.711498409999999,4.107298719070406E-4,0.08093259999999969,-9.28780576,8.555097185024452E-4,9.336746,5.249023561999999E-4,1.8109567741592975E-6,0.007476806799999999,-5.584716824000001E-4,1.7434358574305962E-6,0.0064086913999999995,-5.21850587E-4,2.289190898006985E-6,0.005340576200000001,0.0029460621238199996,3.5921172906384176E-4,0.09893608,-0.001008148216,4.2631135399331845E-4,0.081475258,-0.0033153914594000007,7.48343446588441E-4,0.11290550199999999,-0.9841985523999999,4.848668357496137E-6,0.9880919,3.6210636539999994,9.330903524575523E-6,0.010715199999999925,-9.060332480000003,1.1170648363263518E-6,9.062386,174.14217219999998,4.138499971020999E-4,0.0625,-158.21532640000004,3.585609867755533E-4,158.24918,-5.759919918,1.671949594410978E-4,5.7827826,-0.05959477622000001,3.583136171719543E-8,0.05989691,0.9789774313999997,4.4063759187752975E-10,8.059999999998624E-5,0.1909999758,2.3366313228939026E-8,5.486000000000102E-4,0.039630720579999994,7.08964712767717E-9,2.779730000000008E-4,0.17453292,0.0,0.0,0.8549194340640007,0.7618251046697524,3.5812378000000002,13.165618980000001,0.4244825641839585,2.7084349999999997,48.50155646,0.7395106870802524,3.482056
1.420560295979E9,sitting_chair_1,-1.0114923130000002,4.0981659218947906E-4,1.0665741,3.7141644260000004,5.614917698476786E-4,0.10711669999999973,-9.28342591,7.46083603323357E-4,9.334366,1.4038087159999995E-4,1.3415701575952266E-6,0.005340576200000001,-1.95312506E-4,1.8444843298516964E-6,0.0064086913999999995,-4.150390633999998E-4,2.757180485946927E-6,0.0074768066,7.277274660000009E-4,3.8268153592717477E-4,0.088340878,0.0018559837160000002,5.467280763915503E-4,0.102663278,6.832885979999998E-4,7.018287053795246E-4,0.11166763299999999,-0.9883520828000002,3.7323852602695576E-6,0.9921597,3.620420978000001,9.09806099848582E-6,0.011307699999999699,-9.060137179999998,1.8501634159180736E-6,9.062386,174.10958260000004,1.452525012652978E-4,0.045050000000003365,-158.21840439999997,3.762819435101566E-4,158.24918,-5.784310724000001,1.2871176945859606E-4,5.8066707,-0.05991178430000001,1.549856544290823E-8,0.060169544,0.9789530106,1.6583612016725466E-9,1.4543999999994117E-4,0.19099363739999994,2.9152190403305738E-8,6.370400000000054E-4,0.039786538919999996,4.973379437299644E-9,2.578830000000004E-4,0.17453292,0.0,0.0,0.7765808089299999,0.6160137569402683,3.5812378000000002,13.053710990000004,0.19659031506412747,1.8615725000000012,48.28604120000001,0.4936051679830204,3.1509399999999985
1.420560296737E9,sitting_chair_1,-1.0096832262000002,4.843415580678737E-4,1.0618134,3.714307253999999,4.993184576515145E-4,0.09045409999999965,-9.283759179999997,9.92344476609784E-4,9.351028,-3.530883722E-4,1.4875503294239187E-6,0.0045928955,5.960082926000001E-4,2.0415389722714687E-6,0.0064086913999999995,4.901123058000001E-4,1.2610548773147903E-6,0.0056152344,7.187842480000004E-4,4.263670312734211E-4,0.08787858300000001,-0.0011376237966000007,4.3946643809265797E-4,0.087640047,-0.002056140922000001,9.939796844202528E-4,0.12439536999999999,-0.9866054427999998,6.010213331322624E-6,0.99178785,3.624959156,1.471404847004138E-6,0.005750400000000155,-9.0585131,2.3190871428574308E-7,9.059541,174.12961560000002,3.711829557551273E-4,0.0796399999999835,-158.19011799999996,5.6623195918337654E-5,158.20854,-5.774053868000001,2.0725572603446567E-4,5.8044868,-0.059733787660000016,3.502387527394322E-8,0.06015223,0.9789215847999999,3.448499275100592E-10,8.984000000000769E-5,0.1912246854,3.86629436820409E-9,2.675199999999933E-4,0.03971748684,8.454045044218783E-9,3.67701000000005E-4,0.17453292,0.0,0.0,0.7561950729980002,0.6302816905625215,3.5797118699999997,13.094482399999997,0.28797890452105107,2.200317,48.21987918,0.37662190601296575,1.9897459999999967
1.420560297492E9,sitting_chair_1,-1.0058746316000002,4.616769001868216E-4,1.0427704,3.7104986619999987,3.985303904975058E-4,0.08569340000000025,-9.279855320000001,0.001375665135334291,9.36293,3.356933960000007E-5,2.7106143326342445E-6,0.0074768066,6.958007795999999E-4,2.2277235896126884E-6,0.0074768067,7.324219000000001E-5,1.3415701803003046E-6,0.0053405762,-0.0021664071176000005,4.3277295938662136E-4,0.07321882299999999,-0.0051399899130000004,3.9099030343626653E-4,0.083339213,0.0025499916840000013,0.001555873578306033,0.15852833,-0.9819610402,4.594763351822385E-6,0.9862974,3.624435186,1.279871013881596E-6,0.004118199999999739,-9.059227490000001,2.851740764285269E-7,9.060041,174.1642137999999,2.627612485305875E-4,0.06414999999998372,-158.1945334,5.23639167754688E-5,158.20517,-5.746780864000001,1.5843670959541162E-4,5.772245,-0.05939237066000001,2.530422559704526E-8,0.059708577,0.9789609696000003,4.147827957549815E-10,8.639999999993098E-5,0.19116533800000002,4.0916619673468875E-9,2.3863000000001744E-4,0.03954428840000001,6.40385065861234E-9,3.2243100000000496E-4,0.17453292,0.0,0.0,1.0801086420660002,0.7876413616449985,3.4103393,13.118133580000006,0.6846212654091053,3.724670999999999,48.30926492000001,0.4618321287214224,3.3157330000000016
1.420560298249E9,sitting_chair_1,-1.0026373256000003,3.7651316778023337E-4,1.04039,3.7143548519999983,6.379314641976492E-4,0.11663820000000014,-9.28533021,0.0010467367316641816,9.36293,1.8310547240000003E-4,2.0023435193688535E-6,0.0074768066,3.356933720000004E-5,2.2449530210301538E-6,0.0053405761,-2.4719237999999986E-4,1.4044344435010636E-6,0.0053405762,-8.561086352000011E-4,2.6583444143999177E-4,0.06449914,0.0025011825919999996,6.888494942349133E-4,0.114399433,-1.7183304359999873E-4,0.001151242627981444,0.15852833,-0.9800664603999997,2.43832837217533E-6,0.984296,3.6241523339999997,3.362654988004185E-6,0.007044100000000331,-9.059545819999997,6.912006710204356E-7,9.061259,174.17823280000002,1.166358981224917E-4,0.04766999999998234,-158.19677019999995,1.3893232444892674E-4,158.22267,-5.735655760000001,8.407357866244957E-5,5.760492,-0.05925377278000002,1.1735647947726277E-8,0.05955043,0.9789776592,6.605134850607861E-10,9.495000000003806E-5,0.19113747299999997,1.0776961066326546E-8,3.9476000000002176E-4,0.03947369128,3.3219700674710255E-9,2.4692700000000095E-4,0.17453292,0.0,0.0,0.9607543955320001,0.594118387734096,3.4103393,13.358490040000001,0.5766850699796103,3.2165529999999993,48.405364920000004,0.46259302933558505,3.3157330000000016
1.420560299003E9,sitting_chair_1,-1.0083978262,3.656782258568204E-4,1.0522919,3.710879515999999,4.2467331305320785E-4,0.08807369999999981,-9.29380427,9.611594527368322E-4,9.346268,-1.1596679319999998E-4,1.091510039300102E-6,0.0042724609,-1.800537105999999E-4,1.667533045952115E-6,0.0053405761,5.1879884000000014E-5,1.4919787670298986E-6,0.005340576200000001,-0.0042166639204,2.7007450033981936E-4,0.075584887,-9.033058999999997E-4,3.9350820048941396E-4,0.086687088,-0.003094730384,9.787403179108223E-4,0.146886826,-0.9809884978000001,4.277134370050172E-6,0.9858186,3.6204927579999997,2.0665371339142695E-6,0.006033799999999978,-9.060909160000001,2.7372353510203793E-7,9.061989,174.1658104,2.809090896327023E-4,0.059929999999980055,-158.2196954,7.918896004084802E-5,158.2375,-5.741070064000001,1.4747818048234962E-4,5.7694335,-0.05936074804,2.603889854395748E-8,0.059738178,0.9790066735999998,2.521954194283695E-10,5.789999999994411E-5,0.19094780999999997,5.2265772938776834E-9,3.115499999999938E-4,0.03951116330000001,6.056315382500014E-9,2.8430699999999753E-4,0.17453292,0.0,0.0,0.892578128196,0.4614148258823335,3.40881347,13.087554860000001,0.5664596658793268,3.5552979999999987,48.36563106,0.6432386984252411,3.813171000000004
1.420560299771E9,sitting_chair_1,-1.0120159871999999,4.745334712118291E-4,1.0522919,3.7162591600000003,4.343197427848984E-4,0.09045419999999993,-9.294899270000002,9.315851725327538E-4,9.343887,-3.295898431999998E-4,2.544373251471385E-6,0.0064086913999999995,1.617431628E-4,1.9134021963209417E-6,0.0053405761,2.655029280000001E-4,1.8551945876857206E-6,0.005340576200000001,-0.006300115614400001,4.2167205474386325E-4,0.088180661,-5.422544000000002E-4,4.413476574206133E-4,0.08851790300000001,-0.0015585708380000008,9.854841432311305E-4,0.131178854,-0.9843809899999998,1.7866528487061197E-6,0.9866844,3.6216287460000003,5.472872504575529E-6,0.008407199999999726,-9.06008721,8.226200111227511E-7,9.061989,174.14163200000002,1.3478782448983405E-4,0.03827000000001135,-158.21170959999995,2.1649299167347856E-4,158.2375,-5.760990969999999,6.160870113969349E-5,5.774517,-0.05960245567999999,1.1887549551364965E-8,0.05978441,0.9789705912000001,4.99044267918822E-10,9.751999999996208E-5,0.1910314282,1.514855590077563E-8,4.606100000000002E-4,0.039637069559999995,2.5531551731493724E-9,2.01606E-4,0.17453292,0.0,0.0,0.803894043926,0.5650032207824596,3.07006837,12.925170919999998,0.44828642039876915,3.5552979999999987,48.57125872000002,0.4467391204373885,3.149414
1.420560300547E9,sitting_chair_1,-1.0078741355999994,4.471898946821844E-4,1.0451508,3.7115460299999996,4.631198232752038E-4,0.09997560000000005,-9.295137289999996,9.834236748274482E-4,9.36055,5.493164640000005E-5,2.851709704296658E-6,0.0064086913999999995,4.821777338E-4,1.845881320721217E-6,0.0064086913999999995,2.4414062299999998E-4,7.101334747655049E-7,0.0032043456999999997,-0.0019068073415999998,4.3641973202666667E-4,0.07244146,-0.004775457380999999,4.1845544836281766E-4,0.097984314,0.003953628449599999,0.001134685019096129,0.141540526,-0.9815543983999998,1.430251657671167E-5,0.9868209,3.6191334779999993,1.8650066482816542E-6,0.007293000000000216,-9.061390269999997,6.168463286735303E-7,9.063202,174.15950339999995,7.965765290203434E-4,0.07561999999998648,-158.2281562,8.056746485714626E-5,158.24934,-5.744393312000001,4.931582983843424E-4,5.7753186,-0.059417152799999984,7.742390196355123E-8,0.05981003,0.9790157554,1.2043669559593902E-9,1.242200000000082E-4,0.19087890619999995,7.247450260775268E-9,4.358399999999929E-4,0.03953343534,1.9889376039004598E-8,3.8424100000000044E-4,0.17453292,0.0,0.0,0.9879760744000003,0.5790408064383606,2.72827147,12.95904542,0.31693024746701404,2.5390625,48.32580571999998,0.90718692588241,3.813171000000004
1.420560301328E9,sitting_chair_1,-1.0008282417999999,4.322220812337334E-4,1.0332489,3.715783084,4.617483485283101E-4,0.08807369999999981,-9.289138789999999,0.0015909230362254057,9.374832,7.629394960000018E-5,2.3865140894549233E-6,0.0064086913999999995,1.4038086120000005E-4,1.2647360535005835E-6,0.0032043456999999997,1.8005371000000012E-4,1.9259750970567966E-6,0.0064086915,-4.214041599998539E-6,5.262592842505447E-4,0.09726190600000001,-5.225190900000006E-5,3.6353080876187424E-4,0.07898283,0.004109592425000001,0.0014546924445067728,0.16471671999999998,-0.9751279400000001,4.782029815118354E-6,0.97889394,3.6211136340000003,1.0356027344738814E-5,0.010600600000000071,-9.06129313,1.6841613347958237E-6,9.063326,174.21141979999996,3.069227081224569E-4,0.05834999999999013,-158.21714680000002,4.13537352816318E-4,158.2453,-5.7066578319999985,1.6486772957650722E-4,5.7287707,-0.05891618534000001,2.829246258202488E-8,0.059218697,0.979043526,1.2048660775509098E-9,1.1685999999999641E-4,0.1909418039999999,2.967135409795938E-8,5.749599999999855E-4,0.039291542420000006,6.709292693636373E-9,2.6708100000000234E-4,0.17453292,0.0,0.0,0.9471435495980001,0.24822302513980274,1.7059326367,12.864410400000002,0.756035613299061,3.5552979999999987,48.5047914,0.43916734771310145,2.8182979999999986
1.420560302087E9,sitting_chair_1,-1.0049700916000002,4.909074372877163E-4,1.0451508,3.7099273679999993,4.6121475961079245E-4,0.09045420000000037,-9.287615299999997,0.0017691792412755033,9.374832,7.62939458E-5,1.5017576288018903E-6,0.0053405761,1.2207034800000055E-5,1.9166618324290678E-6,0.0053405761,-2.2583007599999994E-4,1.8258579323101045E-6,0.0064086915,-0.0041795301491999995,3.550810599588226E-4,0.083894254,-0.00240096558,4.928140051013916E-4,0.08562994,-0.006107215925000003,0.0017308555689679616,0.160130504,-0.9773861155999998,5.086827176976153E-6,0.9825638,3.6247588219999995,5.872311905424416E-6,0.010848699999999933,-9.0595925,7.064390306122613E-7,9.062278,174.19953879999997,3.8370662710191536E-4,0.08379999999999654,-158.19356399999992,2.250719020408245E-4,158.24368,-5.7199172580000015,1.7538889822574984E-4,5.750319,-0.05904729533999999,3.427353542659631E-8,0.059518684,0.9789913385999996,3.505294326936074E-10,7.270999999997585E-5,0.19115199539999994,1.462669807840805E-8,5.428899999999903E-4,0.03937300205999999,7.319773457118766E-9,3.442240000000041E-4,0.17453292,0.0,0.0,0.7731628393960002,0.4571324916162939,2.89917,13.091217050000003,0.715558019988064,3.5552979999999987,48.216308440000006,0.37310356155327223,3.1509400000000056
1.420560302885E9,sitting_chair_1,-0.9718829293999999,0.02754873735970225,1.0618134,3.7664849879999998,0.032541470932070465,0.8759767000000003,-9.26704892,0.054763171232850544,9.981827,0.0116973877018,0.0025745895375319217,0.31509399,-0.001803588877,3.6311382769196784E-4,0.150604248,-0.002212524409,1.3499520560419906E-4,0.08438110300000001,0.015645577639400002,0.012836358220211808,0.80959998,0.0449484682182,0.025916832703516343,0.85886192,0.0017705728019999966,0.033591358358902965,1.7145652999999998,-0.9799335001999999,4.1457271785875435E-5,0.98560816,3.619343846000001,2.519317429600419E-5,0.028619699999999693,-9.061478979999997,2.646382713877442E-6,9.063897,174.17076059999997,0.0036124197731020936,0.39856000000000336,-158.22720140000004,9.456886857552283E-4,158.26518,-5.7348762099999995,0.0014291720655719429,5.7681975,-0.05930581140000002,3.1801264100538726E-7,0.05974534,0.9790246923999998,2.4951132308571777E-9,3.879300000000363E-4,0.1908798764,6.154743312963265E-8,0.0014324599999999965,0.03947036007999999,6.343541524456496E-8,0.0013219300000000059,0.17453292,0.0,0.0,0.8345031743300002,0.6407162163739049,3.2394409699999995,13.206207279999992,0.5102840276981138,2.877808,48.28930672000002,0.647195116975797,3.1509399999999985
1.420560303683E9,stand_up_chair_1,-1.1492205791999999,0.26393351696731404,1.9949188,3.5807684399999995,1.0029487090818685,3.5253297,-9.593731170000002,0.4375622525460367,12.188431,-0.19528198367440006,0.20608436428285565,1.78588868,0.14115295406779998,0.08275118216489219,1.1268616,0.041943359498999994,0.016680611843934375,0.5447387699999999,-0.2806663799674,0.2818239416536571,2.48412863,-0.22859258758000003,0.3924845847376098,3.1765274999999997,-0.29334994763,0.625338654872006,4.3905334,-0.8633148194200005,0.21896452286260723,1.86882756,3.6696025459999992,0.3993157796809596,2.5634462000000005,-9.015827739999999,0.0694162261237779,9.266544,174.45381180000004,0.19023075271301929,2.5256299999999783,-157.85910379999999,16.15021081984855,162.50397,-5.054623401800002,7.510348892225017,10.9445632,-0.04328647998000002,0.0011926589327299275,0.11541476,0.7469590242000002,0.40682547840647626,1.9533964,0.13029874060000002,0.021978275989646624,0.52409821,0.03989986726000001,2.1658202858005693E-4,0.055734829,0.17453292,0.0,0.0,0.5924682552,4.555990019563356,10.2310181,13.961608885999999,8.305965684394916,12.1917722,48.06716932000002,1.3570693156361804,5.9707639999999955
1.420560304441E9,stand_up_chair_1,1.4727105728399998,2.6941948016356165,6.196106,7.188887352,3.516606781435109,6.6626582999999995,-5.180665914199999,13.802045038833816,13.6847536,-1.138491824,0.09025233700121071,1.5748596,0.5522064179999999,0.07122350243299315,1.32553101,0.07825927757999997,0.04395718707723661,0.67825317,-0.3102306632999998,0.2716524297843529,2.5317681,-0.47084321829999987,0.3827017936278537,3.1765274999999997,-0.27044487365,0.7591455331984734,4.0626553,1.62817607378,1.5466221529005642,3.7817806,7.380856403999998,3.436684551870316,5.469431500000001,-5.002983674999999,9.315207527604963,9.4874381,164.60088679999998,67.90710317641813,24.46418,-123.68743255999999,480.7693185708405,156.23836,9.626509832200002,54.3142619598418,22.3964003,0.04834471856000001,0.0014609690008397505,0.129404968,-0.6283670878,0.36374184339681626,1.9454987,-0.3875594679999999,0.06684026412501282,0.90520651,0.1425964136,0.009060501843417881,0.272188402,0.17453292,0.0,0.0,-12.294403128599999,53.508499476990046,24.3820181,-5.210632359040001,109.31029554103874,32.681274,30.301147372000006,191.93967008222185,44.4412227
1.42056030522E9,stand_up_chair_1,2.921928104,0.4617074863775621,2.6802979000000002,9.22548523,0.15735776380225716,1.828125,0.995968627,1.312395880996576,4.6179199,-0.3963653558780004,0.271775555171148,1.51992794,0.0023834223000000158,0.10008381811713538,1.3586426,-0.06290283189400006,0.012074144894019182,0.3930664,0.1165659542540001,0.48878254787386743,2.6463442,-0.2839656478400001,0.16969051772744592,1.92906574,0.06046778594000001,0.3390776307565929,2.175087,2.768860466000001,0.009244676445290865,0.4163443,9.314181699999999,0.0032961373586020432,0.3248300000000004,0.8580157338000001,1.0217718905563986,3.7027056,151.35739,1.8964503291469421,6.850830000000002,-84.77161209999998,38.44626525168032,103.01319,16.401102780000002,0.34431711013877686,2.540874999999998,0.06276197672,1.0963977749615144E-4,0.032910252,-0.6715048858,0.001314336642115755,0.77628785,-0.6835462896,0.001387681727313159,0.7122752,0.27403717200000005,5.591653637069799E-5,0.0360229,0.17453292,0.0,0.0,-20.134460380000004,0.669578282636812,23.02246,-18.564514289999998,2.067260355942633,20.26825,3.925598112700001,22.834023583879514,19.07043446
1.420560306018E9,stand_up_chair_1,2.7283563280000003,0.12672897769145713,2.5469970999999996,9.317700789999998,0.02777439231986826,1.304443000000001,1.1809234618,0.10310046455972184,1.9661865,0.005502319363999999,0.0015015755803177591,0.27557373,0.012744140245199992,0.010712759800181451,0.54901124,0.00274353016,8.395202492560792E-4,0.21469116,-0.02937282569010001,0.15169624103583856,2.557499,-0.12206319846000005,0.029018813815827438,1.2996969200000001,-0.17332331812,0.12478547272524085,2.0340916399999998,2.736927404,8.159482732488181E-5,0.030839400000000072,9.32036854,2.4365015192245456E-5,0.014813000000000187,1.344755498,0.0019133579343614262,0.14065670000000008,144.5700102,24.791361881242818,15.355160000000012,-81.78999203999999,0.07148638892710035,82.29113,16.205843719999997,0.0030209083047771012,0.18764699999999834,0.09569322664000003,8.278054134254934E-4,0.08819741399999999,-0.6491996007999999,8.139383616023782E-6,0.6541442,-0.6841696882000001,2.3011987776484796E-4,0.7041735,0.315265122,8.751756234323879E-4,0.09131296,0.17453292,0.0,0.0,-20.025360120000002,0.5115671183096181,21.318054,-19.018280100000005,0.45886437018637716,20.437622,1.7101440402000003,0.8047063815066128,3.64837643
