Timestamp,label,TYPE_ACCELEROMETER_X_MEAN,TYPE_ACCELEROMETER_X_VARIANCE,TYPE_ACCELEROMETER_X_RANGE,TYPE_ACCELEROMETER_Y_MEAN,TYPE_ACCELEROMETER_Y_VARIANCE,TYPE_ACCELEROMETER_Y_RANGE,TYPE_ACCELEROMETER_Z_MEAN,TYPE_ACCELEROMETER_Z_VARIANCE,TYPE_ACCELEROMETER_Z_RANGE,TYPE_GYROSCOPE_X_MEAN,TYPE_GYROSCOPE_X_VARIANCE,TYPE_GYROSCOPE_X_RANGE,TYPE_GYROSCOPE_Y_MEAN,TYPE_GYROSCOPE_Y_VARIANCE,TYPE_GYROSCOPE_Y_RANGE,TYPE_GYROSCOPE_Z_MEAN,TYPE_GYROSCOPE_Z_VARIANCE,TYPE_GYROSCOPE_Z_RANGE,TYPE_LINEAR_ACCELERATION_X_MEAN,TYPE_LINEAR_ACCELERATION_X_VARIANCE,TYPE_LINEAR_ACCELERATION_X_RANGE,TYPE_LINEAR_ACCELERATION_Y_MEAN,TYPE_LINEAR_ACCELERATION_Y_VARIANCE,TYPE_LINEAR_ACCELERATION_Y_RANGE,TYPE_LINEAR_ACCELERATION_Z_MEAN,TYPE_LINEAR_ACCELERATION_Z_VARIANCE,TYPE_LINEAR_ACCELERATION_Z_RANGE,TYPE_GRAVITY_X_MEAN,TYPE_GRAVITY_X_VARIANCE,TYPE_GRAVITY_X_RANGE,TYPE_GRAVITY_Y_MEAN,TYPE_GRAVITY_Y_VARIANCE,TYPE_GRAVITY_Y_RANGE,TYPE_GRAVITY_Z_MEAN,TYPE_GRAVITY_Z_VARIANCE,TYPE_GRAVITY_Z_RANGE,TYPE_ROTATION_VECTOR_X_MEAN,TYPE_ROTATION_VECTOR_X_VARIANCE,TYPE_ROTATION_VECTOR_X_RANGE,TYPE_ROTATION_VECTOR_Y_MEAN,TYPE_ROTATION_VECTOR_Y_VARIANCE,TYPE_ROTATION_VECTOR_Y_RANGE,TYPE_ROTATION_VECTOR_Z_MEAN,TYPE_ROTATION_VECTOR_Z_VARIANCE,TYPE_ROTATION_VECTOR_Z_RANGE,TYPE_ROTATION_VECTOR_scalarComponent_MEAN,TYPE_ROTATION_VECTOR_scalarComponent_VARIANCE,TYPE_ROTATION_VECTOR_scalarComponent_RANGE,TYPE_ROTATION_VECTOR_headingAccuracy_MEAN,TYPE_ROTATION_VECTOR_headingAccuracy_VARIANCE,TYPE_ROTATION_VECTOR_headingAccuracy_RANGE,TYPE_ORIENTATION_X_MEAN,TYPE_ORIENTATION_X_VARIANCE,TYPE_ORIENTATION_X_RANGE,TYPE_ORIENTATION_Y_MEAN,TYPE_ORIENTATION_Y_VARIANCE,TYPE_ORIENTATION_Y_RANGE,TYPE_ORIENTATION_Z_MEAN,TYPE_ORIENTATION_Z_VARIANCE,TYPE_ORIENTATION_Z_RANGE,TYPE_MAGNETIC_FIELD_X_MEAN,TYPE_MAGNETIC_FIELD_X_VARIANCE,TYPE_MAGNETIC_FIELD_X_RANGE,TYPE_MAGNETIC_FIELD_Y_MEAN,TYPE_MAGNETIC_FIELD_Y_VARIANCE,TYPE_MAGNETIC_FIELD_Y_RANGE,TYPE_MAGNETIC_FIELD_Z_MEAN,TYPE_MAGNETIC_FIELD_Z_VARIANCE,TYPE_MAGNETIC_FIELD_Z_RANGE
1.420542240814E9,walking,-3.965913706799999,2.562161984785608,7.0030518,8.548888606000004,3.125341182814403,7.876648299999999,-2.5875848377999997,2.5302589426818045,6.9364013,-0.09555053482,0.2333011464703315,1.7901611000000002,0.06286316079999998,0.6408868511006424,2.67883303,-0.24363097847999982,0.8918019149594943,3.5931397,-0.3406269833999999,1.7728458471805348,6.868288400000001,-0.2798266048,2.3123976610725565,7.951980600000001,-0.4561585052999999,1.2034089658660616,4.9519824,-3.6097924519999998,1.2326554865346533,4.5307183,8.76885726,0.21731693910905348,1.4235939999999996,-2.1147825959999995,0.3608673524186286,2.8455606,0.4763465981999998,0.008159830308930121,0.29233593,-0.6088628484,0.0022522614232222925,0.68923426,-0.6018232901999998,5.504676123312673E-4,0.6433257,0.16681712317999994,0.0016504305795685523,0.1208933,0.17453292,0.0,0.0,121.0876586,122.54819194733845,33.10362999999998,-103.69535716000001,17.83537467182066,108.57567,-21.735465448000003,46.593212538684135,27.51654,-9.324340783999999,3.2218503656991855,13.110352,-37.06506351999999,6.718886815355722,43.55316,18.637542779999993,7.7153747182914785,10.281372000000001
1.420542241575E9,walking,-2.22900451404,3.2970689162773796,7.6290894,9.214392735999999,9.816072943181478,14.346496499999999,-0.2423480201,2.8255879811158047,8.7907104,0.12420348928999994,0.9708830393628898,3.346405,-0.2168334971,0.7152480851360337,3.4970093,-0.09661560340000015,1.471787194989158,3.7458801,-0.04698815273999992,6.0241799970012995,10.625568300000001,0.05946618939999993,6.477686860272738,12.578149499999999,0.3765816558099999,1.5482646559845352,5.850403399999999,-2.2490015951999998,2.25480894241463,4.936922,9.260111490000002,0.3332842586164742,1.968974499999999,-0.654642,2.4467621818761267,4.761121,0.39998314560000003,0.009449103649783507,0.30652715999999997,-0.6029888426,5.461922718234604E-4,0.6472794,-0.6394707178000002,0.0019714959845231307,0.6936531,0.22809931470000003,0.0038146783905907517,0.21944497999999998,0.17453292,0.0,0.0,124.98325729999999,56.97075591184682,27.617220000000003,-94.46170425999999,100.23335420890885,113.50996,-13.435577561600002,83.22842357674189,30.226917,-9.205230678000001,6.30734720206246,13.110352,-42.21618676000001,27.6246919312974,50.15869,16.432128919999997,10.157376972764688,11.109924000000001
1.420542242333E9,walking,-2.6571856710399993,6.7232501248363565,11.9328003,8.911038234,14.47706869665142,16.4364625,-1.2252032420000003,8.085153290718369,12.7635495,-0.14333801750999997,0.8698563390407298,3.4339905,-0.04860534889999997,0.8414960929687595,4.4572449,0.11995544480000012,1.6332830189171932,4.0545653999999995,0.6621502739600001,8.609391447462817,12.110781,0.14142149191999984,12.732639324734333,15.6532775,0.46909387768000016,5.126108406322784,11.8808803,-3.1549057617999994,2.146338474139683,4.948759,8.845643161999998,0.4912125949431264,2.020067000000001,-1.7035225143999997,2.5354735797674155,4.6277515000000005,0.4562422477999999,0.010196221943486985,0.3105023,-0.6068789240000001,4.1240342006683656E-4,0.6472794,-0.6104930443999999,0.0024146545802248283,0.6862043,0.18630493570000004,0.003435585625922938,0.21080998999999997,0.17453292,0.0,0.0,121.50658464000004,75.57370439821825,26.193393999999998,-101.36045311999996,110.69797489444086,114.51079,-18.982593592,80.78794387421144,30.306992,-6.402038544,4.751286671322578,12.428284,-41.748840200000004,29.79470788911214,50.665283,19.18469238,7.817210383789424,11.109924000000001
1.420542243092E9,walking,-2.75378115196,9.734007490091024,17.157715,9.446943090000001,20.195607529568495,18.1497345,-1.36474059834,9.279275826696933,13.0944214,0.15141906320000004,1.0593086918210786,4.0972901,0.04239807386799999,0.8434180083875498,4.410247699999999,-0.2627075248000001,1.655181169083023,3.8804626000000004,0.25504529341999993,13.59929272029251,17.706045,0.49080276700000014,17.491671111839334,17.2359885,0.00946606688000001,5.3813950663462276,11.8757444,-2.8653287832000003,3.0979635670483745,4.8797617,8.883331777999999,0.6039817559198671,2.1081839999999996,-1.4687233972599998,3.3282049372833686,4.9116085,0.43861830579999994,0.0132777800955893,0.3058783500000001,-0.6074812177999999,4.6160480255564635E-4,0.6504038,-0.6161696305999999,0.002843131126306266,0.6862043,0.19484868347999995,0.004794546245719746,0.21448909,0.17453292,0.0,0.0,122.46838405999993,81.30815446811987,24.615604999999988,-99.99932371999998,144.14120536530504,116.19117,-17.275623287199995,115.77468328329267,29.841156,-6.286102266999998,12.026274412376459,12.428284,-43.658874340000004,31.257259744241903,50.834656,18.375610320000003,12.532475793579621,12.602234000000001
1.420542243854E9,walking,-2.70517396528,10.238148856749355,17.157715,9.78324185,14.35326972484548,17.8402863,-0.7765985006000004,8.660147383112744,13.0944214,0.11657715083999996,1.0734301530165733,3.7886047,-0.07396240101200008,1.0647302073456446,4.9026488,-0.08309326340000003,1.8547809931253323,3.9883423,-0.1786019811400001,13.624686319618098,17.706045,0.8921770321999998,12.685720219371984,16.631523,0.25339280536,5.996827302957725,11.8757444,-2.650606899399999,2.393252788229844,4.6605873,9.08024217,0.40661843631390415,1.9773440000000004,-1.10846226266,2.7768468911690136,4.8334691,0.40774536600000005,0.012415325467029672,0.32709292000000006,-0.6143086774000001,7.3202949913302E-4,0.66768575,-0.6334855829999998,0.002837939730024622,0.70110536,0.19188768384,0.0026307146458662846,0.18408570400000002,0.17453292,0.0,0.0,126.65059006000006,95.25708188108963,29.129455000000007,-97.41759480000005,116.03405631903529,115.56934,-15.886313034000002,88.582411039059,28.375475,-4.120391838999998,7.293260207046413,9.869385,-43.76388546000001,27.73884338806299,51.512146,18.359008839999998,14.353634880312345,13.430786000000001
1.42054224461E9,walking,-2.5295501902,11.441469315504106,18.8644414,8.899255336000003,19.889302616099588,18.1140289,-1.3551239014200005,9.599099125697968,15.0606075,-0.16858825519999993,1.0744409092141578,4.0182495,-0.09263305226000006,1.2708073727797717,5.1055908,0.07447510310000002,1.761121893377705,3.9530944999999997,0.789771882,13.774829925502939,19.485081,0.16799854039999992,17.901552481028922,17.628635,0.36514391112000005,6.931678697387016,14.1881037,-3.115492198480001,1.9301002701035628,4.6631365,8.83769788,0.485463953789904,2.0113145,-1.8384558944,2.66532611818883,4.8682870000000005,0.45373561540000007,0.01095341031509851,0.33334569999999997,-0.6135715528,6.681221824707636E-4,0.66768575,-0.6064294807999999,0.002816046793973677,0.69138944,0.18159536444000002,0.002828079422199868,0.187882074,0.17453292,0.0,0.0,122.04637792000001,94.15434292104109,29.148870000000002,-102.18113058000004,116.26779194106756,116.30635,-18.7117225004,72.19115902032021,28.392406,-5.4948730160000006,4.830520035823915,10.38208,-40.719268899999996,25.174636702556377,49.98932,19.921020520000003,7.954921917747927,11.938476000000001
1.420542245369E9,walking,-2.8333331481999995,11.427792854178513,16.953003,9.3131185758,27.806867155300566,19.62556458,-1.61329896366,10.135172691096122,15.103455,0.16517639026,1.1736348348751129,4.2991638,0.010653691239999912,1.1486519225441054,5.1600646,-0.2513214102000001,1.7221497955520126,3.883667,0.008271413400000127,15.638031665443016,17.327531,0.4288482456800001,23.75219206009523,19.108255999999997,0.003394881399999994,5.387585850446002,11.085263300000001,-2.8032540236200005,2.848198363669454,4.782867401000001,8.845206934,0.6657004528025122,2.2080903999999997,-1.6991042686,3.8202979727814714,5.1867984,0.43156384420000016,0.014476569142693553,0.33525473,-0.6210379196,5.180770390038734E-4,0.66783476,-0.6098015222,0.00386641707661736,0.69138944,0.18280868421999996,0.004391625078330958,0.20572712999999998,0.17453292,0.0,0.0,123.91725514,103.99035843898223,29.04285,-101.48167600000005,166.55125120589176,118.67131,-16.863733791720005,105.82199693924859,29.181279684,-6.231384215999999,5.270858021055059,11.575317,-41.626922700000016,33.67191709933054,49.98932,19.4169617,12.760542930829322,12.602234
1.420542246129E9,walking,-2.8180987657200003,10.483047507845967,16.953003,9.575340244400001,22.118703653648343,19.62556458,-0.9315606868999998,9.767006473647058,15.103455,0.15487976272,1.2586520175383336,4.075927699999999,-0.06731873239999991,1.4457214366840831,5.506133999999999,-0.11178283700000012,1.9842634202392881,4.340820300000001,-0.4355805145,14.47788566238133,17.327531,0.7645302958799999,19.93932992867944,19.108255999999997,0.37079143614000004,7.169526301356488,14.1850567,-2.6160644796200008,2.3157298547919236,4.551871,9.026773778,0.4857816064302677,2.1131589999999996,-1.3858869432000003,3.2426384365986394,5.123095500000001,0.4031274602,0.013980249186312169,0.35363538,-0.6275158563999998,6.857369426677257E-4,0.677199,-0.6254257736,0.003767586791587183,0.7035269,0.17901818350000004,0.002492137703158082,0.18141775,0.17453292,0.0,0.0,127.81550643999995,119.15097620939937,32.97064999999999,-99.20966924,137.5518859009439,118.156136,-15.6639711872,85.31090659752087,27.655981,-5.1708068800000015,7.696061393190853,11.746216,-43.29647838000001,26.291757395636846,50.49591,19.4998474,14.729930335381026,14.094543999999999
1.420542246887E9,walking,-2.5360247815999997,9.500223905753877,17.7409055,8.93891238,23.78966676046169,18.2592316,-1.4793792572000004,11.42564839346365,16.1984254,-0.16369628409999998,1.1721874611299936,4.514923100000001,-0.07940979005999993,1.2294168912071548,4.7488404,0.13587036732,1.8587069740611886,4.1325379,0.38006466480000023,13.648979195342676,18.239693,0.22296951512000007,24.41801457512541,17.785906,0.4941906924000001,9.387989765249923,15.5698638,-2.9271088357199995,2.0412879199423566,4.6903157,8.817895032000001,0.5510937362029671,2.188993999999999,-2.08963534442,3.0000389177627897,5.04906443,0.44036232979999995,0.012475166741441794,0.33253272000000006,-0.6323902302,4.894935170460999E-4,0.677199,-0.598248072,0.00356168551252311,0.6878066,0.1711788325,0.002821275479101089,0.19497958999999998,0.17453292,0.0,0.0,124.01036215999999,110.07195900419046,30.199460000000002,-103.75621639999997,131.61896589141045,119.56362,-17.5449180096,75.27348797901759,28.46487635,-5.242431630000001,5.935978640060941,12.597656,-41.75567632,25.54173287203532,50.834656,20.41186516,12.144633868286752,14.425659999999999
1.420542247647E9,walking,-2.852756971280001,13.299053401725157,22.296936,9.334006378,22.53158730065162,18.3211212,-1.48466367424,11.669990888672805,17.2981563,0.1003631599200001,1.276801659571669,4.5629881999999995,0.0441711446400001,1.736210638237582,5.968628000000001,-0.19671935887999997,2.194833548513057,4.3856812000000005,0.08184780531999998,18.305659928669826,22.779198,0.35684873460799976,18.855486208519633,17.8759683,0.5050373096,9.636731419482143,16.224111999999998,-2.8025398735200002,2.7671482666121445,4.7193757,8.836685866,0.6395085522023186,2.2679183999999992,-1.9168273761599999,3.282030807316998,5.13702773,0.43962318239999987,0.017252001575911703,0.35586152,-0.6218241871999998,9.083504017298775E-4,0.67410713,-0.6018509422,0.003879404424139258,0.6878066,0.18317118569999993,0.0027458732425104803,0.18411796999999996,0.17453292,0.0,0.0,122.89304927999996,159.98219359672717,34.35403000000001,-102.76417792000002,144.66924629174164,120.245,-16.8435843356,102.15191006442147,28.65672735,-5.7541504088,10.514615145656853,13.46893286,-42.13500969999998,34.24464106711152,50.834656,18.574707,12.155271495819678,12.768555000000001
