Timestamp,label,TYPE_ACCELEROMETER_X_MEAN,TYPE_ACCELEROMETER_X_VARIANCE,TYPE_ACCELEROMETER_X_RANGE,TYPE_ACCELEROMETER_Y_MEAN,TYPE_ACCELEROMETER_Y_VARIANCE,TYPE_ACCELEROMETER_Y_RANGE,TYPE_ACCELEROMETER_Z_MEAN,TYPE_ACCELEROMETER_Z_VARIANCE,TYPE_ACCELEROMETER_Z_RANGE,TYPE_GYROSCOPE_X_MEAN,TYPE_GYROSCOPE_X_VARIANCE,TYPE_GYROSCOPE_X_RANGE,TYPE_GYROSCOPE_Y_MEAN,TYPE_GYROSCOPE_Y_VARIANCE,TYPE_GYROSCOPE_Y_RANGE,TYPE_GYROSCOPE_Z_MEAN,TYPE_GYROSCOPE_Z_VARIANCE,TYPE_GYROSCOPE_Z_RANGE,TYPE_GRAVITY_X_MEAN,TYPE_GRAVITY_X_VARIANCE,TYPE_GRAVITY_X_RANGE,TYPE_GRAVITY_Y_MEAN,TYPE_GRAVITY_Y_VARIANCE,TYPE_GRAVITY_Y_RANGE,TYPE_GRAVITY_Z_MEAN,TYPE_GRAVITY_Z_VARIANCE,TYPE_GRAVITY_Z_RANGE,TYPE_LINEAR_ACCELERATION_X_MEAN,TYPE_LINEAR_ACCELERATION_X_VARIANCE,TYPE_LINEAR_ACCELERATION_X_RANGE,TYPE_LINEAR_ACCELERATION_Y_MEAN,TYPE_LINEAR_ACCELERATION_Y_VARIANCE,TYPE_LINEAR_ACCELERATION_Y_RANGE,TYPE_LINEAR_ACCELERATION_Z_MEAN,TYPE_LINEAR_ACCELERATION_Z_VARIANCE,TYPE_LINEAR_ACCELERATION_Z_RANGE,TYPE_ROTATION_VECTOR_X_MEAN,TYPE_ROTATION_VECTOR_X_VARIANCE,TYPE_ROTATION_VECTOR_X_RANGE,TYPE_ROTATION_VECTOR_Y_MEAN,TYPE_ROTATION_VECTOR_Y_VARIANCE,TYPE_ROTATION_VECTOR_Y_RANGE,TYPE_ROTATION_VECTOR_Z_MEAN,TYPE_ROTATION_VECTOR_Z_VARIANCE,TYPE_ROTATION_VECTOR_Z_RANGE,TYPE_ROTATION_VECTOR_scalarComponent_MEAN,TYPE_ROTATION_VECTOR_scalarComponent_VARIANCE,TYPE_ROTATION_VECTOR_scalarComponent_RANGE,TYPE_ROTATION_VECTOR_headingAccuracy_MEAN,TYPE_ROTATION_VECTOR_headingAccuracy_VARIANCE,TYPE_ROTATION_VECTOR_headingAccuracy_RANGE,TYPE_ORIENTATION_X_MEAN,TYPE_ORIENTATION_X_VARIANCE,TYPE_ORIENTATION_X_RANGE,TYPE_ORIENTATION_Y_MEAN,TYPE_ORIENTATION_Y_VARIANCE,TYPE_ORIENTATION_Y_RANGE,TYPE_ORIENTATION_Z_MEAN,TYPE_ORIENTATION_Z_VARIANCE,TYPE_ORIENTATION_Z_RANGE,TYPE_MAGNETIC_FIELD_X_MEAN,TYPE_MAGNETIC_FIELD_X_VARIANCE,TYPE_MAGNETIC_FIELD_X_RANGE,TYPE_MAGNETIC_FIELD_Y_MEAN,TYPE_MAGNETIC_FIELD_Y_VARIANCE,TYPE_MAGNETIC_FIELD_Y_RANGE,TYPE_MAGNETIC_FIELD_Z_MEAN,TYPE_MAGNETIC_FIELD_Z_VARIANCE,TYPE_MAGNETIC_FIELD_Z_RANGE
1.420621667275E9,walking,-0.35531921370000014,1.8442886357355148,6.3912964,9.771970824,8.958817663373344,14.0037238,-0.07334167399999997,1.4772404076806427,8.3598633,0.44208374276400003,0.9620632209622382,3.7533569,0.25481567560199997,0.6033775788952247,4.5384215999999995,-0.26003418058,0.2683927820229316,2.06359862,0.13941764329200018,0.4383110988225539,2.19274655,9.627339850000004,0.05427225031225763,0.9009699999999992,0.14685363460000045,3.0214075604244823,5.7422619,-0.5171601501000003,2.952071528268078,7.3639755,0.3201982900599999,7.0686235324281546,13.1289394,-0.1682876719599998,3.3424381422805896,7.6078641000000005,0.3767555923999999,0.005244467406060295,0.26469043000000003,-0.5871637724,6.805049900656183E-4,0.642793,-0.5935581680000002,0.002790429624455498,0.64325935,0.3882717748,0.0017209795609589111,0.12607040999999997,0.17453292,0.0,0.0,113.74775193999999,18.945766119902583,18.393249999999995,-89.21284148,107.61184758655212,113.43047,0.8124497609600012,15.024748759904213,12.8455977,-22.98959354,4.080447800808254,26.171875,-40.49978637999999,2.072826872848239,42.5354,7.812194823999999,35.004774584795975,19.5663453
1.420621668036E9,walking,-0.5515570053799999,3.346815106126563,9.916626,9.387302870000001,17.372538099251727,17.3386235,-1.3590277224600005,12.297315718213955,19.726135,-0.25554504480000007,1.4136318524133635,4.6965027,-0.15155944740000005,1.609364604027655,6.5785217,0.04061889563999993,0.5838163761239025,3.114624,-0.7067103225399998,0.6694138126932718,2.5673093000000002,9.377138269999998,0.11125435653941024,0.9089069999999992,-1.6808492162000002,4.234608978471087,5.7105471,0.3195167814999999,4.322138302269704,10.6131867,0.01876330924000003,16.341714387891287,17.273456000000003,0.2285709313800002,10.622181082586827,19.337289,0.47491704379999966,0.01190269989315725,0.31921752000000003,-0.5898417896,5.870177940546894E-4,0.642793,-0.5310749874000001,0.006015741384530719,0.64561343,0.3536285149999999,0.001338105489960491,0.11653036,0.17453292,0.0,0.0,106.13660646000002,101.20804087690396,28.83865999999999,-100.15614110000003,152.6777381627157,113.735115,-4.14214685508,22.98040963316423,15.050852,-20.35000614,5.322989511085959,26.341248,-39.32809435999998,3.370403940807785,43.21289,13.649047781999995,38.39497912028707,19.068908699999998
1.420621668796E9,walking,-0.25282043873359994,5.440973398850003,10.1975096,9.797654997999999,24.111768486865415,18.4806061,-1.0277276726400002,13.548364135138925,16.598328,0.19934386820000013,2.2358083228905197,5.7859803,-0.092086794,1.469341944549606,4.8524475,-0.05754089300000003,0.6971567533563422,3.3987427,-0.5648397581400001,0.6886868418390979,2.5995097,9.334293130000002,0.1456946633948552,1.043766999999999,-1.6348996642,5.338494910006366,6.0658262999999994,0.3914960624000001,6.893792497712988,11.1291317,0.48417865204000016,22.841938250914186,18.1141387,0.6346542371799999,11.892640041752166,15.473016600000001,0.4432885217999999,0.0097912158082369,0.28558662,-0.6133443960000001,0.001086970816933094,0.657196,-0.5429605262,0.006165223345704507,0.64561343,0.33596868360000015,0.0029799059681684674,0.16342972,0.17453292,0.0,0.0,111.14676498,57.215356833672566,22.38324,-99.92913009999997,193.1165213180602,115.9681,-3.309938977879999,23.625693840975096,15.241593,-19.70214848,10.337759668164928,26.341248,-40.32382210000001,3.6844269448422966,44.737244,14.438415617999999,73.87365341031854,22.5509637
1.420621669556E9,walking,-0.25448669886800007,6.600569521234046,13.0039673,9.3493002222,23.651833342484675,20.115921,-0.3078558346399998,9.322004141228522,14.6987916,-0.037756355400000025,2.5465700846432995,5.8810424,-0.043658450800000095,1.6708119183810197,6.7878723,0.00759277159999996,0.7911878720282023,3.4777832,-0.4281441745200001,0.8326223965518966,2.9186626,9.383716640000001,0.16967004360574517,1.100351999999999,-1.4521298709999997,4.940831644938314,5.968224500000001,0.22644527900000003,8.500934060704749,14.5003165,-0.34131650779999995,19.547678900598104,16.3028654,1.1085752480999997,9.467454194671767,14.0204776,0.418323269,0.011635687000497108,0.3239246,-0.6221488014000002,5.832187786640534E-4,0.6603206,-0.5571121704,0.006476781842886311,0.6559717,0.3275984919999999,0.001959174396275469,0.14003875,0.17453292,0.0,0.0,114.51358964,74.93026470613572,27.693479999999994,-98.82795818000001,179.93626848762509,116.300934,-2.50912803928,28.575723175223388,17.119347,-19.41921998,13.633895347707991,26.341248,-41.980102639999984,5.967359898581174,45.414734,14.527954156,65.94396328660994,22.55249
1.420621670316E9,walking,-0.557936400708,3.6144641877568056,8.674072299999999,8.908729238200003,21.543031882555468,20.115921,-1.1061847006239998,13.125533371855024,17.7528078,-0.2216644322,2.048810768680246,5.904541,0.010858149980000103,1.555117736164557,6.3488769000000005,0.08323668991999998,0.7786414772918183,3.5205078,-0.3562054820999996,1.0124359026600498,3.0476902,9.322021019999996,0.16584387780886684,1.1005914999999984,-1.6456417065999995,5.38834512639261,5.955464000000001,-0.3165395498400001,5.246353108854323,10.697125,-0.3870522530000003,20.323929689968722,19.693439,0.5991416130000002,10.87796560877075,16.5792435,0.42572432300000007,0.013722734799381228,0.3247929,-0.6234557788,5.283487667808155E-4,0.6603206,-0.5460561518,0.0070281876421021084,0.65298,0.33000839500000007,0.002168505193337397,0.14452385,0.17453292,0.0,0.0,113.30426091999998,88.04202924373078,26.814546000000007,-100.00505287999997,196.04887096997356,116.300934,-2.0876112242000007,34.753010484839216,17.88026,-18.692718580000005,11.45622065479124,25.318909,-41.71914675999999,3.788949705372879,45.07599,15.63220214999999,70.20232125710561,23.2147214
1.420621671077E9,walking,-0.19135926020000002,6.949582258127881,15.1034544,9.703297105800003,26.34672212320015,19.77790833,-0.92599060256,15.220525197321223,16.7078243,0.07601928020000007,2.4829756869263204,5.9184265,0.06095275672000005,1.3939835144102262,4.4796754,-0.09874878101399993,0.7319312129941281,3.2417297,-0.3823411622,0.8643838562457203,2.8432002,9.338150820000001,0.14677018974289546,1.0420610000000003,-1.7837921355999997,4.7452001819483804,5.8904250000000005,0.13621956906000007,8.69895422266489,16.1362724,0.5673878817999998,23.871182013403637,19.384149999999998,0.8838330678000001,13.430664461252475,15.215174,0.42662117759999973,0.011761065651904884,0.3207313,-0.6298873098,6.720235170384841E-4,0.6730467,-0.5431530990000001,0.006169041913364696,0.65298,0.3255257374,0.002065260530757779,0.14491549999999997,0.17453292,0.0,0.0,113.78799938,77.98016994114177,26.197356,-100.78451896,172.24777495985398,115.842285,-2.2383277017999994,29.658296351851007,16.670313999999998,-19.098602330000013,9.874874205897813,25.318909,-40.31378162000001,7.790690492584527,45.07599,16.033386196000002,66.45716842148941,23.0484004
1.420621671839E9,walking,-0.3905487089599998,5.366354182849875,12.289856,9.7857055497,24.966218490278074,20.48487854,-0.7400836152599999,13.18147234569169,16.096069,-0.004367060600000055,2.5742808932744636,5.8297729,0.07353515562000011,1.2982017714249525,5.6236268,-0.06012573000000011,0.8420821491149084,3.3261108,-0.22103240334,0.9306573461859603,3.0608974,9.423924130000001,0.12553151574685514,1.0339899999999993,-1.3439486403999998,4.561145510698567,5.8313803,-0.16521398746,6.9735926873834835,12.222039500000001,0.3307277469999999,23.09303113977476,20.150902,0.6312393062000003,11.396731844475031,15.143481999999999,0.4019628571999999,0.010847507016678158,0.31418005000000004,-0.6290436591999999,6.343769394415588E-4,0.6693195,-0.5610044813999999,0.005639982975035856,0.65308815,0.33031682319999994,0.0021584413331688754,0.14683456,0.17453292,0.0,0.0,116.04779982,62.693055753569,24.68674,-98.11971756000001,164.7761876250792,115.62718,-1.2936696412000004,31.945773207226544,17.956875,-20.094512990000002,10.941867008317072,25.318909,-40.42211903999999,5.366051267792124,43.551636,15.330383244,57.814806081391126,22.2198485
1.420621672597E9,walking,-0.1039520193199998,5.78589062792153,13.408630500000001,10.255400407700002,21.79240687727918,20.48487854,-1.14584168216,12.89875495788389,15.7770995,-0.14140624740000013,2.1280868007844203,5.682373,-0.12438659844000002,1.2846214431814469,4.2596435999999995,0.11064453285999998,0.6677640430234402,2.9223632999999998,-0.18255124984000015,0.9246653148165125,2.983998,9.40478767,0.14712357790456743,1.0335789999999996,-1.4635830854000005,4.586330484740111,5.697319,0.1399157849799998,7.81731546105946,13.545079000000001,0.6257648697999999,21.401597240911833,20.150902,0.3370176655339999,10.441076804685279,14.706468000000001,0.41200667939999996,0.011018902519829303,0.29772174,-0.6273466283999999,5.205646197862466E-4,0.6713733,-0.5515778145999999,0.005588200105685778,0.64184755,0.3368755862,0.0022228079238917346,0.15285127999999998,0.17453292,0.0,0.0,114.40163948000003,62.68105676258153,22.421329999999998,-98.85171301999999,166.41841259260502,115.62718,-1.0683987639999986,31.73329719088927,17.502119999999998,-20.728668139999996,13.301047922707347,27.365112,-40.625427139999985,5.74017216075792,44.3985,14.952392559999991,66.89684565171392,23.048400700000002
1.42062167336E9,walking,-0.08338561816000001,4.99203869221162,12.132751500000001,9.108906523799998,29.209326365223706,20.5039215,-1.14736509489,12.973637183286748,16.853027,0.022164920279999743,2.414316284095872,5.8447265,-0.008432001519999913,1.273107728423446,3.9007568,-0.023617556100000093,0.9268310955709171,3.5632324000000004,-0.3937439288600001,0.7919168562467018,2.851219,9.384758719999997,0.12793706410657288,0.9827930000000009,-1.8120322646,3.833409440584823,5.5945427,0.31575751792000006,5.837805143074105,11.7655086,-0.14968621659999995,30.110142209350002,20.274668,0.5419624958999998,11.64042418072912,15.525624700000002,0.42965462679999994,0.009709037746496051,0.29882028999999993,-0.6306967311999997,5.016482319240552E-4,0.6713733,-0.5417334294,0.0046920256420006565,0.64184755,0.32816684059999995,0.0018829570908491856,0.14798047999999997,0.17453292,0.0,0.0,113.44677627999998,61.380123330255344,23.724149999999995,-100.91724540000001,138.83201231177932,114.93883,-2.3064809667999993,27.16449129574269,16.717846,-19.651122990000008,12.36302619947026,27.365112,-41.45153818,3.6113382630740696,45.07599,15.363555955999995,55.056342127689874,23.048400700000002
1.420621674119E9,walking,-0.11152157807999999,5.547025786380364,13.5609745,9.5861471476,25.822018934637498,19.73506165,-1.0722406052899998,11.021879994396949,16.703064,0.11457825240000019,1.914885087132089,5.3245544,0.19591980190000005,1.057195956897498,4.1015625,-0.11746215303999995,0.7683250482778831,3.2182312,-0.16185782930000017,1.1381257061083836,3.1250980999999998,9.399012649999998,0.12609277572431882,0.9918050000000012,-1.4420230916,4.5759042207170495,5.6418026,0.07669949180000005,6.738482081628884,14.182549999999999,0.4749387426999999,24.096471238437818,19.354086,-0.005548769399999914,6.359479739497087,11.9343877,0.4131628056,0.01297953961417677,0.32706258,-0.6241954271999999,4.891137301580857E-4,0.66302365,-0.5509359332,0.005522423932459794,0.6412642,0.33966651320000013,0.0022056762560652304,0.14797323999999995,0.17453292,0.0,0.0,113.88662004000001,80.42719600504843,26.308565,-98.71430206,165.66857538895908,114.95364,-0.9464828952000005,39.09092937252572,18.337773,-19.975006,18.136751248324696,27.705383,-41.51589973999999,3.3485282372734995,45.07599,13.098449676,58.424759046189735,21.391296599999997
