@relation testRelation-weka.filters.unsupervised.attribute.Remove-Rfirst-weka.filters.unsupervised.attribute.Remove-V-Rfirst-7

@attribute label {walking,standing,sit_down_chair_1,sitting_chair_1,stand_up_chair_1}
@attribute TYPE_ACCELEROMETER_X numeric
@attribute TYPE_ACCELEROMETER_Y numeric
@attribute TYPE_ACCELEROMETER_Z numeric
@attribute TYPE_GYROSCOPE_X numeric
@attribute TYPE_GYROSCOPE_Y numeric
@attribute TYPE_GYROSCOPE_Z numeric

@data
walking,-0.561935,8.172409,-0.117569,-0.575317,-0.542084,0.476196
walking,-0.857101,9.662521,-0.474625,-0.734467,-0.235535,0.770996
walking,-0.742844,9.350693,-0.512711,-1.023926,-0.538879,0.828674
walking,-0.219162,8.529465,-1.167313,-0.944885,-0.565582,0.944031
walking,-0.878525,10.576584,-1.493424,-0.812439,-0.631805,1.016663
walking,-3.592148,12.276169,0.458481,-0.535797,-0.710846,0.584076
walking,-3.292221,11.911972,1.67247,-0.535797,-0.710846,0.584076
walking,-2.292465,12.407089,0.282333,-0.483459,-0.423523,0.171783
walking,-1.080856,14.132858,-0.553177,-0.492004,-0.075317,-0.048248
walking,-1.078476,13.44017,0.172836,-0.349945,-0.111633,-0.217011
walking,-2.140122,13.037888,1.54155,0.144592,-0.130859,-0.382568
walking,-1.42363,11.876267,1.320175,0.729919,0.126556,-0.516083
walking,-0.000168,11.035996,2.515122,1.245819,0.360474,-0.803406
walking,0.787735,11.850082,2.429428,1.692291,0.796265,-1.150543
walking,2.018387,12.521347,1.962875,2.27121,1.457428,-1.318237
walking,2.473038,14.773178,0.444199,3.171631,1.166901,-1.304352
walking,2.146927,16.39183,-3.304886,3.037048,0.281433,-1.380188
walking,6.138809,17.401108,1.429672,1.940094,-0.778137,-0.8974
walking,4.096451,13.94957,-0.979263,2.733704,-1.809937,-0.305664
walking,4.151199,15.277817,7.05925,2.733704,-1.809937,-0.305664
walking,-3.044663,11.650131,-2.078995,1.945435,0.616821,-0.983917
walking,-4.058701,6.18956,-0.865006,2.468811,1.633667,-1.73053
walking,-1.445053,4.066269,-0.103287,1.982819,1.067566,-1.626923
walking,-0.797592,2.564255,0.977402,1.498962,1.081451,-1.206085
walking,0.56398,3.364059,-0.453201,1.286408,1.321777,-0.743591
walking,0.62825,1.985825,2.346115,0.970245,1.572784,-0.6026
walking,1.937454,1.495468,-0.350845,0.775848,1.796021,-0.473358
walking,1.732742,1.019394,-0.972122,0.578247,1.873993,-0.227692
walking,1.618485,1.102707,-2.36702,0.141388,1.731934,-0.021545
walking,0.18074,1.040817,-3.664322,-0.459961,1.4617,0.203827
walking,-1.316513,3.254562,-5.442459,-1.099762,0.97464,0.281799
walking,-4.018234,12.011948,-5.851883,-1.745972,0.310272,0.312775
walking,-3.108933,19.5,-6.377945,-1.555847,-0.129791,0.272186
walking,-1.442673,19.5,-6.427933,-0.509094,-0.212036,0.171783
walking,-1.097519,14.023361,-8.260818,0.833527,0.112671,-0.323822
walking,-1.516464,7.241684,-9.539078,1.375061,1.273712,-0.945465
walking,1.26619,5.451645,-8.265579,1.000153,1.361298,-0.811951
walking,-0.300095,9.224533,-8.058487,0.623108,-0.159698,-0.227692
walking,-0.769028,14.796982,-4.894974,0.506683,-0.064636,0.185669
walking,0.447342,14.387558,-4.899735,0.302673,-1.085754,0.218781
walking,4.241653,3.375961,0.246628,0.363556,-1.54718,0.246552
walking,2.958633,4.756577,-2.378922,-0.657562,-2.217957,0.160034
walking,0.216446,7.02507,-3.295364,-0.931,-1.104981,0.591553
walking,-2.154404,12.214279,6.640305,-1.898712,-1.789642,0.732544
walking,-3.999191,12.164291,6.428452,-2.614349,-2.978455,0.797699
walking,-3.556442,10.212387,1.486801,-2.213806,-2.195526,1.035889
walking,-1.828293,9.938644,-0.012833,-1.905121,-1.292969,1.392639
walking,1.642288,11.612045,1.503464,-1.874146,-1.703125,1.668213
walking,1.297134,9.167404,0.410873,-1.857056,-0.884949,1.552856
walking,0.359268,7.501144,0.289475,-1.765198,0.23764,0.51358
walking,0.913895,6.372849,2.165207,-1.765198,0.23764,0.51358
walking,0.444962,7.517807,0.096664,-1.54837,0.298523,0.387543
walking,0.225967,8.781784,-2.359879,-1.305908,-0.066772,0.387543
walking,-0.392929,8.293808,0.306137,-1.281342,-1.111389,0.36618
walking,-0.457199,7.398789,-0.479385,-1.098694,-1.04303,0.158966
walking,-0.91423,8.379501,0.806015,-0.972656,-0.847565,0.589417
walking,-1.366501,8.719894,-0.131851,-0.969452,-0.769592,0.807312
walking,-1.299851,8.912704,-1.141129,-0.822052,-0.620056,0.986755
walking,-0.402451,8.898422,-1.319656,-0.971588,-0.593353,1.060455
walking,-1.16655,11.076462,-1.169693,-0.773987,-0.516449,1.022003
walking,-3.875412,12.000046,1.09642,-0.632996,-0.702301,0.86499
walking,-4.006332,11.712021,1.753403,-0.407623,-0.800568,0.546692
walking,-2.89946,12.761765,1.253525,-0.357422,-0.404297,0.150421
walking,-1.659287,14.46135,0.106186,-0.383057,0.224823,-0.09845
walking,-1.673569,14.044785,-0.146133,-0.371307,0.491852,-0.386841
walking,-2.856613,13.518723,1.648666,0.08371,0.548462,-0.612213
walking,-2.240097,12.016708,2.284226,0.792938,0.772766,-0.754272
walking,-1.011826,10.93364,3.686264,1.465851,0.842194,-1.049072
walking,1.539932,12.73082,4.062363,2.730499,1.966919,-1.546814
walking,2.796768,14.604172,1.22496,2.730499,1.966919,-1.546814
walking,3.103836,16.215683,-1.438675,3.266693,0.765289,-1.516907
walking,4.408279,16.929794,-2.381302,2.77002,-0.347687,-1.585266
walking,8.459671,16.25615,2.020004,1.894165,-0.591217,-0.571625
walking,3.239517,12.906967,3.776718,2.56601,-1.239563,-0.531036
walking,-2.83757,13.225937,2.334213,2.536102,0.178894,-0.439178
walking,-4.544296,8.43187,-6.125626,2.517944,3.809418,-1.80957
walking,-1.983017,3.859177,0.975021,2.308594,0.176758,-1.736939
walking,-1.299851,3.656845,-1.236343,1.678406,0.785584,-1.310761
walking,-0.435776,3.080795,1.398727,1.338745,1.236328,-0.8974
walking,0.861527,1.693039,1.055954,1.034332,1.598419,-0.664551
walking,1.07814,-0.427872,-0.44606,0.770508,1.67746,-0.500061
walking,2.061234,0.778976,-1.66481,0.146729,1.691345,-0.070679
walking,2.030289,-0.615921,-1.552933,0.146729,1.691345,-0.070679
walking,1.539932,-0.458817,-2.612198,-0.433258,1.475586,0.186737
walking,0.006973,2.609482,-4.93782,-1.017517,1.116699,0.381134
walking,-2.809006,10.309982,-6.330338,-1.685089,0.595459,0.404633
walking,-3.858749,19.5,-5.435318,-1.947846,0.109467,0.396088
walking,-0.688095,19.5,-6.563614,-1.008972,-0.496155,0.409973
walking,-0.730942,11.988144,-9.955643,1.111237,0.203461,-0.418884
walking,-1.054672,6.099106,-12.907303,1.537415,1.204285,-1.268036
walking,0.030777,4.699448,-6.999222,0.84314,1.062225,-1.069367
walking,-0.514328,8.124802,-4.692642,0.422302,-0.934082,-0.323822
walking,-2.078232,11.852463,-5.0616,0.532318,-0.027252,0.281799
walking,1.173355,14.749374,-3.450089,0.331512,-0.734345,0.353363
walking,4.129776,7.315476,0.510849,0.217224,-1.866547,0.341614
walking,2.80629,5.249313,-3.492935,-0.304016,-2.008606,0.328796
walking,-0.031113,6.646591,-2.976395,-0.778259,-0.902039,0.610779
walking,-1.659287,10.690842,4.36467,-1.892304,-1.52475,0.790222
walking,-3.968247,9.555405,4.845505,-2.617554,-2.539459,0.983551
walking,-3.437424,11.45256,4.486069,-2.567352,-2.50528,1.25058
walking,-2.121079,12.09288,-0.003311,-2.050384,-1.93811,1.55072
walking,0.494949,11.890549,0.346603,-1.709656,-1.395508,1.710938
walking,1.01149,8.400925,-0.286575,-1.862396,-0.716187,1.497315
walking,0.999588,6.522812,0.294235,-1.896576,0.209869,0.782745
walking,1.758926,6.05864,2.298508,-1.931824,0.329498,0.483673
walking,0.652054,7.717758,1.67247,-1.640228,0.263275,0.462311
walking,-0.535751,8.993637,-2.390823,-1.246094,0.210938,0.460175
walking,-0.416733,8.43425,-0.741226,-1.221527,-0.563446,0.438812
walking,-0.445297,7.66539,-0.329422,-1.261047,-1.057983,0.295685
walking,-0.447678,8.160507,1.234482,-0.984406,-0.6521,0.569122
walking,-0.659531,9.193588,0.046677,-0.881866,-0.641418,0.858582
walking,-0.792831,9.705368,-0.788834,-0.986542,-0.67453,0.991028
walking,-0.438156,10.069565,-1.079239,-1.199097,-0.466248,1.025208
walking,-1.076096,11.481125,-0.669815,-0.753693,-0.554901,0.977142
walking,-3.968247,12.114304,0.598923,-0.498413,-0.644623,0.903442
walking,-3.354111,11.521591,1.279709,-0.280518,-0.644623,0.590485
walking,-1.997299,12.309494,0.760788,-0.329651,-0.445953,0.075653
walking,-1.714035,14.380417,-0.427017,-0.45462,-0.014435,-0.136902
walking,-0.961838,13.940048,-0.541275,-0.308289,0.089172,-0.238373
walking,-1.842575,13.516342,1.134506,0.082642,0.11908,-0.361206
walking,-2.163925,11.445419,2.1176,0.709625,0.24939,-0.423157
walking,-1.409348,11.266892,3.333969,1.360107,0.434174,-0.674164
walking,0.837723,11.702499,3.360153,1.783081,1.040863,-1.160156
walking,2.09932,12.683212,1.984299,2.506195,1.634735,-1.575653
walking,1.968399,13.828171,0.289475,3.286987,1.476654,-1.520111
walking,0.892471,16.213303,-4.109451,3.107544,0.498261,-1.607697
walking,10.423477,19.5,2.981674,2.213532,-0.442749,-1.040527
walking,3.975052,13.511581,0.184738,2.030884,-1.126343,-0.469086
walking,3.358536,13.30925,6.830734,2.886444,-0.873199,-0.612213
walking,-3.999191,11.597763,-6.520767,1.787354,1.882538,-0.991394
walking,-4.008713,5.332626,3.412521,2.312866,1.534332,-1.732666
walking,-1.980637,3.606857,0.294235,1.569458,0.891327,-1.160156
walking,-0.683334,3.283127,0.496567,1.569458,0.891327,-1.160156
walking,0.730606,2.200058,1.251144,1.187073,1.417908,-0.902741
walking,1.78273,0.407639,0.553696,0.893341,1.661438,-0.778839
walking,1.52565,-0.277908,-0.37941,0.667969,1.942352,-0.570557
walking,1.892227,0.041061,-1.583878,0.242859,1.961578,-0.30246
walking,0.840103,-0.154129,-2.017105,-0.263428,1.876129,-0.001251
walking,-0.154892,2.478561,-4.066605,-0.824188,1.496948,0.274323
walking,-1.635483,8.319992,-7.449112,-1.36145,0.909485,0.342682
walking,-4.679977,19.262558,-8.755936,-1.789764,0.269684,0.217712
walking,-1.830673,19.5,-6.558853,-1.303772,-0.367981,0.183533
walking,-0.404831,18.065231,-6.389847,0.237518,-0.121246,-0.178558
walking,-1.559311,9.683945,-9.87709,1.227661,0.794128,-1.056549
walking,-1.064194,7.436874,-9.546219,0.960632,1.668915,-1.145203
walking,-0.433395,6.668015,-6.032791,0.603882,0.152191,-0.795929
walking,-1.421249,12.249985,-5.947098,0.537659,-0.473724,-0.049316
walking,0.997208,15.520615,-3.188248,0.714966,-0.718323,0.409973
walking,3.622757,3.790146,-1.295853,0.599609,-1.202179,0.518921
walking,4.260696,4.270981,-2.778824,-0.286926,-2.190186,0.325592
walking,-0.426254,6.70372,-4.737869,-0.812439,-0.955444,0.595825
walking,-2.506699,12.138107,5.121628,-1.756653,-1.351715,0.636414
walking,-4.042038,12.333298,6.009506,-2.631439,-2.518097,0.665253
walking,-2.701889,10.131454,2.079514,-2.267212,-2.342926,0.866058
walking,-1.728317,10.305222,0.610825,-1.912598,-1.741577,1.276215
walking,0.444962,11.378769,-0.215164,-1.863464,-1.536499,1.509064
walking,0.752029,8.912704,0.115707,-2.026886,-0.366913,1.177948
walking,0.951981,7.870102,1.067856,-2.026886,-0.366913,1.177948
walking,1.123367,6.51091,2.112839,-1.919006,0.143646,0.858582
walking,1.297134,7.996262,2.103317,-1.862396,0.146851,0.585144
walking,0.135513,9.13884,-1.586258,-1.555847,0.10733,0.691956
walking,0.335464,8.988876,-1.66243,-1.324066,-0.234467,0.478333
walking,-0.066818,6.748947,-0.048538,-0.864777,-1.007782,0.369385
walking,0.018875,7.808212,0.596542,-0.526184,-0.951172,0.523193
walking,-0.797592,8.631821,-0.108047,-0.971588,-0.722595,0.892761
walking,-1.530747,9.724411,-1.27919,-1.175598,-0.411774,1.069
walking,-0.985642,9.71965,-0.181839,-1.142487,-0.717255,1.052979
walking,-0.26915,9.993393,-0.800736,-0.893616,-0.710846,0.910919
walking,-3.22081,11.612045,0.094284,-0.605225,-0.609375,0.888489
walking,-4.301498,11.845322,1.117844,-0.448212,-0.554901,0.714386
walking,-2.649521,11.623947,0.7108,-0.28479,-0.606171,0.28714
walking,-2.011581,13.582993,0.080002,-0.339264,-0.126587,-0.057861
walking,-1.033249,13.868637,-0.89357,-0.247406,0.10199,-0.241577
walking,-1.68309,13.433029,0.4561,-0.125641,0.284637,-0.482971
walking,-2.689987,12.518967,1.539169,0.412689,0.513214,-0.548126
walking,-1.590256,11.921494,2.338974,1.192413,0.584778,-0.694458
walking,0.911514,12.016708,3.614853,1.679474,0.829376,-1.150543
walking,1.894608,13.323532,3.131638,2.949463,1.324982,-1.474182
walking,2.446854,14.46135,1.22258,2.949463,1.324982,-1.474182
walking,2.377823,16.291855,-3.145401,3.198334,0.704407,-1.585266
walking,5.984085,18.277084,-0.12233,2.555328,-0.046478,-1.536133
walking,4.946243,14.618454,1.229721,1.643158,-0.892426,-0.64212
walking,2.920548,13.575851,3.369675,2.823425,-1.17868,-0.704071
walking,-0.938034,12.985519,-1.621964,2.155853,0.749268,-0.773499
walking,-3.6707,8.072433,-3.159683,2.041565,3.10553,-1.817047
walking,-2.025864,3.171249,4.447983,1.898438,-0.017639,-1.774323
walking,-1.461716,2.511887,-0.550797,1.566254,0.783447,-1.224243
walking,-0.547653,1.992966,1.296372,1.380402,1.094269,-0.811951
walking,1.028153,0.790878,0.998825,1.020447,1.541809,-0.570557
walking,1.773209,-0.106522,-0.679337,0.754486,1.861176,-0.440247
walking,2.280228,0.026779,-0.76503,0.484253,1.96051,-0.17749
walking,2.218338,-0.984879,-1.864761,-0.042328,1.957306,0.059631
walking,1.601822,0.662338,-3.538162,-0.588135,1.784271,0.346954
walking,-0.33342,6.789414,-6.368424,-1.175598,1.095337,0.518921
walking,-6.305771,19.5,-9.479569,-1.829285,0.605072,0.468719
walking,-1.830673,19.5,-5.123489,-1.57721,-0.366913,0.266846
walking,0.992447,17.313034,-8.406021,0.216156,-0.365845,-0.1604
walking,-1.133225,8.88176,-10.086563,1.29068,0.044312,-1.024506
walking,-1.894943,6.967941,-8.724991,0.743805,1.208557,-1.073639
walking,-0.131088,7.882004,-5.799515,0.387054,-0.029388,-0.69339
walking,-1.880661,12.02623,-6.258926,0.422302,-0.405365,-0.165741
walking,-1.157028,15.577744,-1.53627,0.330444,-1.78537,0.080994
walking,2.399246,7.02507,-1.062576,0.330444,-1.78537,0.080994
walking,4.179764,4.228134,-2.167069,-0.149139,-2.299133,0.093811
walking,0.24263,4.916061,-4.773575,-0.4888,-0.999237,0.411041
walking,-1.36174,10.086227,3.069748,-1.243958,-0.701233,0.752838
walking,-2.939926,11.421616,5.492966,-2.344116,-1.910339,1.083954
walking,-3.023239,11.857224,3.831467,-2.311005,-2.245728,1.25058
walking,-2.399582,11.814377,0.570358,-1.984161,-1.922089,1.338165
walking,0.380692,11.776291,0.470383,-1.805786,-1.561066,1.47168
walking,0.280716,9.093613,0.3228,-1.799377,-0.963989,1.394775
walking,0.763931,7.332138,1.696274,-1.796173,-0.293213,1.004913
walking,1.435196,6.956039,1.853378,-1.872009,0.536713,0.701569
walking,0.468765,7.908188,1.701035,-1.516327,0.777039,0.617188
walking,0.118851,8.510422,-1.493424,-1.268524,0.695862,0.58194
walking,0.061722,9.019821,-1.840958,-1.139282,0.093445,0.571259
walking,-0.395309,7.627304,0.308517,-1.080536,-0.638214,0.512512
walking,-0.504807,7.508286,-0.291336,-0.682129,-0.627533,0.450562
walking,-0.273911,8.105759,0.175217,-1.035675,-0.507904,0.980347
walking,-0.047775,8.648483,-0.5746,-1.035675,-0.507904,0.980347
walking,-0.043015,8.929367,-1.98378,-1.14035,-0.363709,1.057251
walking,0.037918,10.700363,-1.674332,-1.076263,-0.398956,1.107452
walking,-3.004196,12.440414,0.370407,-0.834869,-0.642487,1.001709
walking,-4.653793,12.178574,0.763168,-0.558228,-0.74823,0.76886
walking,-2.999435,11.804855,0.736984,-0.342468,-0.624329,0.305298
walking,-1.385544,13.095017,-0.050919,-0.364899,-0.172516,-0.084564
walking,-0.642868,14.33519,-1.264908,-0.364899,0.092377,-0.188171
walking,-1.625961,13.528244,0.039536,-0.280518,0.075287,-0.303528
walking,-1.952072,12.483261,1.41301,0.365692,-0.048615,-0.461609
walking,-1.699753,10.171921,2.208054,0.908295,0.314545,-0.576965
walking,-0.838059,10.521835,2.008102,1.29068,0.522827,-0.836517
walking,0.813919,11.726303,1.893845,1.597229,1.611237,-1.196472
walking,1.699417,13.654404,1.403488,2.677094,1.675324,-1.331055
walking,2.653946,14.639877,0.667954,3.338257,0.978912,-1.290466
walking,2.61586,16.958359,-2.859757,2.935577,0.521759,-1.450684
walking,7.10286,17.532028,1.232101,2.098175,-0.059296,-1.045868
walking,4.008377,14.049545,-0.886429,1.974274,-1.157318,-0.518219
walking,4.122635,14.494675,5.690537,2.88324,-1.676422,-0.586578
walking,-2.992294,11.654892,-5.656693,1.629273,1.176514,-1.122772
walking,-2.32103,5.892014,-0.76265,2.105652,1.763977,-1.870453
walking,-1.706894,2.078659,0.715561,1.495758,0.334839,-1.80423
walking,-0.854721,2.642807,-0.557938,1.243683,0.664887,-1.178314
walking,0.478287,2.157211,0.108566,0.702148,1.483063,-0.570557
walking,0.280716,-0.646866,1.217819,0.702148,1.483063,-0.570557
walking,1.558975,-0.266006,-1.041153,0.525909,1.835541,-0.352661
walking,1.604202,-1.003921,-1.645767,0.160614,1.640076,-0.079224
walking,1.744644,-0.856339,-2.17659,-0.396942,1.480927,0.218781
walking,0.875809,2.752304,-4.468887,-0.983337,1.124176,0.492218
walking,-1.609299,9.97197,-6.927811,-1.614594,0.5271,0.498627
walking,-5.029892,19.5,-8.091812,-1.91153,0.110535,0.335205
walking,-1.737839,19.5,-6.618362,-1.167053,-0.390411,0.257233
walking,-1.352219,13.978134,-7.058731,1.335541,0.762085,-1.270172
walking,-2.728073,6.082443,-8.972549,1.335541,0.762085,-1.270172
walking,-4.18248,2.842758,-7.568131,0.846344,1.727661,-1.069367
walking,-1.309372,6.370468,-6.47554,0.510956,-0.109497,-0.429565
walking,-1.471237,12.15477,-4.54982,0.237518,-0.201355,0.068176
walking,1.704178,19.5,0.994064,-0.065826,-1.214996,0.091675
walking,1.794632,6.718002,-4.076126,0.410553,-1.648651,0.210236
walking,3.739395,2.33812,-2.133743,0.412689,-1.740509,0.106628
walking,0.594925,3.080795,-5.982803,-0.589203,-0.80484,0.427063
walking,-0.723801,9.819626,4.129013,-2.50647,-2.065216,1.066864
walking,-2.630478,12.649887,7.880478,-2.50647,-2.065216,1.066864
walking,-2.742355,12.766525,3.195908,-1.657318,-1.493774,1.573151
walking,-1.80687,13.078354,-1.500565,-1.657318,-1.493774,1.573151
walking,1.149551,11.935776,-0.8293,-1.698975,-1.457459,1.69278
walking,0.597305,8.198593,0.320419,-1.868805,-1.221405,1.469544
walking,0.797256,6.972702,1.877182,-2.011932,-0.526062,0.939758
walking,0.125992,7.101242,2.072372,-1.982025,0.171417,0.824402
walking,0.333084,7.577316,1.491562,-1.569733,0.200256,0.765656
walking,-0.023972,7.879623,-1.898087,-1.229004,0.075287,0.654572
walking,0.659195,8.531845,-0.603165,-1.20871,-0.488678,0.531738
walking,0.056961,7.374985,-0.169937,-1.092285,-1.157318,0.484741
walking,-0.216782,8.001022,-0.010452,-0.910706,-0.402161,0.828674
walking,-0.59288,8.488998,-0.031876,-0.910706,-0.402161,0.828674
walking,-0.892807,9.145981,-1.241104,-0.93634,-0.498291,0.992096
walking,-1.23558,9.274521,-1.562454,-1.042084,-0.533539,1.017731
walking,-1.004684,10.445663,-1.569595,-0.816711,-0.588013,0.988892
walking,-3.258896,11.081223,1.194016,-0.463165,-0.555969,0.728272
walking,-4.18486,11.569199,1.270187,-0.463165,-0.555969,0.728272
walking,-2.397202,11.678696,1.198776,-0.346741,-0.405365,0.355499
walking,-0.823776,14.201889,0.141891,-0.343536,0.098785,0.055359
walking,-0.350082,14.618454,-1.481522,-0.277313,0.38504,-0.13797
walking,-0.747604,13.63298,1.09404,-0.167297,0.285706,-0.614349
walking,-1.994919,12.15477,1.643906,0.544067,0.297455,-0.692322
walking,-1.564072,11.647751,2.769821,1.127258,0.699066,-0.834381
walking,0.045059,12.442795,3.286362,1.604706,1.080383,-1.164429
walking,1.235245,14.280441,3.386337,2.365204,1.851563,-1.348145
walking,2.594437,15.058823,1.132126,3.312622,1.505493,-1.324646
walking,2.956253,16.477524,-3.819046,3.263489,0.531372,-1.538269
walking,8.116898,17.308273,-0.717423,2.295776,-0.202423,-1.291534
walking,4.067886,13.811508,0.039536,1.350494,-1.635834,-0.915558
walking,4.641556,13.204514,4.507492,1.74997,1.41684,-1.054413
walking,-2.042526,10.181442,-2.850235,1.74997,1.41684,-1.054413
walking,-2.421005,8.546127,-2.505081,1.890961,2.146362,-1.597015
walking,-2.935165,3.992477,0.434677,1.608978,-0.125519,-1.748688
walking,-0.373886,3.214096,-0.065201,1.501099,0.981049,-1.093933
walking,0.278336,2.423813,0.370407,1.270386,1.019501,-0.764954
walking,1.470902,2.111984,0.763168,0.892273,1.313232,-0.647461
walking,1.658951,0.721848,-0.353226,0.534454,1.486267,-0.576965
walking,1.537552,0.652817,-1.114945,0.152069,1.71698,-0.391113
