@relation testRelation-weka.filters.unsupervised.attribute.Remove-Rfirst-weka.filters.unsupervised.attribute.Remove-V-Rfirst-7

@attribute label {walking,standing,sit_down_chair_1,sitting_chair_1,stand_up_chair_1}
@attribute TYPE_ACCELEROMETER_X numeric
@attribute TYPE_ACCELEROMETER_Y numeric
@attribute TYPE_ACCELEROMETER_Z numeric
@attribute TYPE_GYROSCOPE_X numeric
@attribute TYPE_GYROSCOPE_Y numeric
@attribute TYPE_GYROSCOPE_Z numeric

@data
walking,-3.482651,9.960068,2.027145,-1.108398,-1.688599,1.222092
walking,-1.773544,8.679428,0.472763,-1.147919,-1.179108,1.626907
walking,-1.899704,8.379501,2.541306,-1.272888,-1.789002,2.157761
walking,-1.10228,9.995773,3.574387,-1.580505,-1.71637,2.507034
walking,-2.273422,10.847946,3.824326,-1.561279,-1.477112,2.423721
walking,-1.906845,10.041,1.089279,-1.130829,-1.244263,2.057358
walking,-0.899948,8.362839,-0.812637,-0.619202,-0.677094,1.584183
walking,-1.449814,7.289291,0.084763,-0.468597,-0.959076,1.097122
walking,-1.111801,7.253586,-0.517471,-0.557251,-1.105408,1.017014
walking,-2.506699,6.018173,-1.076859,-0.707855,-0.62796,0.98497
walking,-3.15416,5.984848,1.067856,-0.810394,-0.677094,0.89418
walking,-2.942307,7.720139,3.100693,-0.848846,-1.01355,0.733963
walking,-2.599533,9.52446,-0.881668,-0.547638,-0.61087,0.638901
walking,-1.640244,10.971725,-1.493424,-0.406647,-0.820221,0.649582
walking,-1.164169,11.662033,2.612717,-0.562592,-1.620239,0.663467
walking,-3.853989,10.588486,2.472275,-0.154572,-1.265625,0.805527
walking,-6.755661,9.726791,0.32756,0.118866,0.085541,0.726486
walking,-5.905869,11.51445,0.489426,-0.021057,0.028931,0.366531
walking,-4.37529,12.914108,0.770309,-0.094757,-0.884308,-0.036148
walking,-5.222702,14.061447,0.177597,0.103912,-0.629028,-0.169662
walking,-5.360764,14.46611,1.493942,0.518341,-0.669617,-0.121597
walking,-3.939682,12.376144,2.781723,0.990448,-0.468811,-0.387558
walking,-1.409348,9.626816,-1.260147,1.77124,-0.083221,-0.932297
walking,-0.338181,12.699875,-1.757645,2.342682,0.051361,-1.594528
walking,0.723465,15.013596,-2.954971,2.283936,0.02359,-2.1147
walking,0.697281,17.589157,2.353256,2.583008,-0.457062,-2.264237
walking,-1.249863,17.460617,1.215439,2.725067,-0.011658,-2.03566
walking,0.43544,13.873398,-1.643387,2.787018,0.253235,-1.394791
walking,1.658951,14.392319,-4.497452,1.637726,1.367279,-0.766739
walking,-2.804245,11.588242,-0.284195,0.439301,1.270081,-1.1801
walking,-1.666428,9.481613,3.112595,1.103668,-0.034088,-2.46077
walking,0.452103,7.232163,1.67247,1.086578,1.075684,-2.434067
walking,0.832962,5.625412,0.615585,1.024628,1.149384,-2.277054
walking,0.17598,4.632797,0.265671,0.683899,1.443115,-1.923508
walking,0.723465,2.559494,-0.072342,-0.126801,2.195068,-1.494125
walking,1.116226,1.578781,-0.543655,-0.126801,2.195068,-1.494125
walking,1.906509,1.319321,-1.322037,-1.063538,1.61615,-0.815872
walking,1.054337,-0.580215,0.713181,-1.063538,1.61615,-0.815872
walking,0.237869,-0.823013,-0.498428,-1.32309,1.137634,-0.23909
walking,-2.06395,1.476425,-1.869522,-1.54419,0.701843,0.403915
walking,-6.727097,10.900314,-0.769791,-1.785584,0.605713,1.076828
walking,-10.747543,19.5,-17.82515,-1.095581,1.87677,1.819168
walking,-12.951767,19.5,-8.786881,0.430756,2.715241,0.614334
walking,-4.284836,10.281418,-7.456253,0.345306,-0.052246,-1.184372
walking,0.909134,7.777268,-4.347488,0.396576,0.63562,-1.631912
walking,-2.009201,10.112412,-5.249649,0.349579,2.076508,-0.996384
walking,-6.396225,16.170456,-7.425308,0.275879,0.577942,-0.40892
walking,-6.712814,14.14476,8.46843,0.885773,-0.601257,-0.375809
walking,6.217362,6.163376,-1.15303,0.525818,-1.922516,-0.287155
walking,4.824844,3.468796,-6.768326,-0.011444,-1.527313,-0.092758
walking,2.749161,6.310959,8.968308,-0.818939,-0.329956,1.009537
walking,2.413528,14.65892,7.992355,-2.488403,-1.319031,2.026382
walking,-3.277939,16.082382,1.915268,-1.473694,-1.614899,1.952683
walking,-4.627609,12.047653,3.995712,-1.473694,-1.614899,1.952683
walking,-3.489792,9.648239,2.039047,-1.383972,-1.173767,1.764694
walking,-1.690231,9.017441,2.546066,-1.356201,-1.233582,2.274185
walking,0.937698,11.12645,3.59581,-1.291046,-0.535034,2.400223
walking,-1.218918,10.117172,0.627487,-1.291046,-0.535034,2.400223
walking,-1.468857,7.682053,-0.06282,-0.908661,-0.381226,1.740128
walking,-0.795212,7.308334,-1.510086,-0.649109,-0.380157,1.329971
walking,-0.019211,7.503525,-1.043533,-0.71106,-0.726227,1.086441
walking,-0.566696,6.541855,-1.424393,-1.05072,-0.476288,1.005264
walking,-1.495041,5.922958,0.222824,-1.052856,-0.221008,0.903793
walking,-2.789963,6.237167,2.538925,-0.933228,-0.508331,0.826889
walking,-2.889938,9.029343,0.418015,-0.783691,-0.295776,0.732895
walking,-2.168686,10.976486,-2.193253,-0.738831,-0.590576,0.605789
walking,-0.307236,12.140488,-0.031876,-0.778351,-1.360687,0.54277
walking,-1.785446,11.871506,3.279221,-0.54657,-1.518768,0.629288
walking,-5.179855,10.640854,2.253281,0.24704,-0.83197,0.85466
walking,-7.657822,10.381393,-1.879044,0.245972,0.784088,0.740372
walking,-5.929672,12.249985,1.505844,-0.149231,0.378204,0.239426
walking,-4.084885,13.830551,0.984543,-0.027466,-0.677094,-0.128006
walking,-3.289841,14.289963,1.067856,0.342102,-0.258392,-0.281815
walking,-2.682846,12.657028,2.234238,0.631561,0.177399,-0.493301
walking,-0.630966,11.238327,-1.445816,1.762695,0.351501,-1.075424
walking,0.990067,14.970749,-3.659561,2.308502,0.479675,-1.856216
walking,3.189529,18.200912,0.306137,2.251892,0.106903,-2.57399
walking,2.48732,19.5,1.658188,2.507172,0.259644,-2.543015
walking,0.823441,16.13475,1.060715,2.652435,0.666595,-2.099747
walking,1.930313,12.971237,0.19664,2.338409,0.260712,-1.348862
walking,1.811295,14.032883,-2.781204,1.3237,1.169678,-0.59584
walking,-0.835678,11.690598,1.389206,0.792847,0.950714,-1.336044
walking,1.389969,8.653244,4.024277,0.847321,-0.216736,-2.508835
walking,1.092423,5.734909,2.648422,0.992584,1.396118,-2.395615
walking,-0.107285,4.71611,1.163071,0.891113,1.515747,-2.203354
walking,1.582779,2.959396,-0.303238,0.683899,1.76889,-1.918167
walking,2.125504,1.043198,-0.484146,0.302582,2.161957,-1.609482
walking,1.061478,0.464767,0.110947,-0.170593,2.057282,-1.350998
walking,0.875809,-0.277908,-0.305618,-0.666199,1.667419,-0.965408
walking,0.909134,-0.980118,-0.041397,-1.017609,1.239105,-0.498642
walking,-0.173935,0.174362,-1.267288,-1.213074,0.575806,0.08989
walking,-3.323166,4.84465,-1.012588,-1.513214,0.324799,0.677353
walking,-5.641647,17.817673,-3.388199,-1.676636,0.93042,1.268021
walking,-14.32048,19.5,-19.05104,-0.263519,3.112579,1.610886
walking,-8.233871,15.358749,-8.741653,0.113525,1.339508,-0.564865
walking,-2.275803,8.391403,-6.030411,0.735168,-0.108856,-1.50267
walking,1.561356,6.520432,-4.257034,0.664673,1.092773,-1.437515
walking,-0.802353,12.004807,-6.097061,0.244904,0.894104,-0.732559
walking,-2.854233,19.326828,-5.323441,0.220337,-0.138763,-0.083145
walking,-6.29863,14.832687,10.384628,0.282288,-0.730499,-0.088486
walking,4.170242,1.614487,-1.262528,0.549316,-1.873383,-0.328812
walking,3.263321,1.38121,-1.388687,-0.39917,-1.963104,-0.18248
walking,4.084549,7.491623,8.475571,-1.663818,-0.41861,1.205002
walking,3.596573,15.142136,8.582687,-2.668915,-1.331848,2.505966
walking,-4.863266,17.872421,1.639145,-2.289734,-1.938538,2.468582
walking,-4.256271,11.676315,3.331589,-1.523895,-1.049866,1.685654
walking,-1.268906,9.036484,2.488937,-1.399994,-0.698456,1.774307
walking,1.063858,9.448288,1.562973,-1.330566,-0.661072,2.139603
walking,1.613724,11.093124,2.588913,-1.382904,-0.468811,2.153488
walking,0.068863,9.431625,0.0681,-1.194916,-0.562805,1.605545
walking,-0.795212,7.689194,-2.388443,-0.69931,-0.572418,1.288315
walking,-0.995163,7.263107,-0.119949,-0.75058,-0.653595,1.023422
walking,-0.742844,7.272629,-0.284195,-0.951386,-0.66214,0.997788
walking,-1.564072,6.113388,0.422775,-0.957794,-0.648254,0.789505
walking,-2.00444,6.344284,0.786972,-0.957794,-0.648254,0.789505
walking,-2.542404,8.298569,0.544174,-0.972748,-0.243439,0.730759
walking,-1.821152,9.852951,-1.198257,-0.969543,-0.509399,0.698715
walking,0.197403,10.964584,-0.19136,-0.901184,-1.077637,0.696579
walking,0.125992,11.409714,1.343979,-0.684357,-1.331848,0.689102
walking,-2.587631,10.893173,1.820053,-0.165253,-0.93985,0.749985
walking,-4.998947,9.91246,0.827438,0.015259,-0.130218,0.722214
walking,-5.386948,11.5811,0.165695,-0.018921,0.150696,0.317398
walking,-3.485031,12.971237,-1.379166,0.084686,-0.590576,-0.100235
walking,-3.323166,12.86174,0.729843,0.123138,-1.039185,-0.310654
walking,-3.66832,14.139999,2.63176,0.248108,-1.195129,-0.29036
walking,-1.990158,12.083359,-0.248489,1.154938,-0.485901,-0.353378
walking,-0.192978,11.13121,1.872421,2.044678,-0.573486,-0.746445
walking,1.132889,14.075729,-1.964737,2.636414,-0.282959,-1.437515
walking,3.606094,15.972885,-1.757645,2.161102,0.185944,-2.288803
walking,3.629898,17.489182,1.977158,2.12265,-0.035156,-2.233261
walking,1.994583,16.575119,1.203537,2.258301,0.069519,-2.172379
walking,0.311661,14.532761,-1.91951,2.212372,-0.019135,-2.031387
walking,0.804398,14.766037,-3.314407,1.277771,0.80545,-1.270889
walking,0.037918,12.497543,1.446335,0.618744,0.600372,-1.120285
walking,-0.069199,10.060043,2.062851,0.895386,1.050049,-2.184128
walking,1.797012,7.327377,2.881699,0.895386,1.050049,-2.184128
walking,1.777969,5.794418,1.377304,1.141052,0.858856,-2.086929
walking,-0.107285,3.909164,-0.167557,0.736237,1.211334,-2.073044
walking,1.616104,1.902512,0.39183,0.482025,1.809479,-1.621231
walking,1.104324,0.348129,0.567978,0.075073,1.963287,-1.317886
walking,0.604446,-1.080093,0.725082,-0.32547,2.008148,-0.985703
walking,0.747269,-1.084854,0.541794,-0.734558,1.898132,-0.484756
walking,0.006973,-0.101761,-1.041153,-1.465149,1.239105,0.563065
walking,-2.294846,3.202194,-2.890701,-1.465149,1.239105,0.563065
walking,-5.244125,13.597275,-6.02565,-1.778107,1.392914,0.890976
walking,-12.192429,19.5,-19.65982,-1.059265,2.683197,1.146256
walking,-10.164352,18.95073,-2.828812,-0.781555,0.595032,-0.596909
walking,-2.980393,10.48851,-4.116592,0.102844,-0.977234,-1.510147
walking,0.064102,5.573044,-5.342484,0.86441,1.24231,-1.552872
walking,-1.8759,4.442368,-4.223709,0.623016,2.276245,-1.062607
walking,-4.460983,11.374008,-5.928055,0.177612,0.706116,-0.383286
walking,-4.227707,15.032639,-2.738358,0.103912,0.051361,0.104843
walking,-3.758774,19.5,12.493637,0.129547,-2.488617,-0.220932
walking,4.513016,4.121018,-9.024918,0.129547,-2.488617,-0.220932
walking,7.457535,2.097702,-2.124222,0.235291,-1.640533,-0.181412
walking,5.88649,4.575668,9.330124,-1.539917,0.623871,0.983902
walking,4.001236,11.278793,5.740524,-2.32605,-0.763611,2.062698
walking,-2.718552,19.5,3.345871,-2.565308,-2.472595,2.568985
walking,-4.970383,13.149765,5.573898,-1.88385,-2.62854,1.765762
walking,-1.330795,10.210007,2.229477,-1.429901,-1.14386,1.676041
walking,0.149796,9.926743,2.76506,-1.228027,-0.460266,2.00502
walking,-0.350082,10.081467,2.400864,-1.438446,0.120789,1.899277
walking,-0.685715,9.693466,0.0681,-1.27182,0.11972,1.57991
walking,-0.997543,7.934372,-3.59053,-0.639496,-0.590576,1.305405
walking,-1.04277,7.367844,-0.167557,-0.730286,-1.002869,1.073624
walking,-0.419113,6.539475,0.875046,-0.815735,-0.70166,0.942246
walking,-1.578354,6.518051,0.889328,-0.84671,-0.168671,0.918747
walking,-1.68309,7.610642,-0.355606,-0.837097,-0.373749,0.839706
walking,-2.118698,8.053391,0.767929,-0.951386,-0.669617,0.619675
walking,-1.152268,9.193588,-0.919754,-0.817871,-0.57135,0.574814
walking,-0.054916,10.060043,0.506088,-0.562592,-1.168427,0.700851
walking,-0.116806,11.188339,1.313034,-0.562592,-1.168427,0.700851
walking,-2.125839,10.509933,1.624863,-0.175934,-0.762543,0.834366
walking,-3.763535,10.640854,0.603684,-0.090485,-0.331024,0.826889
walking,-4.070602,11.183579,-1.740982,-0.136414,-0.215668,0.527817
walking,-3.787338,12.592758,2.517502,-0.039215,-0.915283,0.031143
walking,-3.104172,13.661545,0.177597,0.34317,-1.175903,-0.328812
walking,-1.597397,13.3759,0.672714,0.823822,-1.038117,-0.431351
walking,-0.442917,12.754623,1.462997,1.172028,-0.850128,-0.835098
walking,0.711563,13.121201,-4.016617,2.03186,-0.590576,-1.321091
walking,2.375443,16.498947,2.200913,2.063904,-0.674957,-1.930985
walking,3.056229,15.339706,2.948349,2.050018,-0.609802,-1.773972
walking,2.394486,16.06572,-0.003311,2.215576,-0.1409,-1.812424
walking,2.223099,15.599167,-2.133743,1.88446,0.418793,-1.929916
walking,1.582779,14.435165,-1.945694,1.149597,0.292755,-1.244186
walking,0.221207,12.640366,-0.629349,1.149597,0.292755,-1.244186
walking,1.040054,11.947678,1.567734,1.034241,0.441223,-1.359543
walking,1.675613,9.886276,-0.834061,1.175232,0.905853,-1.719498
walking,1.116226,7.555893,2.077133,1.020355,0.528809,-1.841263
walking,0.425919,5.232651,2.836472,0.891113,0.468994,-2.145676
walking,0.444962,4.290024,-0.05806,0.769348,1.106659,-1.901077
walking,1.287613,2.059616,-0.248489,0.521545,1.584106,-1.53685
walking,1.106705,1.869186,0.4561,0.095367,1.65033,-1.279434
walking,0.228348,0.429062,0.213303,-0.792236,1.858612,-0.767807
walking,0.661575,-0.499283,-0.091385,-0.792236,1.858612,-0.767807
walking,-0.054916,-0.044632,-0.89357,-1.093445,1.552063,-0.306381
walking,-2.178207,3.392624,-0.405594,-1.445923,0.961395,0.227676
walking,-4.463364,12.54039,-2.378922,-1.498261,1.014801,0.770279
walking,-10.176254,19.5,-14.699722,-0.51239,2.482391,1.069351
walking,-9.207443,19.300644,-7.4991,-0.019989,2.020966,-0.177139
walking,-3.337448,11.623947,-10.598343,0.664673,0.645233,-1.21962
walking,0.828201,7.641586,-6.144669,0.664673,0.645233,-1.21962
walking,0.904373,8.43663,-4.283218,0.258789,1.455933,-0.991043
walking,-1.825913,11.071701,-5.437698,0.147705,0.832153,-0.495438
walking,-3.361252,12.502304,-4.792618,0.34317,-0.188965,-0.053238
walking,-3.273178,18.005722,6.307053,0.171204,-0.903534,0.13475
walking,4.191666,7.260727,-2.502701,-0.134277,-2.31131,-0.006241
walking,4.98671,3.737778,-4.107071,-0.134277,-2.31131,-0.006241
walking,3.225235,4.782761,7.385361,-1.110535,-1.025299,0.725418
walking,3.189529,12.014328,7.963791,-2.633667,-1.292328,1.732651
walking,-3.235092,17.900986,5.471542,-2.538605,-3.081421,2.212235
walking,-2.866135,11.571579,3.198288,-1.508942,-2.046417,1.528641
walking,-1.316513,9.414963,2.493698,-1.397858,-1.202606,1.551071
walking,0.173599,9.945786,3.507736,-1.442719,-1.639465,2.033859
walking,0.375931,11.57634,3.27208,-1.615753,-0.984711,2.072311
walking,-0.319138,9.979111,0.358505,-1.381836,-0.183624,1.730515
walking,-0.502426,8.641342,-0.329422,-0.836029,-0.663208,1.50621
walking,-0.490524,7.524948,0.094284,-0.422668,-0.958008,1.105667
walking,-0.381027,7.294052,-0.824539,-0.422668,-0.958008,1.105667
walking,-1.157028,7.508286,-1.521988,-0.732422,-0.822357,1.034103
walking,-2.473373,7.029831,1.701035,-0.928955,-0.912079,0.943314
walking,-2.725693,7.294052,1.420151,-0.884094,-0.557465,0.744644
walking,-2.797104,8.774643,-0.750748,-0.993042,-0.391907,0.606857
walking,-2.380539,9.403061,-0.907852,-0.944977,-0.964417,0.679489
walking,-1.049912,10.536118,1.786728,-0.875549,-1.544403,0.717941
walking,-2.285324,12.09288,1.539169,-0.383148,-1.044525,0.728622
walking,-3.256516,11.035996,0.156174,0.036621,-0.150513,0.842911
walking,-3.737351,11.121689,0.563217,-0.109711,0.032135,0.694443
walking,-3.113693,11.966721,-0.655533,0.056915,-0.459198,0.268265
walking,-2.725693,12.369003,-1.14827,0.392303,-0.453857,-0.10878
walking,-3.111313,13.44017,1.110703,0.350647,-0.650391,-0.238022
walking,-2.135361,12.492783,1.16069,0.726624,-0.664276,-0.434555
walking,-0.102524,10.186203,0.534653,1.809692,-0.493378,-0.815872
walking,2.027908,13.552048,-1.66481,2.772064,-0.664276,-1.473831
walking,4.005997,16.617966,-2.36702,2.314911,-0.227417,-2.465042
walking,4.770096,18.112839,3.029282,2.178192,-0.516876,-2.413773
walking,1.970779,17.591537,1.532028,2.280731,-0.357727,-2.162766
walking,-1.237961,15.015976,1.629623,2.17926,0.350433,-2.138199
walking,-0.728561,14.925522,-3.58577,1.259613,1.567017,-1.490921
walking,-2.51384,13.106918,-0.579361,0.933838,-0.749725,-2.250351
walking,0.661575,10.864609,2.715073,0.933838,-0.749725,-2.250351
walking,2.492081,8.584213,1.113083,1.385651,1.980377,-2.146744
walking,1.225723,5.980087,1.517746,1.293793,2.127777,-2.091202
walking,0.461624,4.897018,-0.005692,0.951996,2.17691,-1.909622
walking,1.556595,3.323593,0.4561,0.557861,2.597748,-1.66716
walking,1.085281,1.338364,-0.231827,0.275879,2.604157,-1.432175
walking,1.132889,1.63591,-1.329178,-0.026398,2.347809,-1.189713
walking,0.899612,0.695663,-0.205643,-0.570068,1.934448,-0.831894
walking,1.004349,0.679001,-0.210403,-1.309204,0.909058,0.1465
walking,0.633011,1.769211,-1.638626,-1.309204,0.909058,0.1465
walking,-0.411972,5.089829,-2.290848,-1.56662,0.643097,0.662399
walking,-2.806625,16.030014,-2.452713,-1.672363,0.807587,1.151596
walking,-9.031296,19.5,-19.65982,-0.437622,2.679993,1.291519
walking,-8.845627,16.656052,-5.994705,0.395508,1.986786,-0.322403
walking,-2.704269,10.245712,-6.323196,0.392303,-0.226349,-1.331772
walking,0.49733,7.363083,-7.001602,0.729828,0.212646,-1.258072
walking,-2.440048,8.136703,-3.516739,0.188293,-0.280823,-0.400375
walking,-4.225327,14.575607,-6.008987,0.188293,-0.280823,-0.400375
walking,-5.27507,16.789352,2.112839,0.671082,-0.020203,-0.003036
walking,2.239761,11.609665,4.781235,0.077209,-1.138519,-0.023331
walking,5.024796,1.128891,-5.459122,0.157318,-1.818909,-0.144028
walking,4.529678,1.693039,3.59581,-0.503845,-1.282715,0.27681
walking,4.215469,9.391159,6.645065,-2.359161,-0.200714,1.310745
walking,2.732498,17.41063,6.554611,-2.814179,-2.217316,2.038132
walking,-4.63475,14.663681,3.600571,-1.969299,-2.706513,2.041336
walking,-1.916367,9.434006,2.072372,-1.429901,-0.955872,1.505142
walking,-0.878525,9.493515,2.724594,-1.389313,-1.278442,1.875778
walking,0.954361,10.214767,4.376572,-1.712952,-1.135315,2.136398
walking,0.204544,11.38829,3.391098,-1.625366,-0.427155,2.050949
walking,-1.523605,9.512558,0.413254,-1.150055,0.044952,1.608749
walking,-0.797592,8.403305,-1.581497,-0.690765,-0.403656,1.35347
walking,-0.378647,8.300949,-0.503189,-0.717468,-0.805267,1.059738
walking,-0.150131,7.634445,-0.984024,-0.962067,-0.671753,0.943314
walking,-0.921371,6.772751,-0.734085,-1.14151,-0.41861,0.874954
walking,-2.06633,6.353806,1.591538,-1.051788,-0.527557,0.810867
walking,-2.813767,7.063156,0.939316,-0.948181,-0.422882,0.662399
walking,-1.718796,9.555405,-1.186356,-0.889435,-0.156921,0.539566
walking,-0.26915,11.124069,-0.543655,-0.983429,-0.927033,0.449844
walking,0.50209,11.571579,0.953598,-0.743103,-1.489929,0.432755
walking,-1.492661,11.433517,2.643662,-0.297699,-1.277374,0.565201
walking,-4.499069,10.257614,0.848862,0.155182,-0.374817,0.861069
walking,-5.72496,11.571579,-0.755508,-0.036011,0.694366,0.66774
walking,-3.296982,12.849838,0.19902,0.141296,-0.917419,-0.243362
walking,-2.373398,14.46373,0.170456,0.141296,-0.917419,-0.243362
walking,-2.159164,14.942184,1.710556,0.776825,-0.349182,-0.512527
walking,-1.216538,12.787949,0.38945,0.776825,-0.349182,-0.512527
walking,0.323563,11.997665,1.389206,1.595001,-0.313934,-1.047653
walking,2.480179,13.402084,-2.866898,2.428131,-0.110992,-1.742996
walking,4.586807,15.4254,-0.850723,2.352295,-0.184692,-2.073044
walking,4.639175,18.177109,1.691513,2.668457,0.237213,-1.897873
walking,2.941971,15.403976,0.077621,2.668457,0.237213,-1.897873
walking,1.708939,12.342819,-1.667191,2.548828,-0.23703,-1.494125
walking,2.254044,14.816025,-1.564835,1.835327,0.067383,-0.785965
walking,0.837723,13.918625,-2.445572,1.384583,0.102631,-0.973953
walking,1.999344,10.68132,2.043808,1.399536,-0.337433,-1.955551
walking,0.537796,6.451401,3.005478,1.0289,-0.23703,-2.371048
walking,-0.33342,4.782761,2.167587,0.912476,0.386749,-2.328323
walking,-0.40007,2.757065,-0.360367,1.079102,1.238037,-1.957687
walking,0.725845,0.862289,-0.469864,0.645447,1.257263,-1.645798
walking,0.5616,-0.154129,0.363266,0.17868,1.824432,-1.368088
walking,0.980545,-0.230301,0.986923,-0.36499,1.978241,-1.023087
walking,1.230484,-0.939652,0.472763,-0.793304,1.858612,-0.584091
walking,0.414017,-0.427872,-1.300613,-1.073151,1.52002,-0.11412
walking,-2.356735,3.054611,-1.436295,-1.501465,1.13443,0.329147
walking,-4.660934,15.218308,-3.5215,-1.801605,0.998779,0.903793
walking,-10.707077,19.5,-18.689224,-0.613861,2.416168,1.437851
walking,-6.81517,17.810532,-12.133682,0.131683,1.065002,-0.26152
walking,-1.890183,8.919846,-5.920914,0.616608,-0.641846,-1.410812
walking,2.213577,6.215744,-3.519119,0.558929,0.664459,-1.418289
walking,-1.283188,7.960556,-5.099686,0.54718,2.143799,-0.795578
walking,-3.316025,14.53038,-7.127762,0.50766,0.34082,-0.071396
walking,-3.170822,19.5,7.25444,0.373077,-0.904602,0.127274
walking,3.003861,8.198593,-2.845474,0.144501,-2.239746,-0.010513
walking,4.591568,1.909653,-5.51149,0.210724,-1.926788,-0.262589
walking,3.344254,2.557114,8.068527,-0.775147,-0.535034,0.617538
walking,3.303787,9.943405,6.883102,-2.612305,-0.359863,1.815964
walking,-1.504562,19.5,6.797409,-3.091888,-2.551636,2.465378
walking,-4.489548,14.047165,4.447983,-1.946869,-2.905182,1.963364
walking,-0.814255,10.171921,2.876938,-1.454468,-1.10968,1.680313
walking,-0.038254,9.812485,2.293747,-1.304932,-0.715546,2.12999
walking,0.559219,10.438522,2.76268,-1.506805,-0.098175,2.117172
walking,-0.071579,9.172165,1.234482,-1.346588,0.358978,1.865097
walking,-0.052536,7.708237,-1.457718,-0.845642,-0.025543,1.545731
walking,-0.311996,7.424973,-0.969742,-0.752716,-0.362,1.217819
walking,0.056961,7.567795,-0.177078,-0.904388,-0.608734,0.96254
walking,-0.26915,7.453537,-1.643387,-1.014404,-0.360931,0.943314
walking,-1.071335,7.208359,1.201157,-1.140442,-0.312866,0.908066
walking,-2.585251,7.001267,1.296372,-1.035767,-0.481628,0.788437
walking,-2.549545,8.658005,-1.810013,-0.888367,-0.21994,0.731827
walking,-1.604538,10.131454,-1.076859,-1.142578,-0.501923,0.692307
walking,-0.511948,11.823898,1.532028,-1.020813,-1.190857,0.643173
walking,-2.182968,11.381149,1.191635,-0.265656,-0.838379,0.565201
walking,-3.858749,11.026474,0.208542,0.196838,0.303436,0.387894
walking,-3.711166,12.002426,-0.912613,0.196838,0.303436,0.387894
walking,-2.970871,12.299973,-1.067337,0.114594,-0.31073,-0.031876
walking,-3.116074,13.69249,1.360642,0.112457,-0.609802,-0.26152
walking,-2.26152,14.304245,1.453476,0.565338,-0.452789,-0.336288
walking,-0.980881,11.569199,1.6082,1.495667,-0.235962,-0.672745
walking,2.030289,12.635605,-0.810257,2.506104,-0.378021,-1.252731
walking,2.963394,15.142136,-2.62648,2.580872,0.096222,-2.125382
walking,4.996231,17.915268,0.629868,2.082062,0.100494,-2.444748
walking,3.049088,18.491318,1.931931,2.163239,0.226532,-2.179855
walking,0.613968,14.818405,0.446579,2.299957,-0.038361,-1.976914
walking,0.871048,13.866257,-0.736465,1.93573,0.40918,-1.556076
walking,1.425674,15.694382,-1.2173,1.033173,1.145111,-0.931229
walking,0.797256,12.078598,1.208298,1.320496,0.18808,-1.548599
walking,2.668228,10.026718,1.979538,1.443329,0.788361,-2.038864
walking,1.301895,6.972702,1.498703,1.383514,1.515747,-2.180924
walking,0.406876,4.887497,0.553696,1.256409,1.313873,-2.123245
walking,0.994827,3.285507,-0.277054,0.960541,1.646057,-1.833786
