@relation testRelation-weka.filters.unsupervised.attribute.Remove-Rfirst-weka.filters.unsupervised.attribute.Remove-V-Rfirst-19

@attribute label {walking,standing,sit_down_chair_1,sitting_chair_1,stand_up_chair_1}
@attribute TYPE_ACCELEROMETER_X_MEAN numeric
@attribute TYPE_ACCELEROMETER_X_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_X_RANGE numeric
@attribute TYPE_ACCELEROMETER_Y_MEAN numeric
@attribute TYPE_ACCELEROMETER_Y_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Y_RANGE numeric
@attribute TYPE_ACCELEROMETER_Z_MEAN numeric
@attribute TYPE_ACCELEROMETER_Z_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Z_RANGE numeric
@attribute TYPE_GYROSCOPE_X_MEAN numeric
@attribute TYPE_GYROSCOPE_X_VARIANCE numeric
@attribute TYPE_GYROSCOPE_X_RANGE numeric
@attribute TYPE_GYROSCOPE_Y_MEAN numeric
@attribute TYPE_GYROSCOPE_Y_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Y_RANGE numeric
@attribute TYPE_GYROSCOPE_Z_MEAN numeric
@attribute TYPE_GYROSCOPE_Z_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Z_RANGE numeric

@data
walking,-0.402474,8.137902,19.04773,9.664854,29.815262,20.087357,-0.480147,19.267084,29.580871,-0.001639,1.82498,5.574493,-0.025853,1.00225,4.948578,-0.140097,1.556882,4.607849
walking,-0.537513,9.194891,19.05011,9.880462,30.059725,20.875259,-0.27703,19.008916,30.223572,-0.023492,1.984393,6.085053,0.011649,1.311337,5.027618,-0.130591,1.647834,4.779816
walking,-0.430396,9.774404,19.012024,9.849226,34.64065,21.558426,-0.101757,21.538144,31.734512,-0.068054,2.227166,6.775055,-0.032635,1.598904,6.134186,-0.111835,1.846409,4.972077
walking,-0.228326,10.342642,21.856568,9.637093,36.03063,21.558426,-0.350078,21.995752,29.685012,-0.058292,2.243081,6.624451,-0.066933,1.649187,7.058105,-0.086008,1.884442,4.766998
walking,-0.136968,10.250554,21.511414,9.568919,34.743744,21.822647,-0.221085,19.531878,29.025649,-0.101753,2.219883,6.566773,-0.004704,1.618553,6.439667,-0.094136,1.871395,4.915466
walking,-0.186813,10.269598,22.175537,9.682427,34.283509,21.822647,-0.068575,19.42696,29.025649,-0.103697,2.162401,6.67572,-0.011252,1.655293,7.162781,-0.085207,1.857374,4.957123
walking,-0.279742,11.101048,22.587341,9.770388,32.41881,21.489395,-0.096146,18.471994,27.58612,-0.079152,2.247841,6.718445,-0.107436,1.867592,7.440491,-0.067487,1.838936,4.85138
walking,-0.19781,10.23888,21.437622,9.5907,34.748014,22.248734,-0.011904,16.291611,22.803955,-0.083115,2.3853,6.234589,-0.106197,1.731269,7.440491,-0.073511,1.799681,5.286102
walking,0.127474,9.381585,17.793274,9.187584,39.223942,32.601563,0.109507,16.213465,22.51593,-0.079814,2.328461,6.45462,-0.100386,1.525852,5.182495,-0.1058,1.63527,5.031891
walking,0.263345,8.983084,18.236023,9.364421,38.750939,32.601563,0.036715,17.904409,27.557556,-0.053731,2.216456,6.43219,-0.141914,1.667273,6.737671,-0.136295,1.562533,4.691162
walking,0.070767,10.336451,17.200562,9.869983,36.154832,21.491776,-0.164772,21.678572,31.209045,-0.014659,2.249826,6.810303,-0.077133,1.610233,6.500549,-0.12054,1.701288,4.862061
walking,-0.086694,11.021876,17.426697,9.922797,35.596671,21.491776,-0.146752,22.850318,30.930542,-0.037196,2.390186,6.873322,-0.097865,1.578836,6.27945,-0.101089,1.76362,4.862061
walking,-0.123923,10.317218,18.823974,10.050694,33.33608,21.698868,-0.199686,20.253875,29.396987,-0.090282,2.356456,6.656494,-0.124258,1.572135,6.966248,-0.088432,1.696437,4.717865
walking,-0.121495,9.879866,19.43573,10.114179,33.112501,21.698868,-0.206869,19.32752,27.35939,-0.092033,2.326141,6.616974,-0.110309,1.47878,6.248474,-0.072325,1.608439,4.551239
walking,-0.067747,9.935963,17.886109,9.939501,36.710073,21.636978,-0.167717,18.409446,27.954482,-0.073,2.441138,6.736603,-0.07489,1.46879,5.807343,-0.071353,1.612653,4.551239
walking,-0.05106,9.998637,17.267212,9.808426,38.133466,21.7798,-0.154846,17.867081,25.865112,-0.103569,2.451184,6.735535,-0.064145,1.569722,6.276245,-0.088582,1.673099,4.489288
walking,-0.075697,9.349832,16.48407,9.715473,37.827142,21.7798,-0.274174,18.171807,22.992004,-0.102917,2.367557,6.364899,-0.066484,1.595937,6.276245,-0.061035,1.680763,4.559784
walking,-0.118925,8.432735,16.246033,9.674471,39.474875,21.367996,-0.269556,17.012149,23.710876,-0.097726,2.322443,6.807099,-0.097801,1.759632,6.551819,-0.083989,1.63234,4.738159
walking,-0.14787,10.211579,21.42096,9.554887,38.877544,21.367996,-0.129328,19.364105,27.738464,-0.133669,2.39699,7.008972,-0.104936,1.984476,7.195892,-0.11678,1.67684,4.866333
walking,-0.178886,11.200796,21.42096,9.558273,36.652097,22.54866,-0.058179,21.766207,31.996948,-0.148323,2.253377,6.65329,-0.058815,2.041229,7.316589,-0.098483,1.702266,4.708252
walking,-0.236682,10.792956,17.726624,9.625917,38.311506,23.784073,-0.092807,19.534025,32.839004,-0.142705,2.220438,6.434326,-0.070564,1.893959,6.713104,-0.091594,1.696727,4.637756
walking,-0.231945,10.838586,16.284118,9.553024,38.639667,23.784073,-0.275757,21.809376,31.132278,-0.101337,2.369164,6.434326,0.122775,1.645301,6.093598,-0.051315,1.782727,4.909058
walking,-0.186956,9.357212,17.645691,9.523293,36.304651,22.710526,-0.292633,22.820665,31.132278,-0.074409,2.177498,6.365967,0.311201,1.527665,5.700531,-0.078691,1.89926,5.13443
walking,-0.238943,8.320375,15.639038,9.621014,35.758635,21.641739,-0.101966,19.296037,28.632888,-0.139426,1.890115,6.184387,0.381216,1.577633,5.79773,-0.128166,1.853304,5.241241
walking,-0.243442,8.987526,15.639038,9.743139,34.631655,21.665543,0.060971,19.118518,31.46791,-0.205788,1.900988,6.213226,0.352441,1.505228,5.193176,-0.126169,1.775902,5.241241
walking,-0.122971,11.278317,18.773987,9.588563,33.189972,21.665543,-0.098014,19.110048,31.46791,-0.185504,2.152839,6.143799,0.163268,1.555113,5.371552,-0.101228,1.735245,4.889832
walking,-0.165032,12.197049,19.94989,9.550811,34.225971,21.318008,-0.222704,20.792223,36.91896,-0.118886,2.206066,6.140595,0.005977,1.698648,5.748596,-0.08918,1.627423,4.736023
walking,-0.13723,11.414724,19.94989,9.63936,33.941128,21.318008,-0.208493,22.19574,36.91896,-0.06689,2.220048,6.638336,-0.035381,1.576171,5.883179,-0.083626,1.576323,4.379273
walking,-0.008428,10.700821,22.299317,9.596984,34.534911,21.089493,-0.184737,19.968471,29.020889,-0.064455,2.389114,6.422577,-0.087173,1.591995,5.885315,-0.115092,1.552806,4.53949
walking,0.008568,10.985663,24.253601,9.631559,37.525367,21.191849,-0.276102,20.043245,27.369507,-0.041405,2.529539,6.867981,-0.085881,1.680487,5.941925,-0.172162,1.670663,4.690094
walking,-0.079363,11.434685,19.740417,9.624435,37.972052,21.425125,-0.208737,19.549589,30.621094,-0.001479,2.389291,6.867981,-0.036833,1.761806,5.941925,-0.143173,1.693351,4.617462
walking,-0.124161,9.715535,18.100342,9.727398,35.862048,21.425125,-0.010143,18.047394,30.702026,-0.003027,2.23028,6.420441,-0.062981,1.86565,5.872498,-0.132225,1.607872,4.436951
walking,-0.081005,8.834035,16.072266,9.866412,34.869516,21.287064,-0.165766,19.760161,30.149185,0.004236,2.180185,6.58493,-0.045709,1.733525,5.568085,-0.145427,1.544464,4.405975
walking,-0.081791,9.722626,16.691162,9.803231,36.382666,22.101151,-0.070051,20.471479,33.191299,-0.017596,2.238248,6.435394,0.067276,1.861183,6.795349,-0.116833,1.572267,4.445496
walking,-0.078339,9.981303,19.952271,9.699001,38.386281,22.101151,0.150919,20.424274,33.191299,-0.068588,2.477495,6.440735,0.019563,1.939606,6.796417,-0.110329,1.678937,4.721069
walking,-0.127018,10.858687,21.325745,9.660082,36.636513,21.670303,0.096813,18.891014,32.11061,-0.041277,2.407309,6.325378,-0.107468,1.78691,6.459961,-0.159985,1.576618,4.732819
walking,-0.038135,11.889007,22.089844,9.76596,33.04939,21.268021,-0.108643,19.202867,31.013855,0.012663,2.210228,6.33606,-0.063013,1.721387,7.285614,-0.182651,1.339868,4.474335
walking,0.029801,11.105837,19.411927,9.710885,32.233041,21.268021,-0.360772,20.691932,26.553039,0.048253,2.12844,6.33606,0.004984,1.458841,6.431122,-0.189337,1.302004,4.489288
walking,-0.103643,9.235078,17.940857,9.725357,31.778058,20.43251,-0.456367,16.963235,26.553039,0.029924,2.115554,6.230316,-0.016934,1.447265,5.63858,-0.166554,1.489231,4.607849
walking,-0.373958,8.701927,17.89563,9.743115,33.711922,27.878906,-0.130655,17.858134,30.983505,-0.052449,2.29953,6.271973,-0.024133,1.365342,5.832977,-0.086104,1.510006,4.445496
walking,-0.258367,9.223531,18.340759,9.560594,34.389388,27.878906,0.195605,20.937994,33.368041,-0.109209,2.416629,6.403351,-0.051274,1.258335,5.483704,-0.063802,1.502815,4.378204
walking,-0.051965,9.772502,15.270081,9.655124,34.711165,21.337051,0.089886,19.205699,31.505996,-0.116568,2.431301,6.434326,-0.07646,1.464615,5.513611,-0.071289,1.508825,4.378204
walking,0.048106,8.882296,15.270081,9.569752,34.643194,21.337051,0.249818,14.735533,27.650391,-0.063707,2.390998,6.434326,-0.079419,1.66073,6.639404,-0.11835,1.569898,4.467926
walking,0.054485,8.596921,19.542846,9.614985,31.644146,20.601517,0.281953,13.458965,21.599488,-0.009842,2.20798,6.235657,-0.150096,1.653548,7.014313,-0.140172,1.631907,4.576874
walking,-0.151417,9.136673,19.542846,10.180163,28.136137,20.601517,-0.036773,16.637304,26.504837,-0.019733,2.133522,6.44928,-0.101476,1.531471,6.694946,-0.092513,1.615233,4.548035
walking,-0.182385,10.226704,18.850158,10.202473,31.111865,22.936661,-0.023271,18.316877,29.913528,-0.039194,2.201665,6.293335,-0.069336,1.408153,5.536041,-0.079738,1.595753,4.478607
walking,-0.083528,12.568863,20.116516,9.979789,36.368347,22.936661,-0.071045,20.249504,29.913528,-0.082698,2.30558,6.192932,-0.099104,1.470865,6.367035,-0.068629,1.507453,4.380341
walking,-0.148156,11.146245,19.421448,9.812455,34.216448,21.45607,-0.307921,22.159144,30.844253,-0.094373,2.366197,6.752625,-0.171202,1.559703,6.367035,-0.043625,1.385201,4.40918
walking,-0.296786,11.195529,20.885376,9.686033,31.395647,21.001419,-0.343799,18.395506,26.762512,-0.154614,2.229075,6.181183,-0.166406,1.57534,5.732575,-0.073543,1.426546,4.655914
walking,-0.310092,10.877821,19.147705,9.703458,32.299159,21.001419,-0.296835,16.841222,23.560913,-0.182471,1.947428,5.889587,-0.076962,1.536089,5.95047,-0.075252,1.579503,4.816132
walking,-0.312258,8.972641,19.466675,9.525608,33.241439,21.744095,-0.182934,16.496808,24.832032,-0.078586,1.896886,6.779327,0.137109,1.40098,6.249542,-0.004169,1.571492,4.70932
walking,-0.351225,7.597524,18.355042,9.660058,25.396575,21.744095,0.145248,12.320262,22.994385,-0.1867,1.496197,6.300812,0.991388,2.065941,7.681885,-0.097746,1.538419,5.217743
walking,-0.393667,7.987785,16.081787,9.947845,19.64784,21.375137,0.277454,13.498058,21.247192,-0.223775,1.442693,5.961151,1.377394,2.538741,6.7099,-0.288512,1.624917,5.273285
walking,-0.267722,7.614477,16.081787,9.890858,21.235433,20.161148,-0.151299,14.804968,22.356445,-0.101711,1.938285,6.095734,0.671402,2.060031,6.7099,-0.243106,1.604303,5.202789
walking,-0.051203,6.334981,13.634766,9.592164,25.489238,20.668167,-0.360153,14.109346,23.113403,-0.046478,2.097217,5.44632,0.057022,1.113108,5.045776,-0.186165,1.420062,4.416657
walking,-0.019973,7.630047,17.12915,9.681302,28.033811,20.668167,-0.268556,15.433593,22.582581,0.021593,2.302467,6.106415,-0.148643,1.507058,5.381165,-0.198715,1.43034,4.562988
walking,-0.076911,8.557535,17.550476,9.877255,30.983212,21.339432,-0.242991,15.558347,24.477356,-0.025298,2.427971,6.396942,-0.129919,1.628884,6.497345,-0.144113,1.565685,4.566193
walking,-0.079077,9.55055,21.021057,9.826648,36.457651,22.09639,-0.17615,14.630045,24.782043,-0.082346,2.366164,6.583862,-0.056444,1.664458,6.635132,-0.126617,1.60421,4.566193
walking,0.037156,8.768649,20.509277,9.787937,36.394333,22.09639,-0.245228,15.911882,28.021728,-0.072327,2.234433,6.364899,-0.007674,1.593993,6.064758,-0.109293,1.569736,4.402771
walking,0.032491,8.377032,18.828735,9.726446,35.600377,21.182327,-0.158077,18.716625,28.352004,-0.028149,2.149396,6.359558,-0.013004,1.589357,5.792389,-0.14955,1.541444,4.479675
walking,-0.12509,8.6632,18.212219,9.810307,35.77784,21.182327,-0.095711,18.605202,29.399368,-0.00997,2.188106,6.359558,-0.073972,1.611161,5.511475,-0.181946,1.536476,4.679413
walking,-0.1015,8.256874,17.612366,9.803975,34.545172,21.07045,-0.158964,15.931796,28.600159,-0.012331,2.159709,6.071167,-0.063835,1.275087,5.265808,-0.160765,1.489861,4.736023
walking,-0.067152,7.046802,17.298157,9.683701,28.054907,21.07045,-0.202572,10.932248,22.313599,-0.008315,1.819505,5.962219,-0.005826,0.878656,4.617462,-0.149304,1.333961,4.485016
walking,-0.196382,7.612203,16.8078,9.745644,22.993275,19.808853,-0.33742,9.969328,20.621155,0.009673,1.814069,5.218811,0.013048,0.892197,4.058838,-0.162207,1.289339,4.098358
walking,-0.429325,8.35273,16.8078,9.80335,25.620136,20.027847,-0.190093,14.839638,32.079666,-0.017746,2.089212,6.684265,0.056456,1.222783,4.446564,-0.134393,1.469682,4.722137
walking,-0.206356,8.475795,14.7583,9.709629,31.776913,21.210892,0.014262,16.926996,32.079666,-0.072626,2.192485,6.542206,-0.0106,1.259913,5.126953,-0.062712,1.638111,4.813995
walking,0.045059,9.373498,20.583069,9.761628,34.404721,21.218033,0.103591,14.389473,27.44806,-0.089021,2.138721,5.553131,-0.120894,1.325294,6.069031,-0.018738,1.584175,4.558716
walking,0.115185,8.319008,20.345031,9.511624,30.834014,21.218033,0.355411,12.178416,21.947022,-0.060278,1.942896,5.745392,-0.100899,1.275505,6.069031,-0.077388,1.468755,4.585419
walking,0.032158,8.349628,17.945617,9.795084,26.102035,20.132584,0.184714,15.790823,25.931762,0.019884,1.939286,5.745392,-0.108739,1.181771,5.682373,-0.120294,1.460687,4.568329
walking,-0.131921,9.063051,17.986084,10.305442,25.707186,19.746964,-0.21733,17.338969,26.472107,0.032306,2.06624,5.735779,-0.153258,1.262757,5.682373,-0.104796,1.435624,4.058838
walking,-0.071508,9.001104,17.031555,10.113858,30.0046,20.542007,-0.312188,14.577516,23.906067,-0.044086,2.042083,5.98465,-0.119612,1.345726,5.512543,-0.062915,1.232648,3.988342
walking,-0.142847,8.542014,16.653076,9.795685,31.554657,20.551529,-0.268937,16.291356,27.600403,-0.129845,2.102509,6.473847,-0.051755,1.274089,5.512543,0.00741,1.21301,3.954163
walking,-0.354986,8.105586,16.717346,9.387612,31.920159,21.803604,-0.306475,16.59579,27.600403,-0.198204,1.879675,6.473847,-0.05246,1.21776,5.821228,0.003639,1.402278,4.20517
walking,-0.353986,7.611437,18.935852,9.568294,29.414198,21.803604,-0.399405,14.907494,25.629456,-0.201729,1.749804,5.947266,-0.067296,1.664133,6.313629,-0.01438,1.426125,4.528809
walking,-0.074055,7.551928,19.554749,9.710403,29.36292,20.468216,-0.326018,16.088279,25.627076,-0.173691,1.930382,6.098938,-0.017522,1.671571,6.480255,-0.045793,1.364467,4.464722
walking,0.052581,7.990047,17.817078,9.66079,31.024606,20.468216,-0.215783,17.473269,29.219056,-0.143987,1.979572,5.98465,-0.048177,1.381466,5.696259,-0.056752,1.425606,4.190216
walking,-0.024638,7.330335,15.912781,9.725458,30.565711,20.734818,-0.217545,16.888137,24.30835,-0.079878,2.2116,5.997467,-0.094127,1.254624,5.085297,-0.093057,1.421261,4.292755
walking,-0.079363,7.726948,14.056092,9.64471,31.339227,20.734818,-0.260986,15.819263,22.777771,-0.017671,2.254962,5.95047,-0.033308,1.175585,4.707184,-0.1243,1.423586,4.350433
walking,-0.055607,8.462498,14.682129,9.75244,33.035331,21.77742,-0.254321,17.243565,22.404053,-0.011946,2.281303,6.424713,-0.105737,1.428267,5.37262,-0.160818,1.569434,4.65271
walking,-0.04061,8.614448,17.088684,9.792906,34.779033,21.77742,-0.216426,20.529043,27.714661,-0.035327,2.422743,6.434326,-0.2328,1.888732,6.339264,-0.186208,1.709574,4.650574
walking,-0.015212,8.831648,17.276734,9.784855,34.308132,22.453445,-0.094932,23.477162,31.118592,0.003296,2.287899,6.356354,-0.368932,2.030218,6.261292,-0.155809,1.603024,4.503174
walking,0.022469,8.64724,16.93158,9.762396,29.413922,22.453445,-0.113594,19.858151,30.440185,0.008936,2.099182,6.013489,-0.568979,1.687302,6.52298,-0.12963,1.345995,4.371796
walking,-0.077197,10.175303,18.490722,9.815865,26.809494,20.991898,-0.222948,16.568233,21.609009,0.049973,2.2233,6.44928,-0.483818,1.572861,5.973969,-0.14642,1.38548,4.70398
walking,-0.111165,9.81893,18.490722,9.822,31.187467,20.991898,-0.262599,18.153248,26.926162,0.058528,2.341417,6.457825,-0.207422,1.657658,5.719757,-0.173679,1.632327,4.793701
walking,-0.044871,8.535132,18.714478,9.650215,33.783146,20.999039,-0.350268,17.475377,27.678359,-0.011572,2.063634,6.203613,-0.088658,1.479351,5.166473,-0.154388,1.61302,4.514923
walking,-0.041301,8.725709,18.714478,9.49968,33.488225,20.999039,-0.331082,17.335546,28.797134,0.016605,2.056596,6.451416,0.027766,1.233945,5.474091,-0.14297,1.470742,4.485016
walking,-0.076268,9.506983,19.204834,9.610457,35.255592,21.994034,-0.254482,20.390636,31.358413,0.049951,2.329348,6.451416,0.026303,1.49507,6.093597,-0.171254,1.63735,4.496765
walking,-0.172578,9.787565,19.204834,9.922851,34.027516,21.994034,-0.177269,20.582007,30.92102,-0.008528,2.416219,6.391602,-0.038168,1.722626,7.130737,-0.136444,1.718135,4.647369
walking,-0.114283,8.633559,19.231018,9.785944,31.257415,20.425369,0.019517,18.126534,30.411621,-0.065031,2.354371,6.332855,0.015878,1.672495,7.405243,-0.089693,1.610376,4.410248
walking,-0.041824,8.274592,18.607361,9.681112,32.67241,20.934769,0.144938,16.691857,27.095764,-0.067958,2.278876,6.332855,-0.012085,1.6218,6.149139,-0.065254,1.522825,4.214783
walking,0.130276,7.539439,13.653808,9.588891,32.992125,20.934769,0.286642,12.823683,27.369507,-0.038564,2.249235,5.673828,-0.08602,1.499419,6.264496,-0.087717,1.477139,4.478607
walking,0.131252,8.008627,14.970154,9.877255,31.737303,20.791946,0.246443,14.206537,28.342483,-0.023813,2.224913,6.216431,-0.120862,1.509433,6.264496,-0.150031,1.558942,4.478607
walking,-0.070984,9.51551,15.051087,10.273789,30.794069,21.439407,-0.016796,18.362406,28.342483,-0.019647,2.234841,6.276245,-0.200319,1.50197,5.811615,-0.141902,1.547604,4.342957
walking,-0.077744,10.062483,19.038208,9.992512,32.66658,21.439407,-0.167765,17.304492,29.60884,0.013603,2.335511,6.694946,-0.209622,1.332808,5.826569,-0.138741,1.445734,4.346161
walking,-0.070555,8.914615,18.919189,9.866174,33.570373,21.00618,-0.206404,16.770565,26.069825,-0.019102,2.24681,6.694946,-0.158406,1.480092,5.405731,-0.091818,1.343783,4.195557
walking,0.001427,8.169734,14.770203,9.649644,32.718697,21.172806,-0.148062,16.58944,28.828675,0.010484,2.162138,6.187592,-0.054788,1.401221,5.760346,-0.107755,1.509178,4.436951
walking,-0.081315,8.542837,17.664734,9.518027,33.853976,21.172806,-0.216069,15.718506,25.803223,-0.026505,2.211015,6.187592,-0.079472,1.352247,5.882111,-0.081682,1.550074,4.436951
walking,-0.200238,8.442076,17.63855,9.565503,34.001099,20.977615,-0.232279,15.985074,27.845581,-0.159218,2.340242,6.624451,-0.133733,1.516841,5.438843,-0.029024,1.412751,4.382477
walking,-0.178958,8.490064,15.658081,9.523323,33.320554,21.491776,-0.248632,16.894583,28.276428,-0.182161,2.252966,6.624451,0.053647,1.273376,5.155792,-0.023096,1.509166,4.395294
walking,-0.112212,9.187659,15.929443,9.509118,34.884845,21.491776,-0.13128,16.408959,28.278808,-0.182909,2.101565,6.015625,-0.015887,1.514972,6.095734,-0.018663,1.58105,4.468994
walking,-0.110974,9.640486,17.276733,9.593128,34.914536,20.958572,0.025973,17.622039,29.35176,-0.184319,2.087559,6.015625,-0.155618,1.718472,6.394806,-0.057179,1.60602,4.573669
walking,-0.066033,9.100907,17.276733,9.416593,34.538976,20.970474,-0.100633,18.684207,29.101821,-0.128873,1.993761,6.23352,-0.07614,1.483468,6.394806,-0.093217,1.607887,4.470062
walking,0.078837,9.481179,18.507385,9.377311,34.221605,20.970474,-0.160553,17.440666,27.887832,-0.084749,2.050335,6.286926,-0.010547,1.370071,6.079712,-0.121587,1.670314,4.418793
walking,0.031682,11.908629,19.766602,9.583047,34.961264,21.810745,-0.179887,18.304935,30.802002,-0.032678,2.150154,6.286926,-0.009821,1.405311,6.101074,-0.14156,1.630278,4.394226
walking,-0.173625,11.135526,18.693054,9.7822,32.460672,21.810745,-0.25153,19.870332,32.384353,0.04649,2.228009,6.04126,-0.028448,1.456976,5.917358,-0.170763,1.565775,4.274597
walking,-0.193525,9.192085,17.38147,9.952593,30.627294,21.360855,-0.195187,19.649296,29.706436,0.018687,2.134051,6.04126,-0.002173,1.433146,5.885315,-0.142778,1.549356,4.3013
walking,-0.158272,9.874865,18.581177,9.865365,31.817782,21.079971,-0.114284,17.94282,30.385437,-0.046094,2.146569,6.148071,-0.058676,1.32399,6.261292,-0.091797,1.502352,4.464722
walking,-0.124257,10.158863,15.500977,9.753392,32.259764,20.425369,-0.284814,17.011015,25.957947,-0.03835,2.154182,6.302948,-0.09025,1.424009,6.294403,-0.102029,1.532504,4.464722
walking,-0.057725,8.802363,16.200806,9.671299,31.273438,20.425369,-0.462199,17.508572,26.326904,-0.011914,2.19074,6.346741,0.042805,1.557394,5.548859,-0.167932,1.406173,4.541626
walking,-0.106166,8.430888,18.040832,9.63579,28.828707,19.766006,-0.429683,16.451984,26.326904,0.069423,2.114125,6.314697,-0.023834,1.520261,5.262604,-0.212558,1.236375,4.502106
walking,-0.145228,8.253883,18.040832,9.822714,27.75087,20.17543,-0.233279,14.797228,22.211242,0.077199,1.953052,5.862885,-0.044481,1.417813,5.902405,-0.173305,1.337073,4.363251
walking,-0.122805,8.157649,16.576904,9.787336,28.473742,20.472977,0.003592,15.797688,27.743225,-0.080818,2.02174,5.82016,-0.005975,1.285856,5.865021,-0.09122,1.353443,4.165649
walking,0.055176,7.090363,16.317444,9.520961,28.07968,20.472977,0.211613,12.830523,27.338562,-0.127527,2.088737,5.906677,-0.003038,1.092207,5.276489,-0.041371,1.289055,4.104767
walking,0.094428,7.272484,17.917053,9.606916,27.149423,20.910965,0.191475,9.680805,18.426453,-0.00715,2.197165,6.169434,-0.000485,1.011864,5.507202,-0.110382,1.336336,4.309845
walking,0.024588,7.387702,17.917053,9.985817,23.171497,20.910965,0.060578,11.37774,19.5,0.020001,2.091275,6.125641,-0.152179,1.052986,4.950714,-0.146495,1.309972,4.3013
walking,-0.171364,5.952687,15.512879,10.320742,19.827272,19.930252,-0.142015,12.412522,20.825867,-0.110939,1.840016,5.961151,-0.160083,0.953625,5.196381,-0.013226,1.035376,3.699951
walking,-0.482859,4.890125,15.512879,9.858003,19.734707,20.408707,-0.222877,10.507435,19.702332,-0.322639,1.259394,5.802002,0.165489,0.744311,5.063934,0.121078,0.698563,3.31543
walking,-0.52861,2.94399,11.068726,9.553518,10.166534,20.408707,-0.440562,5.560721,17.167237,-0.230782,0.975862,4.865265,0.93293,0.989411,4.419861,-0.180098,0.742824,3.246002
walking,-0.07215,1.603881,7.526733,9.792513,1.554621,6.453186,0.1089,2.252161,6.400818,-0.050217,0.567583,3.406219,1.135178,0.840059,4.419861,-0.218091,0.419101,2.659607
standing,0.461648,0.4813,5.343933,9.779112,0.14661,2.11377,1.109536,0.516171,6.662659,-0.079248,0.031632,0.952759,0.489598,0.417179,2.42569,0.044441,0.014281,0.661163
