@relation testRelation-weka.filters.unsupervised.attribute.Remove-Rfirst-weka.filters.unsupervised.attribute.Remove-V-Rfirst-19

@attribute label {walking,standing,sit_down_chair_1,sitting_chair_1,stand_up_chair_1}
@attribute TYPE_ACCELEROMETER_X_MEAN numeric
@attribute TYPE_ACCELEROMETER_X_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_X_RANGE numeric
@attribute TYPE_ACCELEROMETER_Y_MEAN numeric
@attribute TYPE_ACCELEROMETER_Y_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Y_RANGE numeric
@attribute TYPE_ACCELEROMETER_Z_MEAN numeric
@attribute TYPE_ACCELEROMETER_Z_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Z_RANGE numeric
@attribute TYPE_GYROSCOPE_X_MEAN numeric
@attribute TYPE_GYROSCOPE_X_VARIANCE numeric
@attribute TYPE_GYROSCOPE_X_RANGE numeric
@attribute TYPE_GYROSCOPE_Y_MEAN numeric
@attribute TYPE_GYROSCOPE_Y_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Y_RANGE numeric
@attribute TYPE_GYROSCOPE_Z_MEAN numeric
@attribute TYPE_GYROSCOPE_Z_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Z_RANGE numeric

@data
walking,-0.010856,6.091932,13.234863,9.372521,24.816396,20.753861,-1.048246,13.387498,16.879211,0.048558,2.505765,5.909882,0.01198,1.312127,4.792633,-0.032173,0.825649,3.518372
walking,-0.019163,5.653099,12.530274,9.549025,26.133585,21.115677,-1.023776,13.836063,16.879211,0.06976,2.462574,5.93338,0.081258,1.283124,4.850311,-0.078647,0.812111,3.518372
walking,-0.144252,5.120135,13.144409,9.651072,25.612592,21.115677,-0.962125,12.974824,16.848267,0.098204,2.357334,5.93338,0.052931,1.309915,4.965668,-0.089381,0.775981,3.492737
walking,-0.184962,4.566259,13.539551,9.642764,26.644335,21.013321,-1.013035,13.27075,17.352905,0.128966,2.289993,5.750732,0.046448,1.250656,4.851379,-0.107817,0.655008,3.328247
walking,-0.003125,4.322129,10.749756,9.549406,27.623259,20.62294,-1.218842,12.657135,17.148193,0.123924,2.24648,5.866089,0.120575,1.043383,4.770203,-0.10881,0.653674,3.208618
walking,0.005759,4.87193,11.404358,9.56783,26.216429,20.313492,-1.127108,12.622718,19.131042,0.082172,2.501031,5.791321,0.078523,0.993021,4.499969,-0.053535,0.773106,3.208618
walking,-0.175911,4.88395,11.404358,9.70125,24.214408,20.313492,-0.692833,12.221601,20.799682,-0.016394,2.622617,5.792389,0.194521,1.670054,7.043152,-0.001625,0.863225,3.994751
walking,-0.121876,5.023239,9.742859,9.501406,21.802448,19.370865,-0.354963,10.383518,19.595215,-0.015753,2.321276,5.79773,0.541797,2.096989,7.050629,-0.094925,0.932731,3.994751
walking,-0.111664,4.90017,10.128479,9.960246,18.881541,19.070938,-0.499928,11.476712,18.9906,0.010181,2.279399,5.721893,0.372575,1.530221,6.232452,-0.125996,0.827488,3.647614
walking,-0.114283,4.664953,9.700012,10.205294,19.105113,18.982864,-0.923253,11.57581,15.503357,-0.139537,2.07955,5.890656,0.083586,1.079831,4.568329,-0.015361,0.669639,3.124237
walking,-0.270626,4.545739,10.992554,9.473692,21.254681,19.063797,-1.075049,11.860822,15.97467,-0.245729,1.676642,5.568085,0.000914,1.23121,4.8909,0.063968,0.618042,3.084717
walking,-0.259652,4.631492,11.463867,9.285334,21.344482,19.98024,-1.138867,12.574354,16.817321,-0.144942,1.961547,5.628967,-0.128894,1.289098,4.763794,0.0604,0.690877,3.134918
walking,-0.010856,4.91506,10.96399,9.340933,21.802574,19.98024,-1.222823,12.427372,16.127014,0.011089,2.387687,5.748596,-0.010707,1.254962,4.971008,-0.018021,0.700755,3.13385
walking,-0.080267,5.069758,11.09729,9.483875,23.133359,20.339676,-1.106232,13.444942,15.291504,0.077205,2.453181,5.630035,0.057396,1.200836,4.462585,-0.095726,0.65151,2.920227
walking,-0.178553,5.333028,11.09729,9.709724,24.213144,20.339676,-1.078929,13.949838,17.659973,0.119962,2.296791,5.777435,-0.000571,1.236857,4.20517,-0.103812,0.648464,2.966156
walking,-0.100858,5.419424,12.158936,9.643193,24.452769,20.320633,-1.214682,13.978283,19.390503,0.178462,2.087229,5.835114,0.044621,1.144384,4.420929,-0.09641,0.619199,3.024902
walking,-0.066913,5.182877,12.158936,9.641765,24.783698,20.320633,-1.261432,13.092073,17.602844,0.142648,2.205072,5.738983,0.07142,1.265257,4.723206,-0.097777,0.654788,3.058014
walking,-0.148489,5.435704,12.263672,9.544265,24.787111,20.289688,-1.195044,13.066143,17.633789,0.038828,2.360603,5.565949,0.078342,1.275581,4.634552,-0.068532,0.734673,3.11142
walking,-0.132659,5.919956,12.754028,9.480667,24.780185,20.420609,-0.716042,11.331642,17.633789,-0.050018,2.392448,5.72937,-0.023396,1.182593,4.462585,-0.007671,0.755778,3.16803
walking,-0.01345,5.098926,11.075867,9.613765,21.880541,20.420609,-0.40338,9.637438,16.536438,0.001038,2.430246,5.57663,-0.079024,1.221482,4.660187,-0.007137,0.758672,3.112488
walking,-0.056892,4.933673,10.911621,9.948755,18.46644,20.025467,-0.859721,13.303575,17.264831,0.041081,2.385459,5.735779,-0.082036,1.09009,4.945374,-0.028798,0.709945,3.138123
walking,-0.11245,5.15531,12.147034,10.051236,21.791979,20.36586,-1.166813,13.897424,17.38623,-0.087648,2.268834,5.805206,-0.093358,1.099577,4.920807,0.01664,0.674445,3.138123
walking,-0.332515,4.564074,11.692383,9.364231,23.192296,20.36586,-1.139867,12.829061,18.019409,-0.206006,2.043383,5.790253,-0.085123,1.217868,4.520264,0.082137,0.675728,3.294067
walking,-0.349606,4.928482,11.247254,9.101581,23.639425,20.268265,-1.196377,13.164985,17.479065,-0.179655,2.044958,5.296784,-0.089256,1.254696,4.386749,0.080769,0.738262,3.569641
walking,-0.045395,5.534362,11.242493,9.272349,27.612827,20.137344,-1.154887,13.388073,16.584045,-0.047263,2.303372,5.861817,-0.051392,1.280409,4.272461,-0.002095,0.814462,3.368835
walking,-0.038159,5.136071,10.956848,9.367427,25.485236,20.137344,-1.095663,13.11823,16.6745,0.060435,2.455873,5.861817,0.003371,1.221255,4.444428,-0.070123,0.791616,3.194733
walking,-0.042277,5.135099,10.71167,9.606511,23.292401,20.4944,-1.044747,12.843523,16.138916,0.098311,2.431684,5.59372,0.07,1.280828,4.638825,-0.085718,0.81497,3.251343
walking,-0.141514,5.265111,10.554566,9.692151,25.617083,20.62532,-1.012398,12.651383,16.4198,0.133804,2.370554,5.481567,0.02892,1.360764,5.058594,-0.103267,0.824834,3.497009
walking,-0.095049,5.14487,11.437683,9.559541,26.572229,21.291824,-1.1616,12.288009,15.984192,0.211349,2.140975,5.332031,0.043756,1.1457,4.832153,-0.109676,0.736165,3.497009
walking,-0.18817,5.423041,13.325318,9.49952,25.615334,21.291824,-1.195877,12.3368,15.612854,0.130034,2.145682,5.385437,0.115352,1.031449,4.013977,-0.091603,0.786876,3.768311
walking,-0.264889,5.527613,12.711182,9.636171,27.888626,21.341812,-0.697594,10.688672,17.179138,-0.031583,2.362032,5.807343,0.073033,1.312582,5.205994,-0.028531,0.854699,3.768311
walking,0.012401,5.533584,11.970886,9.464552,26.385786,21.341812,-0.437324,9.993626,17.295777,-0.043279,2.375408,5.796661,-0.010056,1.373276,5.205994,0.035513,0.769459,3.336792
walking,-0.058392,5.799859,11.73761,9.765746,20.080596,20.546768,-0.734775,12.503214,17.052979,0.000813,2.393726,5.662079,-0.107596,1.242708,4.380341,0.027171,0.768342,3.187256
walking,-0.267198,5.444693,11.021118,10.200747,18.502885,19.616043,-1.023633,13.019269,17.031555,-0.031967,2.357583,5.597992,-0.192009,1.131082,4.314117,0.020367,0.803305,3.187256
walking,-0.146537,5.01248,12.734986,9.824815,24.126841,20.768143,-1.129417,12.319996,15.848511,-0.132883,2.330465,5.790253,-0.189296,1.069331,4.35257,0.07215,0.707154,3.059082
walking,-0.265484,4.260838,12.734986,9.207198,27.091082,20.768143,-1.080429,12.828788,19.350037,-0.230156,2.079075,5.936584,-0.07896,1.041238,4.46579,0.136066,0.672249,3.228912
walking,-0.594427,4.435423,9.68335,9.306174,24.22019,19.882645,-1.014874,10.765958,19.350037,-0.175127,1.77648,5.882111,0.542662,1.152077,4.956055,0.001718,0.789811,3.440399
walking,-0.359509,4.580547,9.476257,9.652101,19.581509,19.268509,-0.783145,9.823895,15.608093,-0.089859,1.813191,5.423889,1.215073,1.355629,4.924011,-0.232306,0.849997,3.803558
walking,-0.091907,4.602777,9.938049,9.593288,19.387781,18.323502,-0.650844,14.123706,22.675415,0.025711,2.043407,5.423889,1.059779,2.026926,6.196137,-0.272702,0.845613,3.837738
walking,-0.032589,5.271746,11.818542,9.703892,23.309497,20.189713,-0.907495,15.625686,22.675415,0.134082,2.305468,5.407868,0.431792,1.837984,7.126465,-0.167931,0.836549,3.854828
walking,-0.00043,5.18181,12.815918,9.74171,25.641956,20.763382,-1.144699,13.691978,19.740418,0.138515,2.378729,6.000671,0.040445,1.421558,4.911194,-0.093269,0.83959,3.503418
walking,-0.027566,6.065547,12.630249,9.653928,26.448928,20.763382,-1.206874,13.521849,16.786377,0.20571,2.131758,6.000671,0.012386,1.376403,4.901581,-0.097414,0.768493,3.497009
walking,0.014567,6.515582,14.065613,9.511719,27.179681,20.777664,-1.269097,13.444084,17.729004,0.200999,2.203868,5.433502,0.058998,1.215699,4.684753,-0.098183,0.784177,3.554688
walking,-0.137039,5.576895,14.082275,9.546901,25.955081,20.777664,-1.128727,12.92301,17.729004,0.101462,2.511318,5.636444,0.042442,1.136973,4.636688,-0.046454,0.781808,3.539734
walking,-0.158272,5.027436,10.780701,9.641407,25.926311,21.663162,-0.755865,10.316182,16.086548,-0.029158,2.649204,5.657806,0.032434,1.271282,4.636688,0.011075,0.773654,3.41156
walking,0.038275,5.322406,11.268677,9.405287,24.840111,21.663162,-0.509497,9.145315,16.476929,-0.045148,2.658245,5.894928,-0.039119,1.254654,4.466858,0.004698,0.831043,3.327179
walking,0.000927,5.528547,13.120606,9.645014,22.29524,20.87764,-0.610901,11.510398,17.007751,0.028574,2.579818,5.879974,-0.098784,1.186742,4.492493,-0.030603,0.8675,3.276978
walking,-0.024733,6.139095,13.120606,10.170463,22.439041,20.863358,-0.947652,13.660341,16.465027,-0.028784,2.581121,5.63858,-0.138432,1.203513,5.266876,-0.000108,0.88839,3.671112
walking,0.071148,5.992386,12.518371,9.957973,24.70819,20.863358,-1.103376,13.718123,15.600952,-0.068411,2.519011,5.58197,-0.119089,1.196035,5.266876,0.054462,0.803943,3.671112
walking,-0.110903,4.906239,12.518371,9.409988,26.767835,21.156143,-1.045414,13.167544,16.453125,-0.164029,2.29792,5.942993,0.058881,1.296811,4.676209,0.066692,0.764489,3.321838
walking,-0.225494,5.225461,12.244629,9.176158,26.39454,21.156143,-1.07155,13.465072,17.564758,-0.243475,2.273295,5.942993,-0.010985,1.389673,4.843903,0.082799,0.766004,3.422241
walking,-0.003762,5.628824,12.244629,9.263571,26.491958,20.970474,-1.076763,13.301186,17.452881,-0.1203,2.519886,5.526428,-0.100835,1.324099,4.587555,0.087883,0.837658,3.533325
walking,0.182859,5.06825,11.67572,9.314553,27.966764,21.096634,-1.091783,13.560811,17.626648,-0.020496,2.591165,5.882111,-0.003262,1.396794,5.130157,0.008575,0.892242,3.531189
walking,0.131348,5.675637,13.037293,9.427876,28.509125,21.203751,-0.984476,13.427232,19.097717,-0.037863,2.569325,5.882111,-0.00463,1.281576,4.948578,-0.023233,0.878325,3.504486
walking,0.045869,5.441592,13.037293,9.619193,29.106952,21.203751,-0.938797,13.51262,19.17865,-0.024982,2.496376,5.657806,-0.04024,1.257473,4.854584,-0.045428,0.819417,3.504486
walking,0.038704,4.917561,13.058716,9.746084,29.974459,21.465591,-1.028727,13.157533,17.676636,0.079405,2.373786,5.891724,0.003253,1.492954,5.205994,-0.084714,0.750116,3.316498
walking,-0.031874,5.46361,13.058716,9.688116,28.550976,21.465591,-1.00459,12.271622,15.860412,0.160432,2.335726,5.625763,0.018089,1.285014,5.205994,-0.079961,0.767081,3.171234
walking,0.031586,5.833224,15.110596,9.547377,28.314772,21.537003,-1.122728,12.504774,16.305542,0.199312,2.287378,5.667419,0.099928,1.08876,4.624939,-0.104292,0.820701,3.273773
walking,-0.139086,5.652359,15.110596,9.587665,26.862658,21.537003,-1.056173,13.480297,18.376465,0.120175,2.281958,5.777435,0.187685,1.105399,4.614258,-0.09014,0.876538,3.469238
walking,-0.244989,6.39665,15.108216,9.651143,27.775227,21.882156,-0.757365,12.676479,18.067017,0.023201,2.51158,5.756073,0.083714,1.064207,4.74884,-0.04451,0.908742,3.694611
walking,0.033467,6.450084,15.191528,9.147594,31.376064,21.882156,-0.444918,12.198229,19.49762,0.00657,2.607513,5.966492,0.000519,1.244338,4.784088,-0.029161,0.895204,3.913574
walking,-0.002834,5.659764,14.75354,9.553328,26.793429,21.07045,-0.475505,12.632214,18.205078,-0.003448,2.609731,5.939789,-0.124269,1.21461,4.627075,-0.016664,0.85161,3.611298
walking,-0.095264,5.37704,11.682861,10.315183,21.651835,20.672928,-0.83856,11.862284,16.243652,-0.05647,2.482882,5.767822,-0.198802,1.09745,4.496765,0.03107,0.814326,3.203278
walking,-0.159391,4.36531,9.87854,9.759563,21.994935,20.672928,-0.981334,11.349389,14.532166,-0.148776,2.071979,5.555267,-0.033073,1.088878,4.467926,0.058093,0.759032,2.970428
walking,-0.31621,4.127539,9.728577,9.206514,22.005961,19.587479,-1.066718,11.701317,15.160584,-0.238776,1.876229,5.647125,-0.016614,1.195909,4.683685,0.086377,0.715698,2.957611
walking,-0.032731,5.272711,12.57312,9.213322,24.410295,20.387283,-0.993546,12.476802,16.41742,-0.1101,2.305831,5.654602,-0.299408,1.479067,4.977417,0.048331,0.744084,3.06015
walking,0.212185,5.383243,12.57312,9.467628,23.666453,20.387283,-1.015064,13.078644,16.155579,0.069867,2.544943,5.808411,-0.539093,1.232799,5.079956,0.005991,0.717927,2.959747
walking,0.055461,4.918681,12.282715,9.47055,25.391955,20.184952,-0.938154,13.701402,17.350525,0.109291,2.263494,5.736847,-0.423843,1.091627,4.36966,-0.012958,0.679561,3.132782
walking,-0.121257,5.344796,11.116333,9.547972,26.168386,20.323013,-0.880383,12.78174,17.679016,0.102669,2.31184,5.59372,-0.14326,1.211846,4.565125,-0.055373,0.761367,3.244934
walking,-0.258129,5.12918,11.423401,9.741032,22.623267,20.463455,-1.024514,12.404625,15.660461,-0.028635,2.461855,5.973969,-0.009254,1.274287,4.65271,-0.005289,0.806001,3.09433
walking,-0.186122,4.816911,11.209168,9.709421,25.789495,20.715775,-1.021515,13.325511,16.641175,0.040067,2.427187,5.773163,0.008156,1.231269,4.31839,-0.03839,0.811297,3.252411
walking,-0.015236,5.430132,11.670959,9.659808,27.285945,20.715775,-1.09633,12.913953,17.529053,0.204343,2.194325,5.814819,0.045721,1.155527,4.852448,-0.124779,0.761303,3.280182
walking,0.013805,4.808751,10.749756,9.640336,23.891912,20.084976,-0.95027,10.544965,15.686645,0.05909,2.073714,5.594788,0.070309,1.096543,4.852448,-0.104752,0.795077,3.338928
walking,0.010092,3.578883,9.083496,9.642544,24.396187,19.868362,-1.009827,10.2557,17.06012,0.057541,2.034587,5.431366,0.105151,1.041573,4.191284,-0.093953,0.821874,3.338928
walking,-0.104619,3.545118,9.023987,9.590777,24.056194,19.868362,-1.180309,12.787684,17.06012,0.135759,2.160654,5.966492,0.08286,1.143692,4.536285,-0.084019,0.728254,3.100739
walking,-0.120091,4.319364,11.197266,9.601376,23.174005,19.228043,-0.776289,10.835386,16.276977,0.008386,2.374193,5.84259,-0.017393,1.217254,4.536285,-0.024782,0.765358,3.471374
walking,-0.006452,4.784683,11.197266,9.600757,21.560782,19.228043,-0.450464,9.754616,17.636169,-0.010092,2.192385,5.710144,-0.067424,1.186531,4.517059,-0.031094,0.826895,3.408356
walking,-0.185813,4.869523,10.237976,9.95129,19.276611,19.458939,-0.782645,12.923082,18.445496,-0.035876,2.122028,5.50827,-0.160553,1.057666,4.517059,0.02088,0.758365,2.896729
walking,-0.178077,4.575791,10.656921,10.108293,21.141756,20.996658,-1.229893,12.980787,19.609497,-0.078452,2.084957,5.348053,-0.162572,0.946338,4.172058,0.088438,0.655381,2.938385
walking,-0.007095,4.245154,11.813782,9.630148,23.51547,21.051407,-1.275453,12.488052,16.857788,-0.1272,2.124663,5.722961,-0.057138,1.107182,4.447632,0.078473,0.678605,2.938385
walking,-0.246465,3.914258,11.770935,9.181609,23.587563,21.051407,-1.045438,13.305882,18.15033,-0.219827,1.953352,5.969696,0.026559,1.285059,4.988098,0.064342,0.679181,3.142395
walking,-0.312258,4.043443,10.58075,9.152664,24.087407,19.970718,-1.042081,12.966848,17.848023,-0.190422,1.875717,5.686646,-0.021057,1.327322,4.988098,0.051503,0.677109,3.142395
walking,0.001498,5.121109,10.973511,9.258644,25.919197,20.023087,-1.190974,12.415879,16.99585,-0.047807,2.358604,5.715485,-0.104594,1.266907,4.70398,-0.006058,0.809305,3.187256
walking,-0.016354,5.678636,13.472901,9.358048,25.348701,20.082596,-1.136344,13.613755,18.274109,0.068842,2.4575,5.715485,-0.062329,1.202089,4.093018,-0.066513,0.805853,3.511963
walking,-0.114878,5.764996,13.472901,9.659998,24.026026,20.306351,-1.039272,13.853328,18.481201,0.049477,2.352152,5.370483,-0.002301,1.213655,4.279938,-0.063405,0.756431,3.311157
walking,-0.122067,5.545189,12.05896,9.769924,25.793764,20.420609,-1.05722,12.668412,17.424316,0.063426,2.271448,5.76889,0.05401,1.379504,4.506378,-0.073285,0.806001,3.484192
walking,-0.048561,5.294028,11.763794,9.534071,27.484624,20.420609,-1.129869,11.41525,15.986572,0.147038,2.126828,5.892792,0.083202,1.339708,4.425201,-0.089146,0.744268,3.322907
walking,-0.072484,4.822025,11.040161,9.465445,26.129685,20.161148,-1.098282,12.335829,17.552857,0.066524,2.178141,5.52536,0.126973,1.271404,4.486084,-0.079437,0.726768,3.045197
walking,-0.182147,4.685927,12.073242,9.492634,25.050757,20.651505,-0.998044,13.21886,17.552857,-0.052422,2.363903,5.735779,0.060899,1.300083,4.486084,-0.031949,0.730639,3.045197
walking,-0.075078,5.721535,12.073242,9.331489,23.88536,20.651505,-0.620065,10.181126,16.265076,-0.129475,2.358253,5.714417,-0.014713,1.213545,5.215607,0.027065,0.70772,3.373108
walking,0.08624,5.918471,10.187988,9.331186,22.985345,20.113541,-0.477695,9.796758,17.052979,-0.05098,2.224664,5.597992,-0.027519,1.271553,5.648193,0.00881,0.784177,3.373108
walking,-0.021068,5.879601,11.751892,9.919417,20.242323,19.923111,-0.856151,13.076362,17.845642,0.045183,2.197217,5.562744,-0.189189,1.196899,4.794769,-0.021107,0.804492,3.302612
walking,-0.065128,6.646077,12.254151,10.28963,18.862285,19.323257,-0.964291,13.241794,17.626648,-0.072021,2.102545,5.447388,-0.177483,1.14741,4.43161,0.026466,0.736274,3.17337
walking,-0.19024,5.459571,11.60907,9.555547,20.817481,19.801712,-1.017611,13.355721,17.947998,-0.190828,1.841604,5.649262,-0.033821,1.163504,4.458313,0.094377,0.613752,2.996063
walking,-0.334824,5.065489,12.789734,9.138292,22.420663,20.320633,-1.178096,13.855903,17.83374,-0.186609,1.865793,5.649262,-0.079173,1.116857,4.801178,0.090126,0.612227,3.093262
walking,-0.07634,6.12853,13.244385,9.326365,23.124742,20.320633,-1.261504,13.763064,17.83374,-0.051941,2.206758,5.758209,-0.003444,1.297937,4.843903,0.025195,0.722585,3.19046
walking,0.07629,5.796211,12.361267,9.42327,23.857966,20.065933,-1.19364,14.267407,19.038208,0.048376,2.404119,5.758209,0.092633,1.232891,4.812927,-0.05376,0.771707,3.19046
walking,0.132466,5.226305,11.999451,9.427936,25.173218,20.065933,-0.881668,12.587405,19.038208,0.028499,2.368858,5.610809,0.065791,1.099043,3.941345,-0.060606,0.741562,3.147736
walking,0.013638,5.122393,10.254639,9.42477,24.163357,19.689835,-0.861649,11.501151,17.809937,0.018416,2.20833,5.627899,0.036707,1.178723,4.173126,-0.041776,0.733999,3.142395
walking,-0.088432,5.085862,9.597656,9.469551,23.710588,19.689835,-1.007185,11.882298,18.000366,0.10519,1.901674,5.438843,0.055228,1.114999,4.173126,-0.091795,0.704578,3.072968
walking,-0.060058,4.418458,9.352478,9.551364,21.957277,19.420853,-1.070693,10.493571,16.948242,0.172887,1.929346,5.687714,0.131598,0.910502,4.041748,-0.112325,0.710604,3.029175
walking,-0.003048,4.429981,10.304627,9.579506,15.398055,19.40181,-0.721898,7.407029,15.405762,-0.006621,2.079366,5.476227,0.051361,0.978732,4.786224,-0.0235,0.752935,3.030243
