@relation testRelation-weka.filters.unsupervised.attribute.Remove-Rfirst-weka.filters.unsupervised.attribute.Remove-V-Rfirst-19

@attribute label {walking,standing,sit_down_chair_1,sitting_chair_1,stand_up_chair_1}
@attribute TYPE_ACCELEROMETER_X_MEAN numeric
@attribute TYPE_ACCELEROMETER_X_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_X_RANGE numeric
@attribute TYPE_ACCELEROMETER_Y_MEAN numeric
@attribute TYPE_ACCELEROMETER_Y_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Y_RANGE numeric
@attribute TYPE_ACCELEROMETER_Z_MEAN numeric
@attribute TYPE_ACCELEROMETER_Z_VARIANCE numeric
@attribute TYPE_ACCELEROMETER_Z_RANGE numeric
@attribute TYPE_GYROSCOPE_X_MEAN numeric
@attribute TYPE_GYROSCOPE_X_VARIANCE numeric
@attribute TYPE_GYROSCOPE_X_RANGE numeric
@attribute TYPE_GYROSCOPE_Y_MEAN numeric
@attribute TYPE_GYROSCOPE_Y_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Y_RANGE numeric
@attribute TYPE_GYROSCOPE_Z_MEAN numeric
@attribute TYPE_GYROSCOPE_Z_VARIANCE numeric
@attribute TYPE_GYROSCOPE_Z_RANGE numeric

@data
walking,1.469211,5.080842,14.346497,10.022642,13.756922,19.706497,-0.798593,14.576018,18.326477,-0.288405,2.240884,6.231384,-0.121606,1.577686,7.579346,0.135883,0.542496,3.483124
walking,1.226533,5.041321,14.127503,9.257144,15.932295,19.316711,-1.281404,15.211714,18.690674,-0.412231,2.075115,5.905609,0.076999,2.040203,7.014313,0.104971,0.785351,4.373932
walking,1.204395,7.732675,14.127503,9.278068,14.586497,19.097717,-1.078977,15.42338,18.885864,-0.208403,2.49878,6.033783,-0.096548,2.771272,8.759613,-0.064688,1.081403,4.775543
walking,0.828892,7.69904,13.092041,9.610439,13.52934,14.541687,-0.69876,13.664937,16.512634,0.045905,2.089661,5.685577,-0.09045,2.324143,8.759613,-0.147894,1.109053,4.775543
walking,0.557482,7.962567,13.584778,9.847595,14.067243,17.224366,-0.556438,11.515599,15.617615,0.120747,1.500067,4.282074,0.077672,1.524135,6.934204,-0.186005,1.21349,4.386749
walking,0.9501,7.34679,14.015625,9.39392,11.579666,17.224366,0.005806,7.596587,14.491699,0.037712,1.519274,4.117584,-0.084607,1.778265,7.243958,-0.100598,1.315529,4.588623
walking,1.178735,6.582741,12.142273,9.79587,8.206213,14.358399,0.428012,7.617222,14.379822,-0.01501,1.518856,4.420929,-0.294652,2.085194,7.36145,0.012793,1.316993,4.72641
walking,0.811896,6.580718,13.439575,9.98699,9.400437,14.665467,-0.070961,9.681605,14.379822,-0.247176,0.989052,4.378204,-0.015713,1.066517,6.367035,0.218031,0.920662,4.604645
walking,0.585213,7.179425,13.08252,9.402918,11.150812,14.665467,-0.408688,8.520605,13.058716,-0.268452,0.915405,3.957367,0.177103,1.232846,7.278137,0.159093,0.993146,4.636688
walking,0.684808,9.227223,13.675232,9.581993,12.168548,14.160828,-0.415163,9.521258,13.506226,0.01541,1.270839,4.254303,-0.093045,2.006759,7.372131,-0.153961,1.352455,4.510651
walking,0.762646,8.818493,13.444336,9.767329,13.657124,14.208435,-0.458676,9.761867,13.675232,0.116924,1.191119,4.254303,-0.141324,2.064539,7.372131,-0.22373,1.282452,4.425201
walking,1.138959,5.766557,12.596924,9.46476,11.857995,14.208435,0.216016,6.945458,13.225342,0.051768,1.246264,3.992615,-0.04044,1.871235,6.907501,-0.157518,1.265735,4.365387
walking,1.036436,4.363605,11.123474,9.720126,8.950984,15.155823,0.34846,6.873612,13.415772,-0.126511,1.061601,4.175262,-0.050523,1.230828,6.316834,0.05399,0.923491,3.679657
walking,0.34332,4.051584,11.123474,9.746453,8.832281,15.020142,-0.509449,9.046106,12.525513,-0.257899,0.746274,3.668976,0.049869,1.023303,6.364899,0.112032,0.751756,3.373108
walking,0.371241,2.344194,8.574097,9.489968,7.420751,13.699036,-0.99226,7.01584,11.530518,-0.046306,0.838407,3.416901,0.235507,1.089352,5.767822,-0.115434,0.874066,3.549347
walking,0.91111,1.27781,6.407959,9.752095,2.80667,8.005188,-0.57967,3.711727,9.254883,0.249423,0.740231,3.792877,0.595195,1.028571,4.323731,-0.209695,0.512935,3.213959
walking,1.624102,1.147234,4.579834,9.717556,0.583122,3.946655,0.046986,1.441359,5.665283,0.154884,0.367752,3.058014,1.19993,1.02771,3.942413,-0.099776,0.14702,2.39151
walking,2.192535,0.790761,4.579834,9.594966,0.410754,4.196594,-0.302476,1.232424,5.015442,0.015581,0.099856,1.245422,0.697104,1.265624,4.470062,0.012141,0.033623,1.009369
walking,2.324003,0.138004,2.689819,9.527269,0.206739,2.873108,-0.431302,0.534459,3.508667,0.01337,0.053403,1.235809,-0.053621,0.086731,1.721802,0.023122,0.013101,0.614166
standing,2.405507,0.024208,0.83551,9.537957,0.0093,0.599854,-0.168961,0.020417,0.799805,-0.015619,0.002184,0.306549,-0.000749,0.002895,0.295868,0.00412,0.0008,0.157013
standing,2.402769,0.007822,0.376099,9.528411,0.003652,0.373719,-0.117878,0.005979,0.342773,-0.004414,0.000317,0.085449,-0.003943,0.001027,0.148468,0.000958,0.000222,0.065155
standing,2.378942,0.006227,0.366577,9.525888,0.002686,0.283265,-0.102049,0.00518,0.368958,-0.008035,0.000184,0.079041,-0.006837,0.000799,0.176239,0.004301,0.000118,0.054474
standing,2.434119,0.004239,0.366577,9.517176,0.002178,0.283265,-0.056084,0.002743,0.368958,-0.003165,0.00014,0.079041,-0.003387,0.000555,0.174103,0.003522,0.000057,0.044861
standing,2.439451,0.00153,0.218994,9.51939,0.001486,0.19043,-0.082863,0.002707,0.297546,0.002817,0.000058,0.035248,-0.002298,0.000099,0.049133,0.001717,0.000036,0.021362
standing,2.411481,0.001891,0.207092,9.523912,0.002107,0.235656,-0.16251,0.004606,0.316589,0.00209,0.000084,0.040588,-0.005385,0.000131,0.057678,-0.001424,0.000042,0.028839
standing,2.390367,0.003098,0.311829,9.528792,0.001795,0.235656,-0.186647,0.003162,0.312759,-0.006017,0.000096,0.05127,-0.009444,0.000708,0.145264,-0.000185,0.000054,0.036316
standing,2.338618,0.012795,0.473694,9.540027,0.002054,0.240417,-0.161725,0.004222,0.291336,-0.006572,0.000187,0.069427,-0.004349,0.002583,0.212555,0.001097,0.000064,0.036316
standing,2.352972,0.045235,1.98999,9.547335,0.009409,0.866456,-0.149633,0.06129,2.696961,-0.00873,0.003765,0.461426,-0.007425,0.027286,1.187744,0.004333,0.00142,0.289459
standing,2.42355,0.034274,1.98999,9.52803,0.009141,0.866456,-0.088148,0.062243,2.696961,-0.010225,0.003662,0.461426,-0.007596,0.025682,1.187744,0.007004,0.001406,0.289459
standing,2.415052,0.002188,0.245178,9.515391,0.001225,0.199951,-0.032828,0.002825,0.32135,-0.002214,0.000077,0.053406,0.001451,0.000327,0.106812,0.001503,0.000069,0.041656
standing,2.380203,0.002102,0.247559,9.528221,0.001127,0.199951,-0.061797,0.003538,0.32135,-0.000014,0.000052,0.038452,-0.002907,0.000126,0.069427,-0.000879,0.000025,0.023499
standing,2.37868,0.00271,0.323731,9.527411,0.001425,0.199951,-0.071318,0.002576,0.271362,-0.005376,0.000065,0.041656,-0.000269,0.000159,0.081177,0.005786,0.000031,0.027771
standing,2.41022,0.002236,0.228516,9.517985,0.001038,0.159485,-0.0279,0.002069,0.242798,-0.005098,0.000051,0.030975,-0.000044,0.000079,0.050201,0.004846,0.000038,0.027771
standing,2.416218,0.001321,0.209473,9.516771,0.001149,0.157105,-0.025681,0.002047,0.299332,-0.001498,0.000028,0.029907,-0.002245,0.000041,0.037384,0.001097,0.000014,0.020294
standing,2.402341,0.001254,0.178528,9.51939,0.001095,0.142823,-0.036892,0.001582,0.235062,-0.001616,0.000017,0.020294,-0.001614,0.000027,0.027771,0.001524,0.000007,0.013885
standing,2.38963,0.001673,0.19281,9.521651,0.001007,0.159485,-0.041992,0.001533,0.202332,-0.00278,0.00002,0.021362,-0.001465,0.00003,0.028839,0.003094,0.000019,0.018158
standing,2.411124,0.002276,0.226135,9.51589,0.001109,0.159485,-0.026996,0.002193,0.245178,-0.005675,0.00002,0.02243,-0.000952,0.00004,0.028839,0.006096,0.000014,0.018158
standing,2.439927,0.001769,0.221375,9.512368,0.000812,0.12616,0.015089,0.001921,0.209473,-0.003517,0.000044,0.028839,-0.001251,0.000052,0.029907,0.002208,0.000043,0.023499
standing,2.413981,0.003083,0.252319,9.522127,0.001156,0.209473,0.000378,0.003351,0.299927,-0.00027,0.000062,0.035248,-0.002063,0.000078,0.040588,0.000616,0.000049,0.030975
standing,2.402198,0.001944,0.211853,9.522246,0.001143,0.233277,-0.018117,0.002598,0.25946,-0.002887,0.000058,0.035248,-0.002939,0.00008,0.041656,0.002657,0.000038,0.03418
standing,2.396556,0.001441,0.19043,9.520461,0.0011,0.19281,-0.01238,0.001889,0.176147,-0.00215,0.000043,0.027771,-0.002875,0.000054,0.040588,0.000745,0.000027,0.025635
standing,2.373943,0.001172,0.140442,9.525507,0.001085,0.171386,-0.028972,0.00221,0.271362,-0.00011,0.000032,0.024567,-0.003644,0.000053,0.036316,0.000456,0.000016,0.021362
standing,2.367802,0.001212,0.164246,9.529221,0.000901,0.135681,-0.047919,0.002454,0.271362,-0.002417,0.000028,0.025635,-0.002554,0.000055,0.03952,0.001482,0.000009,0.013885
standing,2.372324,0.001305,0.214233,9.527935,0.001131,0.180909,-0.05894,0.001789,0.211853,-0.002951,0.00003,0.025635,-0.002266,0.000041,0.03418,0.003981,0.000013,0.018158
standing,2.386273,0.001671,0.188049,9.526055,0.001265,0.207093,-0.052918,0.001428,0.197571,-0.002855,0.000037,0.026703,-0.000899,0.000085,0.046997,0.003436,0.000015,0.018158
standing,2.379346,0.005922,0.51178,9.529363,0.003343,0.499878,-0.021402,0.026601,1.437744,-0.008868,0.0049,0.557556,-0.01456,0.005251,0.506287,-0.000943,0.000314,0.136719
standing,2.353924,0.042927,1.523438,9.533815,0.081239,2.82312,-0.052394,0.064287,1.980469,-0.005782,0.005713,0.557556,-0.023116,0.016977,0.698547,0.004205,0.000877,0.234985
standing,2.418289,0.160374,2.877869,9.511296,0.094758,2.82312,-0.001288,0.266014,4.501282,0.007976,0.003944,0.452881,0.063466,0.060839,1.627808,0.017973,0.001406,0.271301
standing,2.550471,0.125878,2.877869,9.47502,0.01644,0.878357,0.090928,0.223016,4.501282,0.013017,0.003173,0.452881,0.070216,0.048797,1.627808,0.009535,0.001184,0.177307
standing,2.477441,0.029713,0.880737,9.495348,0.00226,0.221374,0.023468,0.009277,0.535584,0.008157,0.000177,0.057678,0.003951,0.002101,0.234985,-0.012062,0.001049,0.139923
standing,2.338094,0.007462,0.730774,9.530411,0.001223,0.209473,-0.037184,0.004178,0.359436,0.002422,0.000126,0.065155,0.003758,0.001183,0.180511,-0.008708,0.000998,0.134583
standing,2.343069,0.001336,0.176148,9.533315,0.001061,0.178528,-0.045063,0.003561,0.297546,-0.001477,0.000037,0.032043,0.001163,0.000097,0.045929,0.003629,0.000015,0.018158
standing,2.32136,0.021913,0.792663,9.541551,0.001612,0.226135,-0.040445,0.004997,0.309448,-0.001007,0.000105,0.055542,0.003929,0.00097,0.189056,-0.012585,0.001227,0.137787
standing,2.199057,0.0304,0.792663,9.568187,0.003771,0.364197,-0.022092,0.005728,0.359436,-0.004607,0.000258,0.095062,-0.006133,0.001739,0.20401,-0.009669,0.001374,0.157013
standing,2.128574,0.004352,0.380859,9.586159,0.002966,0.364197,-0.022949,0.004139,0.326111,-0.008281,0.000185,0.080109,-0.009048,0.000829,0.153809,0.008659,0.000049,0.040588
standing,2.175087,0.002789,0.223755,9.579089,0.001181,0.19281,0.020183,0.006048,0.335632,-0.00575,0.000063,0.038452,0.000586,0.00015,0.054474,0.006096,0.000016,0.021362
standing,2.208483,0.001259,0.180908,9.569544,0.000824,0.12378,0.06353,0.002535,0.273743,-0.00278,0.000043,0.030975,0.001344,0.000122,0.050201,0.004568,0.000016,0.021362
standing,2.211578,0.001347,0.199951,9.570544,0.000632,0.123779,0.04989,0.002529,0.2547,-0.002844,0.000034,0.024567,-0.003665,0.000146,0.055542,0.002966,0.000005,0.012817
standing,2.223599,0.00149,0.216614,9.566164,0.00058,0.119018,0.061173,0.002585,0.278503,-0.005525,0.00002,0.020294,-0.004466,0.000116,0.055542,0.003169,0.000004,0.012817
standing,2.237524,0.000915,0.157104,9.561356,0.000971,0.252319,0.080192,0.002342,0.266602,-0.004243,0.000019,0.021362,-0.001807,0.000063,0.033112,0.003137,0.000003,0.011749
sit_down_chair_1,2.028408,0.542108,5.353455,9.415986,1.299583,10.96875,-0.611377,1.955707,5.667664,0.190421,0.100677,1.628876,-0.104965,0.158913,2.471619,-0.088571,0.037554,1.015778
sit_down_chair_1,0.581024,2.524222,7.205383,7.934015,5.644159,12.035156,-4.134802,12.965029,14.617859,0.577901,0.207062,1.658783,-0.092735,0.223101,2.471619,-0.25901,0.040793,1.015778
sit_down_chair_1,-1.887159,2.110419,4.739319,4.541129,7.00751,9.23822,-8.011974,4.659974,13.780899,0.429582,0.236465,1.840363,-0.047896,0.072127,1.470795,-0.179585,0.03649,0.700684
sit_down_chair_1,-3.362561,0.19974,4.625229,1.974851,0.60016,4.087097,-9.14446,0.205054,10.853043,0.065654,0.025285,0.637665,-0.073103,0.013033,0.684662,-0.006561,0.010707,0.494537
sit_down_chair_1,-3.607668,0.064176,4.625229,1.552216,0.193909,2.637451,-9.222369,0.19301,11.757584,0.018379,0.013924,0.637665,-0.017262,0.005831,0.476379,0.011693,0.005143,0.340729
sitting_chair_1,-3.628329,0.008883,3.973007,1.647026,0.005506,0.583191,-9.189473,0.071351,11.757584,-0.00544,0.000372,0.114288,-0.005257,0.00035,0.160217,0.009973,0.000444,0.105743
sitting_chair_1,-3.645563,0.000597,3.713547,1.665117,0.000948,0.19043,-9.150768,0.00135,9.22963,-0.004532,0.000018,0.021362,-0.003078,0.000009,0.01709,0.003789,0.000023,0.024567
sitting_chair_1,-3.646087,0.000513,3.713547,1.674472,0.000647,0.13092,-9.144174,0.001424,9.22963,-0.004788,0.000007,0.010681,-0.002437,0.000006,0.012817,0.00209,0.000003,0.009613
sitting_chair_1,-3.646896,0.00053,3.706406,1.675829,0.000762,0.147583,-9.146721,0.001141,9.246292,-0.004628,0.000005,0.009613,-0.002341,0.000007,0.011749,0.001599,0.000003,0.008545
sitting_chair_1,-3.645302,0.001403,3.768295,1.680114,0.001288,0.207092,-9.146912,0.002304,9.327225,-0.006198,0.000064,0.055542,-0.001924,0.000013,0.02243,0.002454,0.000009,0.019226
sitting_chair_1,-3.639827,0.006414,3.894455,1.689468,0.003836,0.359436,-9.144198,0.004315,9.348648,-0.003336,0.000254,0.072632,-0.003355,0.000041,0.043793,0.002774,0.000036,0.030975
sitting_chair_1,-3.643516,0.006756,3.894455,1.684517,0.00413,0.359436,-9.145555,0.003518,9.348648,-0.000227,0.000204,0.072632,-0.003516,0.000044,0.03952,0.001855,0.000044,0.030975
sitting_chair_1,-3.64554,0.002447,3.792099,1.663118,0.001767,0.197571,-9.151625,0.001512,9.260574,-0.00278,0.000057,0.032043,-0.002277,0.000018,0.024567,0.00208,0.000021,0.021362
sitting_chair_1,-3.636923,0.001321,3.727829,1.656953,0.001117,0.19043,-9.154005,0.001076,9.222488,-0.004243,0.000038,0.032043,-0.002213,0.000009,0.014954,0.002336,0.000009,0.012817
sitting_chair_1,-3.631567,0.000691,3.689743,1.666236,0.000808,0.135681,-9.157385,0.001365,9.246292,-0.004596,0.000014,0.01709,-0.001999,0.000006,0.012817,0.002197,0.000007,0.013885
sitting_chair_1,-3.625473,0.000748,3.687363,1.669473,0.000686,0.133301,-9.160575,0.001482,9.246292,-0.004372,0.000007,0.013885,-0.002437,0.000005,0.013885,0.002155,0.000005,0.010681
sitting_chair_1,-3.627901,0.000897,3.718308,1.670782,0.000771,0.147583,-9.159004,0.001378,9.23439,-0.002323,0.000017,0.023499,-0.001757,0.000008,0.015152,0.001214,0.000006,0.016022
sitting_chair_1,-3.628377,0.001114,3.718308,1.674734,0.001021,0.199951,-9.160004,0.001696,9.29628,0.000083,0.000026,0.025635,-0.000334,0.000009,0.018158,-0.000144,0.00001,0.01709
sitting_chair_1,-3.621617,0.000879,3.692123,1.675234,0.000904,0.199951,-9.156005,0.001423,9.29628,0.00074,0.000018,0.023499,0.000154,0.000006,0.01709,-0.000519,0.000008,0.016022
sitting_chair_1,-3.620641,0.000614,3.677841,1.672711,0.00067,0.147583,-9.155957,0.00079,9.23439,0.000601,0.000006,0.011749,-0.000038,0.000003,0.006409,-0.000284,0.000003,0.008545
sitting_chair_1,-3.620379,0.000739,3.682602,1.67183,0.000718,0.147583,-9.16098,0.001385,9.2939,0.00058,0.000011,0.019226,-0.000049,0.000005,0.011749,-0.000455,0.000006,0.010681
sitting_chair_1,-3.621188,0.000662,3.682602,1.674781,0.000701,0.12854,-9.157385,0.00172,9.2939,0.000868,0.000013,0.019226,-0.00007,0.000005,0.011749,-0.000572,0.000007,0.010681
sitting_chair_1,-3.616404,0.000984,3.66832,1.676543,0.001552,0.285645,-9.156695,0.001422,9.286758,0.000623,0.000008,0.013885,0.000816,0.000032,0.038452,-0.001064,0.000016,0.030975
stand_up_chair_1,-3.677032,0.396752,4.95372,1.680423,0.887004,5.101135,-9.28464,0.714631,13.128677,-0.084207,0.071306,1.240082,0.124899,0.111799,1.572266,0.042729,0.043826,1.052094
stand_up_chair_1,-1.352528,7.280318,8.828796,4.441773,10.845136,10.794983,-7.029595,12.010948,13.889465,-0.672835,0.463955,2.329559,0.116707,0.216827,2.177887,0.249196,0.106256,1.165314
stand_up_chair_1,1.73498,1.67018,5.379639,8.320278,3.59987,7.56482,-2.412342,11.47271,13.725219,-0.621181,0.471404,2.276154,0.010953,0.130536,2.149048,0.197948,0.085462,1.137543
stand_up_chair_1,2.364659,0.076685,2.232788,9.488469,0.052155,1.537719,0.059697,0.869559,7.531494,-0.035747,0.017327,0.904694,0.008208,0.028719,1.5242,-0.00555,0.001801,0.223236
standing,2.323884,0.009193,0.457031,9.525507,0.003392,0.32135,0.258125,0.006956,0.418945,0.003944,0.000425,0.084381,0.001553,0.001971,0.212555,0.000998,0.000163,0.084381
standing,2.345569,0.004027,0.299927,9.521675,0.002163,0.2547,0.23832,0.005326,0.371338,0.008484,0.00026,0.069427,0.018419,0.000946,0.122833,0.000891,0.000088,0.041656
standing,2.342094,0.003702,0.299927,9.52396,0.001899,0.211853,0.234297,0.004312,0.338013,0.003165,0.000152,0.069427,0.007428,0.000577,0.102539,0.001949,0.000056,0.036316
standing,2.358447,0.002191,0.199951,9.517009,0.001212,0.183289,0.21804,0.002363,0.233276,0.001274,0.000083,0.064087,0.001927,0.000154,0.065155,0.001297,0.000024,0.024567
standing,2.367444,0.001301,0.176147,9.515129,0.000842,0.121399,0.244128,0.002432,0.264221,0.000302,0.000052,0.050201,0.003561,0.000059,0.042725,0.000378,0.000017,0.019226
standing,2.348068,0.004574,0.495117,9.518033,0.00215,0.366577,0.275049,0.00889,0.614136,0.000569,0.000578,0.200806,0.019348,0.002019,0.286255,-0.00179,0.000094,0.077972
standing,2.361208,0.01025,0.585571,9.515843,0.003592,0.368958,0.37055,0.019532,0.6427,-0.001727,0.00069,0.200806,0.01749,0.002847,0.448608,0.004384,0.000269,0.116425
standing,2.371729,0.014791,0.661743,9.501227,0.006486,0.542725,0.471287,0.016879,0.742676,-0.013028,0.001166,0.206146,-0.011563,0.005726,0.374908,0.007257,0.000724,0.189056
standing,2.395414,0.025119,0.966431,9.48247,0.009826,0.626038,0.581141,0.03865,0.89502,-0.005658,0.001503,0.206146,-0.000038,0.007677,0.398407,0.00166,0.000705,0.189056
standing,2.421407,0.023724,1.02832,9.469807,0.009146,0.495117,0.684807,0.118212,3.789551,-0.000841,0.003153,0.461426,0.009735,0.010606,0.837402,0.002205,0.000647,0.159149
standing,2.40803,0.015529,0.745056,9.47909,0.006521,0.461792,0.664431,0.112023,3.789551,0.004938,0.003273,0.461426,-0.002452,0.008549,0.837402,-0.002773,0.000652,0.159149
standing,2.35947,0.011128,0.557007,9.503346,0.003429,0.368958,0.533558,0.022359,0.566528,0.015074,0.000339,0.09613,-0.001683,0.000564,0.161285,-0.006949,0.000139,0.067291
standing,2.310339,0.010758,0.530823,9.513986,0.00217,0.228516,0.45691,0.007568,0.454651,0.007159,0.000206,0.071564,-0.000049,0.00055,0.117493,-0.004962,0.000131,0.044861
standing,2.30346,0.021914,0.949768,9.518295,0.005875,0.633179,0.459695,0.015097,0.918823,0.002609,0.001802,0.336456,-0.000284,0.006938,0.576782,-0.004877,0.001077,0.246735
standing,2.293082,0.039998,1.447266,9.535981,0.022105,1.116394,0.409755,0.345367,6.995911,0.006754,0.029431,1.77948,-0.001587,0.058771,2.259064,-0.001544,0.002049,0.279846
standing,2.281442,0.094636,2.713623,9.554,0.027724,1.116394,0.403708,0.374481,6.995911,0.012553,0.029979,1.77948,0.04541,0.07108,2.259064,0.001158,0.002343,0.299072
standing,2.269897,0.149088,2.713623,9.53191,0.040666,1.213989,0.414968,0.189375,2.206604,0.016965,0.008594,0.516968,0.098859,0.059688,1.468658,0.010558,0.004656,0.420837
standing,2.440998,0.12124,2.063782,9.48266,0.033512,1.213989,0.508135,0.165892,2.206604,0.00889,0.006682,0.516968,0.057416,0.047645,1.468658,0.01891,0.004091,0.391998
standing,2.609266,0.010025,0.885498,9.443694,0.004131,0.38562,0.605445,0.009179,0.499878,0.000975,0.00023,0.072632,0.007695,0.002337,0.444336,0.01091,0.000862,0.134583
standing,2.617383,0.001704,0.209473,9.425912,0.001046,0.149964,0.595424,0.005131,0.359436,0.005215,0.000033,0.028839,0.001585,0.000186,0.0737,0.000304,0.000018,0.021362
standing,2.622763,0.00103,0.19281,9.429935,0.001,0.12854,0.564717,0.003958,0.345154,0.005632,0.000031,0.024567,-0.00179,0.000136,0.060883,-0.001117,0.000011,0.014954
standing,2.627048,0.001681,0.230896,9.429912,0.000931,0.147583,0.529535,0.00397,0.345154,0.003271,0.000059,0.029907,-0.001117,0.000128,0.048065,0.00228,0.000019,0.023499
sit_down_chair_1,2.464754,0.864621,5.736694,9.304014,1.338945,9.49768,-0.29493,3.159972,8.231323,0.244302,0.141394,1.185608,-0.091832,0.222393,2.412872,-0.096852,0.046626,1.114044
sit_down_chair_1,0.705208,4.06083,7.531494,6.764729,10.905821,13.192016,-4.687072,20.167059,18.438355,0.642805,0.434384,2.617951,-0.170467,0.2518,2.412872,-0.245576,0.055031,1.114044
sit_down_chair_1,-1.792349,1.758002,4.546509,2.919001,5.914645,8.247986,-8.843486,5.147484,16.53975,0.46944,0.443384,2.617951,-0.144202,0.046219,0.934601,-0.102332,0.059207,0.845947
sit_down_chair_1,-2.873419,0.250566,3.649277,1.301754,0.236971,2.544617,-9.434651,0.069432,10.567398,0.071983,0.011456,0.414429,-0.062128,0.013199,0.493469,0.055226,0.007624,0.352478
sitting_chair_1,-3.047043,0.005092,3.22081,1.109324,0.009813,0.656982,-9.448957,0.006341,9.705704,-0.000851,0.000813,0.163422,0.001756,0.000189,0.103607,0.010184,0.000697,0.146332
sitting_chair_1,-3.049399,0.000821,3.120834,1.111729,0.000738,0.135681,-9.452861,0.001501,9.531937,-0.000189,0.000014,0.02243,-0.000401,0.000009,0.02243,-0.000508,0.000018,0.02243
sitting_chair_1,-3.048614,0.000738,3.099411,1.116632,0.000716,0.159485,-9.447195,0.001503,9.536697,0.00106,0.000007,0.010681,-0.000519,0.000006,0.016022,0.001062,0.000006,0.012817
sitting_chair_1,-3.053446,0.001792,3.168442,1.121274,0.001011,0.169006,-9.445339,0.001651,9.536697,0.000697,0.000036,0.036316,0.000336,0.000021,0.026703,0.000784,0.000014,0.021362
sitting_chair_1,-3.051185,0.001976,3.168442,1.126035,0.001136,0.159485,-9.451075,0.001754,9.567642,0.000345,0.000039,0.036316,0.000336,0.000023,0.026703,0.000731,0.000016,0.021362
sitting_chair_1,-3.04452,0.000862,3.135117,1.122393,0.00075,0.154724,-9.452218,0.001355,9.567642,0.001047,0.000012,0.01709,-0.000411,0.000007,0.016022,0.000545,0.000005,0.010681
sitting_chair_1,-3.043496,0.000587,3.097031,1.120845,0.000666,0.119019,-9.4466,0.001271,9.548599,0.000707,0.000009,0.014694,-0.000605,0.000006,0.012817,-0.000027,0.000003,0.009613
sitting_chair_1,-3.048542,0.000765,3.127976,1.125225,0.000774,0.142822,-9.445077,0.00141,9.539078,0.000102,0.00001,0.012817,-0.000351,0.000006,0.012817,-0.000488,0.000007,0.011749
sitting_chair_1,-3.045567,0.001383,3.127976,1.130629,0.000672,0.159485,-9.451147,0.001315,9.539078,0.000508,0.00001,0.013885,-0.000041,0.000009,0.014954,-0.000018,0.000011,0.016022
sitting_chair_1,-3.041211,0.001197,3.111313,1.131557,0.000604,0.157104,-9.450076,0.001434,9.543839,0.000615,0.00001,0.014954,-0.000661,0.00001,0.016022,0.00042,0.000009,0.016022
sitting_chair_1,-3.046686,0.000554,3.099411,1.129772,0.000556,0.119019,-9.447124,0.001832,9.543839,0.000252,0.00001,0.014954,-0.000458,0.000008,0.018158,-0.000146,0.000005,0.011749
sitting_chair_1,-3.051304,0.000405,3.099411,1.133961,0.000582,0.123779,-9.444553,0.00154,9.539078,0.000134,0.000009,0.014954,-0.000308,0.000005,0.014954,-0.000253,0.000005,0.010681
sitting_chair_1,-3.048828,0.000579,3.106552,1.135199,0.000571,0.119018,-9.443054,0.001132,9.522415,0.000348,0.000008,0.013885,-0.000522,0.000004,0.012817,-0.000072,0.000005,0.010681
sitting_chair_1,-3.043329,0.000806,3.106552,1.134699,0.00047,0.116638,-9.442958,0.001426,9.529556,0.000711,0.000006,0.011749,-0.000362,0.000004,0.014954,-0.000168,0.000004,0.010681
sitting_chair_1,-3.04521,0.000638,3.09465,1.136556,0.000435,0.123779,-9.444744,0.00131,9.529556,0.000636,0.000005,0.011749,-0.000554,0.000004,0.013885,-0.000307,0.000003,0.009613
sitting_chair_1,-3.04928,0.000444,3.09465,1.138079,0.000595,0.133301,-9.447672,0.001377,9.608109,0.000262,0.000007,0.012817,-0.000725,0.000004,0.010681,-0.000552,0.000003,0.009613
sitting_chair_1,-3.046472,0.000512,3.099411,1.137627,0.000612,0.133301,-9.447719,0.001503,9.608109,0.000145,0.000009,0.013885,-0.00065,0.000004,0.011749,-0.000659,0.000004,0.009613
sitting_chair_1,-3.045781,0.000565,3.106552,1.138222,0.000557,0.111878,-9.448124,0.001198,9.515274,0.000337,0.000007,0.013885,-0.000607,0.000004,0.011749,-0.000296,0.000003,0.009613
sitting_chair_1,-3.047924,0.00058,3.106552,1.139484,0.000621,0.119019,-9.446648,0.001259,9.515274,0.000626,0.000006,0.014954,-0.000404,0.000005,0.012817,-0.000008,0.000004,0.010681
sitting_chair_1,-3.048138,0.000638,3.097031,1.141293,0.000682,0.121399,-9.444268,0.001312,9.522415,-0.000613,0.000012,0.016022,-0.0005,0.000006,0.013885,-0.000157,0.000006,0.011749
sitting_chair_1,-3.15235,0.08333,4.220566,1.063098,0.116544,1.740051,-9.452551,0.036186,10.174637,-0.000197,0.004479,0.478516,-0.009772,0.002326,0.309753,-0.029477,0.006264,0.485992
stand_up_chair_1,-2.166544,2.789692,6.522217,2.341619,5.171136,8.795472,-9.115753,2.508958,13.53334,-0.489992,0.489641,2.22168,0.21418,0.098829,1.407776,0.136177,0.064781,1.069183
stand_up_chair_1,0.870762,5.569386,8.205139,6.371468,11.164242,10.452209,-4.896283,20.206829,21.516174,-0.737335,0.555305,2.637177,0.185672,0.300244,4.160309,0.205103,0.055647,0.99762
